cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,,f,n,,,b,,,,,,,,,w,,e,,a,
,,y,,f,f,c,b,h,,,,,p,,p,,,l,,v,
,y,n,,,,,b,y,,,,,,c,,,n,n,w,,d
,,,,,f,c,b,,,,,,w,,,,,,,,
,s,n,,,,c,n,,,,s,,,p,p,,o,,,,
k,s,,,,,,b,,,,,k,,w,,,t,p,w,,
,,,,,,,b,,,,,,,,,,,l,,,
,y,e,t,n,,,b,,,,s,s,,w,p,,,,,v,
,,,,,,,,n,,e,s,,,w,,,,,,,u
,,b,,,,,,w,,?,,s,,,,,,e,,,
,,g,t,,f,,,,t,,,,p,,,,,,,,d
k,,,f,n,,,,g,,,k,s,w,,p,,,,w,,
,,e,,s,f,,,,t,,,,,,p,,o,e,w,v,
f,f,,,,,c,b,,e,b,,,,,,w,,,h,y,
,,,,,,,,g,e,,k,s,,,p,,,,,n,
,,g,f,f,,,,g,e,b,k,,,,,,,l,,,
,,,,,f,c,b,p,e,,,,w,,p,,,,,,g
f,,g,t,n,,c,,,,b,,,p,,,,,p,,,d
,,,,,,c,,,,,,s,,,p,,,p,,,
,,,,s,,,n,b,,,,s,,,,w,,,,,
x,,n,,,f,,,,t,,k,,,,p,,o,e,,,d
,s,w,t,,f,,,,,e,s,s,w,,,,,p,,v,
,,,,,f,,n,,,,,s,,,,,,e,w,,d
x,,,,f,,,,p,,,,,,,p,,o,,,,g
x,,g,,,,c,,,,,,,,b,,w,,,h,,g
,,,f,,,,,b,,,,,,,,w,o,,w,,
,,w,f,,f,,,h,,e,,f,,,,,,,,,g
,,,f,,,,,,,,f,s,w,w,p,w,,e,,s,
f,,,f,,f,,,,,,,,,,,,o,,,y,g
,,,f,,,c,,,e,b,,k,n,,p,w,,,,,p
,,,,,,c,,,t,b,,s,w,,,,,,,,
f,y,n,,,,,,,,,s,,g,,,,,,,,
f,y,,,y,,c,,b,t,,,,,,,,o,,w,,p
,s,,t,n,,c,,e,,?,s,s,,w,,,t,e,,c,w
,,,,n,f,w,,,,,,f,,,,w,o,e,k,,
,,,,f,f,c,,,e,,,k,n,p,p,,,l,,v,
,f,,t,,,,,,,b,s,,g,g,,w,o,p,,,d
x,f,,t,,,,,p,t,,s,,,,,w,,,,y,
,,e,,,,,n,,,,,,w,,,,,,,,
x,y,,,,,,b,h,e,b,k,k,p,,,,,,,,
f,,,f,,,,,,t,?,,,p,,,,,,w,,l
x,,,f,,,c,n,u,,,,s,,w,,,,,,,d
x,s,,,,,c,,w,,,,,,,,w,,p,,v,g
,y,y,,,f,,,,,,s,s,w,,,w,o,,,,m
,,,,,f,,,,,,s,,p,,,,o,,w,,d
f,y,,t,n,,,,w,,,,s,w,,,,,p,,,d
,,,,,,,,,,r,s,,,,p,w,,p,k,,
,,n,,f,f,,,,,,k,s,,,p,w,,,,,d
,y,,f,f,,,,,e,,,k,,b,,,,l,,v,
,,g,f,,,,,,,,,,,,,,,p,,,g
,,n,,,,,,,,,s,s,,,p,w,,,,,
,f,,,n,f,,,,t,,,,,,,,,p,,v,
,,,t,,,,b,,,b,s,,,,,,,,n,y,
,,g,,f,f,c,,,e,b,,,p,,,w,,,h,,
,s,y,,,,w,,,,,,,,w,,w,,,,,d
b,,,,,,,,,,,,s,w,,,,,,k,s,
,s,e,,s,f,,n,,,,,,,p,,,,e,,,
,,,,,,,,,t,,,,,,,,,p,k,y,
,,,t,l,,,,,,,,,,,,,,,,n,
f,,e,,n,,,,,,,s,,,,p,,o,,,,
,,g,,,,,b,,,e,,,,,p,,,,,s,g
,s,,,,,,n,,,,,s,,p,,w,,,,,
,,,,,,,,,,,,,,,,,,,,y,g
,,,,n,,,,,,,,,,e,p,,,,,,
,y,,,a,,,,,e,,s,,w,,p,,,,n,,
,,,,,f,c,b,,e,,,,,,,w,,l,h,,
,y,,,,,c,b,n,,,s,,,,p,w,,,,,
,,,,,f,c,,,e,,k,,,,,,,l,,y,
,,g,,,,,,,,,,,,n,p,,,,,v,
,,,t,l,,,,,e,,,,,,p,w,,p,k,n,m
,,g,,f,f,,,,e,,k,,,,p,w,o,,,,
x,,,,,f,,b,p,,,,,p,,,w,,,,v,
f,y,y,,,,,,,,,,,,,p,,,l,,v,
,,,,,f,c,n,,,,,,w,,p,,o,,,,
,,,,,,,,b,,?,k,,p,w,,,,e,,,
,y,n,,,,,n,,,?,,,,,,w,,,,v,p
,,,,,,,b,,,,,s,,,,,,,,y,
x,,,t,n,f,,,,,,,s,,,,,o,,,,
f,y,g,,,,c,b,,,,,,b,,,w,,,h,v,d
,,,t,n,f,c,,,,,,,,,p,w,,,,c,
,,,,,f,,n,b,,?,,,,p,,w,,,,,p
,s,,,,,c,,,t,,k,,,,,,,,,v,
,,,,,f,,n,b,,,s,s,w,,,,,,,,
,,,,,,c,,,,?,,s,,,,w,t,e,,,w
,s,,,,,c,,w,,,s,,w,,p,,,,h,,
,,y,,f,f,,,g,,,k,,,,,,,,,,
,y,,,,f,,,,e,,,,,,p,,o,l,,,
,,,,,f,,n,,e,,s,,,n,p,,o,e,,,
,y,,,,f,,,,,e,,s,,,,w,,,n,v,
,,,,,,c,b,,,,,,,,,w,o,l,,,
,y,,f,f,f,,,p,,,,,,n,,,,,,y,
,,,,,f,w,b,,,,,k,,w,p,w,t,,,,
,,,,,,,,,t,,,s,w,,,,,,,,g
,,e,f,y,,c,,b,,,k,,,,,w,o,,,v,
,,,f,,,,,,,b,,,,p,,,,l,h,,d
,,,,,,,,b,t,,,,p,,p,,,,,,
x,y,g,f,,,,,,,,,,,,,w,o,,h,y,
,f,,,n,,c,,w,t,,s,,,,,,,p,,y,
,,n,f,s,,,,,,?,,k,,,,,o,,,,l
,s,,,,,,,,,?,,,,,,o,,p,,,
,f,,,n,,,,p,e,,,,,w,,,t,,w,,
,s,,f,,,,,,,?,,,,w,,w,o,,,,l
,,,t,,,,n,w,,,s,s,,,,,o,,,,u
f,s,,f,n,,c,b,n,e,?,,,o,,p,,,p,,,l
,s,,,,f,,n,,,,s,k,,,p,,o,,,,
,,,,,,c,b,,,,,s,w,,,,o,,k,s,m
,,e,,f,,,,b,t,?,,,,p,p,,,,,,p
k,,,f,y,,,n,b,t,,,,,,,w,,,,v,
x,,g,f,,,,,,e,b,k,,p,,,w,,l,h,,d
f,,,f,,,c,,,e,b,k,,,n,,,,l,h,,
,,,,,,,n,b,,,k,,,,p,w,,,,,l
,f,,t,n,,c,b,,,b,s,,,w,p,w,o,,,,d
,,,,,,,,,,c,,,,w,,,,,k,,g
,,,,p,,,n,,e,,,s,,w,,w,o,,,,g
,,,,n,,,b,,,,,,p,,,w,,p,,y,
x,y,n,t,n,,,,n,,b,,,,g,p,w,o,,,,
,s,,f,,f,,,,,,k,,,,,,,e,w,,
,,,,,f,c,,g,e,b,k,,,,,w,,,,,
,,n,,y,f,,n,,t,?,,,w,,,,o,,,v,
,y,,,,f,,b,w,,,,,w,,,,,e,w,,w
,,,,f,,c,,h,,,k,k,,,p,,,,h,y,
,,,,n,,,b,,,,s,,,,p,,o,,,y,
,,,f,,,,,,t,?,,k,,w,,,,,w,,
,,n,,,,c,,,,,s,,p,w,,,,,,y,
,,g,,n,,,b,w,,,s,,,w,p,,,,,,d
,,,,n,,,b,h,,e,,,,,,,,,,a,g
,,n,,,,,,b,,?,,,,p,p,,,e,,,p
,,,,,,,b,,t,,,f,,,,,,,,,
,,g,f,,f,,b,,,b,,,,,,,,l,,,g
f,f,,,,,c,b,u,t,,,s,g,,,w,o,,,,
,s,,,,f,c,,b,,,,,,,,,,,,v,
,,,t,,,,,,,b,s,s,,,,,,,k,,d
x,f,,,n,,,,,,e,f,s,,w,p,w,,,n,,
,,b,t,,f,c,,r,,,s,,,w,,w,t,,r,,m
f,,,,,,,b,,,,,,,p,,w,,,,,
,f,,,,,,,p,t,,s,,,,p,,o,,,,
,y,e,,,,c,,w,t,,,s,w,,,,,p,,v,d
,,g,,f,,c,,p,,,,,b,,,,o,,,v,d
,,e,,,,,,,,,,k,,p,,,,,w,,l
,,,,n,,w,,,,,f,s,,,,,o,,,,
,,e,f,,f,,,,,,,s,p,,,,,,,,
,,g,,,,,b,p,,,s,,,p,p,,o,,,,d
f,,,,,,,,,e,,,y,,,,w,,,n,,p
f,,n,,,,,b,,,b,,s,,,,,,,,v,
f,y,,,,,c,n,,t,,k,,,,p,,o,e,,v,
,s,y,t,,f,,,,e,c,,s,,,,,,,n,,g
,,,,,a,c,b,,,,,s,o,,,n,o,,,,l
,,,,c,,,,u,e,,,,,,,,o,,,,
,,,,n,,,,,,,,s,w,,,,,p,k,v,
,y,,t,n,f,,,,,,,,,,,w,,,,,
,,,,n,,,,n,,,,,,,,,,,,,
x,s,w,,,,,,,,,,,,w,,,o,,,,
,,g,,,f,,,,t,e,,,,w,,,,,,,
f,,,t,a,,w,,w,,b,,,,,p,w,o,,,,d
x,s,n,,,,,b,,,,f,,,,p,,,,,,
,,w,,,,c,,n,,e,,s,,,,,,p,k,s,u
,,g,,,,c,,,e,b,,,,p,p,,,l,,v,p
k,,,,,f,,,,,?,,k,,,p,,,,,,p
x,f,,t,,,,,,,,s,,,,,,,p,,,
k,s,,,y,,c,,b,t,?,,,p,,,,,,,,
,,,,,,,,,,,k,k,,,p,w,,,,,g
,,,,,,,b,,,,,,,w,,w,o,e,k,,
,,n,t,,,,b,u,,b,,,,w,,w,,,,y,
x,,n,,n,,,,,,,,,,,p,,,,n,,
,s,n,,,,,,k,,,s,s,,w,,,,,k,,
,s,e,,,,,,b,,,,,,,p,,,,w,v,d
f,,,,,,,,,,,k,k,,n,,w,o,,,,p
x,,g,,,,,,,e,b,,,b,,,,,l,,y,
,,,,,,,n,,,,,,,,,,,,,,
,,,,,,c,b,,,b,,,n,,,w,t,,w,,d
,y,,,,f,,,w,,,,,,w,,,,,,c,
f,,,,,f,,,,,,,,,,,,,,,,
b,,b,t,,,,,,,,,,,,,,,p,r,v,
,,,,,,,,,t,,k,s,,p,,,o,,,,
,,,,,,,,,t,b,,,,g,,,o,p,,,
x,f,,,,,c,,,,,,,,,,,,,,v,
x,,,,,,c,,,,,,,,w,,,,,,n,g
,,w,f,,f,w,,,,,k,,w,,,,t,,,,
,,n,,n,,,b,,,b,s,,,,,,,p,,v,
,s,,,n,,,b,,,,,,,w,,w,,e,,,
f,,y,,f,,c,,,,,,k,n,,,,o,l,,,
f,,,,n,,,b,,,b,,,w,,,,o,p,,,d
,,,,,,,,,,b,,,,,p,,o,,,,
,,,,n,,,b,,t,b,s,,,,,w,o,,n,,d
x,s,w,,n,f,,b,w,e,,k,,,,p,w,,,w,s,g
,,,f,,,,,,t,?,,s,w,,,,o,,,v,l
,,,f,,f,,n,b,,?,,,,p,,,,e,,,
,,,t,n,,,b,,t,,,,,g,p,,o,,,v,
,,e,f,,,,,,,,,,,w,p,,,,w,v,d
,s,,f,,f,c,,,,,,,,,p,w,,,,,
,y,b,,n,,,,,,?,,s,,,p,,,,,,w
k,,n,f,,,,,,,,k,,,p,p,w,o,,w,,
,,,f,,,,,,,?,,,p,,p,,,,w,,
f,,,,,,,,,,,k,,,,,,,e,,,
f,,,t,,,,,,,,,s,,,,w,,p,,v,
,,,,,f,,,,e,?,k,s,,w,,,,p,w,,
,,g,t,,,,,,t,,,,,,,,o,p,n,v,
,,e,t,n,f,c,,w,t,b,,,,g,,,o,p,,,
,,,t,,f,,,,,?,,,,,,w,,,w,,
,,,f,f,,,,,,,,,b,p,,w,,,,,
x,,e,,,,,,,t,,,,,,,w,,,n,,
,f,g,,,,c,,,,,,s,,w,,,o,p,,y,
x,,,,n,,,b,,,,,,,,p,w,,,,y,
,,w,,,f,,,p,,b,,s,w,,p,,o,,h,,
,f,g,,,,,,,,,s,,w,,p,,o,,n,,d
,y,,t,,f,,,w,,e,,,,w,,,,p,n,s,
,s,,,,,,,,,,s,,,w,,w,o,,n,s,d
,f,,,n,,,,,,,,,,w,,w,o,,,,
x,f,,,,,c,b,,,,,,,,p,,,,,y,d
,,g,,,,,b,,,,s,,w,w,,w,,,,y,d
f,,,,n,f,,,,,,f,f,,,,w,,,,,g
,y,,t,,,,,,e,c,,,w,w,,,o,,,n,
f,,,,,,,,,,e,,,w,,,,,,,s,g
,,w,,a,f,,,w,,,,s,,,,w,,,,n,g
x,s,g,,,,,,,t,,,,,w,,,,,,,
x,,n,f,,a,c,,,,?,,s,,,,,,,,,
,,,,n,,,,,,,,,,,,w,,,r,,
,s,,t,,,,,p,,b,,,w,w,,,,,,,
,,y,,,f,,b,,e,,,,,,,w,o,,,,
f,,,,,,,,,,,,,,,,w,,,,v,
b,,,,,,,,w,e,,,s,,,,,,p,,n,
x,s,n,,,f,c,n,,,,,,,,p,,,,,,
,,,t,,,,,p,t,,,,w,,,w,o,p,,,
,s,,,,f,,,,t,,,,,,p,w,,p,,s,g
,,,f,,f,,,,,?,s,,w,p,,,o,e,,,
,,,f,,,,,,t,,,,,,,,,,,,
,,,,,,,,,,,,,w,,p,w,,,,v,d
,,,,n,,c,,,,,s,s,,g,,w,,p,,,
,,n,,,,c,b,,t,,,s,,,,w,,,,,
,f,w,,,,c,,,,,,,,w,,w,,,,s,d
,,,,,,,,h,e,,,,,,,w,o,,,,d
f,f,n,,n,,,,,,,s,,w,,,,,,k,,
,,,t,,,,,w,,,,,,p,,w,o,,,,
k,,,,f,,,,,,,,,,,,,,e,,,
,,,,,,c,,,t,,,,,p,,w,o,,,,d
f,,g,,,,,,,,e,,,,,p,,,e,,a,
,,,,,f,,b,k,,e,,,,,p,w,,,,,
,,e,,,,,,,,b,,,,p,,,,p,,,
,s,n,,,,,,,,,,s,,w,,w,,,,,
,,n,,,,c,,u,,,s,,p,,p,,,,k,v,d
f,,,,,f,c,,p,,b,,,p,n,,w,,l,,,g
x,,e,,y,,,n,,,,,k,,,p,,,e,,v,
,,,t,f,,,,,,,s,f,w,,p,,o,,,,
,,,f,,,c,n,,,,,,,,p,,,,w,,
,,,,,,c,,,,,,,,,,,,,n,y,
,,,,,,c,,,,,k,,,,p,,o,l,h,,g
,,g,,f,,,,h,,,,k,,b,p,,o,l,,,g
b,,y,,l,f,c,,,,,,s,w,w,p,w,,,,,m
,,,,,,,b,w,,,,,,,,,o,,n,,
f,,,,,,c,b,,t,,s,s,,,,w,,,,,
f,,g,,,,,b,,,b,,,,,,w,,,,,
,y,g,,,f,,b,,,,,s,,,p,,,,n,,d
,f,,,l,,w,n,,t,,,,,,,,o,,u,v,d
,y,,,,,,,,,?,s,,,,,,,e,,,
,s,n,f,n,,,,,e,,,s,o,,,o,,,,,
f,y,,,,,,b,h,e,b,,k,,,,,,l,h,,
,,,,,,c,b,,,,,,,,,w,,,,v,
f,y,,,l,,,,,e,,s,,w,,,,o,,,,
,,,,n,,,b,n,t,,s,,,w,p,w,o,,n,,
,,n,f,s,,,n,,,?,,k,,,,,,,w,,p
f,,,,,,,,,,,,,,,,w,o,p,,v,
,,,,,,,,,e,,,,w,,,,,,,,
b,s,,,,,,,r,,,,s,,,,w,,p,r,,
,,,,,f,,b,p,,,,,,w,,w,,,,,g
,,,f,,,,,b,,?,,,,p,,,,,,v,
x,,,,,,,b,k,,c,,s,,w,,,o,,,s,
,,e,,,,,,,t,b,,,,,,,,p,,,d
,,w,,,,c,,,,b,,,,,,w,o,,h,,
,,,,,,c,,,t,,,,,,,,,,h,,
,s,,,,,,,,,,k,k,,w,,,,,,n,
x,,e,,,f,,,,t,,,s,,,p,,,p,,,
f,y,,,n,,,,,t,,,,,g,p,w,,,,y,
,s,,,,,c,b,e,,?,s,,w,e,p,w,,,w,,w
,,w,,,,c,,,,,,s,,,,w,,,k,,d
,y,,,y,,,n,,,,,,w,,,,,e,,,
,,,t,,,,,p,,b,,s,,g,p,,,,,,
,,,t,,f,,,,,,,,,,p,w,,,h,,
,,g,t,,f,,b,,,,s,,,g,,w,,p,,y,
b,,,,l,,,b,n,,,s,s,,w,,w,,,k,,
,,g,f,n,f,,b,h,,e,,,,,p,,o,,k,,g
,y,,,,,,,,,?,k,,,,,w,,,,,d
k,s,,,,,,,,t,?,s,s,,,p,,,e,w,,
x,,e,,,,,n,,,,,,,,,,,,,,
f,,,,,f,,b,,e,,,,p,,,w,,,h,,
,,e,,f,f,c,,,t,?,,s,,w,,,,e,,v,
f,,,,,,,,,t,,,s,w,,,,,,,,
,,,f,,,w,,,t,e,f,s,,,,w,,,,,
,y,g,,,,,b,,t,b,,,,g,,,,,,v,
,f,g,,f,f,,,,,,,k,,,,,,,,,
,s,w,,,,,,,,?,,,,w,p,w,,,w,,
f,s,n,,y,f,,,,t,?,,,,,,,,,w,,
x,,,,,,c,,w,,,,s,,,,w,o,p,,,
,,,f,,,w,,,t,,,,,,,,,,k,,
,f,,,n,,w,,w,,?,,,,w,p,w,t,p,,,
,s,,,,f,,,b,t,?,s,,,,,,o,,,,
,f,,,,f,,,,,,,,g,g,,,,,,v,
,,,,y,f,,n,b,,?,,,p,w,,,,,,,l
,,,t,,,,,w,,,s,s,,,p,,,,,s,u
x,,,,,f,,,,,,,,w,,,,,p,,,
x,f,,,,f,,,,,,,,w,,,,,,n,,g
f,,y,f,,f,c,,,,,,,,,,,,,,,
,,e,f,,,c,,,t,,,,w,p,p,,,e,,,
,,g,,,,w,b,,t,,,,w,,p,,,,,s,g
x,,,t,,f,,,,,,s,,,,,w,o,,k,,
,s,,,n,,,,,,e,s,,,w,,w,o,e,n,,
b,,,f,,,c,b,,e,,s,,,,,,,,,,
,,,t,,,,,,e,,,,,w,p,,,,,,g
,,e,f,,,,,,,?,,k,p,,p,,,,,v,
x,,e,t,,f,,,,,,s,,,p,p,,,,k,,
x,,y,,f,,c,,,e,,,k,b,,,,,l,,,g
,,,,,,w,,n,t,,,,w,,p,,,,n,a,
,,,t,,,c,,u,,,s,,w,,,,,,,,d
,y,,,,,c,,,,,,,p,w,,w,,,w,,
,,,f,n,,,b,,,,,s,w,w,p,w,,,k,,
f,f,,,,,,,,,,,,,,,,,,,,
,,n,,,,w,,,t,,f,f,w,w,,,,,,,
,,g,,n,,,,p,,,,,,,,w,,,,,g
,s,,,n,,w,,,,,f,,,,,,,,,s,
,,y,,,f,c,,,,b,,,,b,,,,,,,
x,f,p,f,,,,,p,e,,,s,,,p,w,o,p,,,
,,,,,,,n,,,,,,,,,,,,w,v,
f,s,,,,,c,,,,,s,,,,,,,,,,
,,g,,,f,,,,,,k,,,,,,o,,,,
,,,,,f,,,,,?,,,w,,,,,,w,,
,y,,,f,,,,,,b,k,,,,p,,o,,h,,
,,g,,,f,c,,g,,,,,,,,,,l,,,
,,,,,,,,,,c,,s,w,w,,w,o,,k,,
,,,f,,f,w,,,,,s,,,w,p,,,e,n,a,
,,e,,m,,,,,,,,,,c,,,,,,,d
,,n,t,,f,c,b,,t,b,,,,p,p,,o,,,v,
x,,,,,,,,b,,,,,,,,,,,,v,l
k,,,,,f,,n,,t,?,,s,p,,,,,e,w,,l
f,,,,n,,,n,,,,,f,,,,,,,,,
k,s,,,s,,,,b,,,s,,,,,,,,,v,
,y,,,y,f,,,,t,,,k,w,,p,w,,,,,
k,,e,,,f,c,,,,?,,,w,,,w,,,,,
,,g,,n,f,,,,t,,s,,,,p,w,,,,,d
,,,,,,,b,n,,,s,,w,,,,,,n,,
,,,,,,,b,h,,,k,k,,,,,,l,,,
,s,,,,,c,,,,,s,,,w,,,,p,,,
,s,n,,f,f,,,b,,,,,,,p,,,,,,
,,,f,,,,b,h,,b,k,k,,,,w,,,,,
x,s,,f,,,c,n,,t,,s,,w,,p,,,,,v,l
,,,,,,,,p,,b,,,,,,w,,p,,,
,,,,f,f,,,,,,,,,w,,,o,,h,s,
,f,g,,,,,,,,,,,,p,,w,,,,,d
,,y,,,,c,b,w,e,,,,,,,,,,k,y,g
,,y,,,,,n,n,,,,,,w,,,o,,,,
,,,f,s,f,,,b,t,,,k,,w,p,,o,,,,
x,y,,,,,,,,,,s,,,,,,,,,s,
,s,,,f,,,,,,,,,,w,p,,,p,h,,
,,,,f,,c,,,,,,f,,,p,w,,p,,s,
x,,,,,,,,,e,,s,s,w,,,w,,,,,g
x,y,,,,,,b,n,,,,s,,,,,,,,,
x,,,,,,c,n,,e,,k,y,,n,p,w,,,,,
,,w,,,f,,,,,e,,,,,,w,,,k,,
,,,t,,,c,b,n,,,,s,w,,,,o,,k,,
,y,,f,,,,b,,,,k,,b,,p,,o,l,,,
x,,g,,,f,,,n,t,,f,,,,,,,,n,,g
x,,,t,,,,,p,,b,,s,,,,w,,,,,d
,,,,,,,,,e,c,,s,,,,,,p,,,
k,,,f,,f,,,,,?,,,,w,,,,,,,p
,,,,,,,b,g,,,,,,,p,w,,p,,,
,y,,,,,,,,,,,s,,w,,w,o,,k,,
,,,t,,,c,,w,,,,,,,,,o,,n,y,
,,,,y,,,,b,,?,,,w,w,p,w,o,,,,d
,,g,t,n,,c,b,,,,,,,,p,,,,n,,
,y,,,,f,,b,,,,,,,,,,o,p,,,
x,,,f,c,,,,,,,,,w,,,w,,p,,,d
,,,,,f,c,,n,,,,,,,p,w,o,,,,
,,,,,,,n,,,,,,,w,p,w,,,,,
k,,p,,,,,,,,,,,,,,,,,,,
,f,,,n,,,,,,,,f,,,,,,e,k,,
,y,,f,,,,n,,,?,k,,w,,,w,o,,,,
x,,,,n,f,,,,,,s,s,,,,w,,,,,
x,y,,,,f,,,,,,,,w,w,,w,,,,,d
k,,,,y,f,,,,t,,s,s,,,,,,,,,
,,,,p,,,n,,,,s,,w,,,,,p,,,
,,,,,,c,,,,,s,,,,,,,,n,,
f,,e,,,,,b,,t,,s,,p,p,p,,,p,n,,
,,n,,,,c,n,,,?,,,,p,p,w,,,,v,d
,,n,,,,c,,,,,,,,,,,o,e,,,
x,,,,,f,,,,,,,,g,,,,o,,k,,
,,w,,,f,,,,,,,,,,p,,o,,,,
,y,,,n,,c,b,w,,,,,p,,p,w,,,k,,
,,,,,f,w,,k,t,,f,,,,,w,,,,,
f,,c,,,f,,,,,,,,,,,,,,,,l
,,,,,,,,u,,,,,,,p,,,,,,
,,,,,f,,,,,b,,,,,,,,,,,
,y,e,,y,f,c,,b,,,,,w,,p,,,,w,v,
,,n,,,f,,,w,,,,s,g,,,,,p,,v,d
,,n,,,,,,,,?,k,,,,,,,e,,,
f,s,,,,,c,n,,,,,k,w,,p,,,,w,,
,,,f,,,,b,,e,,,,b,,,w,,,,v,p
x,,y,f,,f,,,,,,k,,b,,,,,,h,y,g
,s,,,,,,,,t,?,,,,,p,w,,,,,
x,s,,f,n,,,b,,,,,,,w,,,o,,,,
,,g,f,,,c,,,e,b,k,,,,,,,l,,,p
,,n,f,,f,c,,,t,,k,,,w,,w,o,,,,d
,,n,,,f,,,,t,b,,s,p,,,,,,n,y,
,,,,,,,,g,,,,,,w,,,o,,,,
,s,g,f,,,,,,,,,s,,w,,,t,,,n,
x,,,t,,,,,n,,,,y,,,,,o,,,,
,,w,,l,,,,,,,s,,w,w,,w,o,,k,s,
,s,n,,,f,w,,,,e,f,f,,,p,,,,,a,
,,,,y,,,,,,,,,w,,,,,,,,
x,y,,t,n,,,,,t,b,,,,g,,,,,,,d
f,,,,,,,b,n,,,,s,,g,p,,,,k,,
,,e,,,,c,,,,,,,,,p,,,,,,l
,,g,,,f,c,,p,e,,k,,p,,p,,,,h,,d
,s,w,,,,,b,,,,,f,,,p,w,o,e,k,,
,,,,,f,,,,,,s,,,,,,o,e,,v,d
,,,t,,,,,h,,b,,f,w,,,,,p,h,,
x,,n,,n,,c,,u,,b,s,,,,p,w,,p,,,
,f,,t,,f,,,,t,,,,,,,w,,,,,
,y,,,,,,,,,,,,,c,p,,,,w,c,
,,,,y,,,n,,,,,,,,,,,e,w,,d
,,,,,,c,,k,,,s,,,,,,o,,,n,
,,y,f,,,c,,h,,b,,,p,p,,,,l,,,d
,,,,,,,,,,,,s,w,,,w,,,,v,
,,,,s,,,,,,,s,k,,w,,,,,,v,
,y,,,,f,,,,t,b,,,,,,,,,k,,
k,,g,,,,,b,p,e,,s,,w,w,,w,,,w,,
,y,,f,,,c,,,t,,,,w,,p,w,,e,,v,d
,,,f,,f,,n,,,?,,,w,,p,,o,,,v,
f,,,,,,c,b,,,b,,,,,,,o,p,,,
k,s,,,,,c,,,,,k,,,,p,,o,,w,,
f,y,,f,f,,,,,,b,,,b,b,,,,,h,,
,,e,,,,,n,b,,,,s,p,p,,,,,,v,
x,,,,,,,n,,,,,,,,,,o,p,,,
,,,f,n,,,,,t,,f,f,,w,,,,e,,,
,,,t,l,,,,,,c,s,s,w,,,,o,,,n,
,,,,,,,,,,,,,,n,,,,,w,,
,,w,t,,f,,,,,,,s,,w,p,w,o,,,,l
,,,,,,,b,p,,,,,p,,,,,,,,
,,y,f,,,,,p,,b,,,b,,,,o,l,,v,
f,y,e,,,,,,b,,,,,,,,,o,e,,,
f,,,,,,,b,g,,b,k,k,,,,,o,,h,y,
x,,,,y,,,n,,,,,,,,,,,e,,,
,,y,,,,,,,,c,,,,,,w,,,,,
,y,e,,n,,,b,,,,,s,,g,p,w,,p,,,d
,,,,,f,,,,,,,,,g,,w,o,,,v,
,,,,,,c,,,e,,,k,,,,,,,h,v,g
,,,f,f,,,b,,,b,,,p,p,,,o,l,,,
b,,y,,l,f,,,w,,,,,w,w,,w,,p,,,
,,y,,,,,b,,,,,k,b,,,,,,,,
,y,y,,,,c,,,,,s,s,,,,,,,k,s,
,,,,,,,,h,,,s,,,,,,,,,s,g
,s,y,,,,,n,,,b,,,,,,,,p,,,
,,,,f,,,b,,e,,k,k,,,,,,l,h,,
,,,t,f,f,c,,p,t,b,,,,w,,,,,,,
x,,,,n,,,,p,t,e,,,,,p,,,,,,
,,,,y,f,,n,,t,,,,,,,w,,,,,
,f,,,,,,,,e,b,k,,n,,,,,,,y,
,,,,,,,,,,,,,,w,,,,e,,,
b,,,,,,,,,,b,,,,,p,,,,r,,
k,,,,s,,,,,,,,,,,,,,,w,,p
x,,,,,,,,,,?,,,p,p,,,,,,,
,,y,,,f,,,,,b,,,,n,,w,,l,h,,p
,,,,,,,,p,,,,,,,,,,l,,,g
,,,,,f,c,,,,,,,,w,,w,o,,,,
,,g,,n,,,,p,,,,s,,,,,o,,n,,
,,,f,f,,,,,,b,,,b,b,,,,,,,
f,,,f,,,,,,,,,,,w,,w,,e,,,
,,p,t,,,c,,w,,,s,,,,,,,,,,
,,,t,,,,b,,,,,s,g,w,,,o,p,,,
,,,t,,,,,,,,,,,p,,,,p,,y,
,,,,f,,,,,t,,f,,,,,,,p,h,s,
,,,,,a,,,n,,,,,,o,,,,,,,l
x,y,,,n,,c,,p,t,b,,,,p,,,,,,,
,f,w,,n,,,,,e,?,,,w,w,,,,,w,s,
,,,,,,,,,t,,,,,,,w,o,e,,,p
,,w,f,,,w,,h,,,,,,,,,o,,,,
,,,,,,,b,,,,,,w,e,,,,,,c,
,,,t,,,,,n,,,,,,,p,,,,,v,
k,,,,y,,c,n,,t,,k,,,,,,o,,w,v,
f,,,t,,,,,,,,,,,,,,,,k,,d
x,,,t,n,,,b,,t,,s,,p,,,,o,,,v,
,,,,,,,n,,,,,,,,,,,,,,
,,e,f,,f,,n,,t,,,,,p,p,,,,,v,d
,,e,f,f,,c,,,,,,,w,,,,,e,,,
,s,,,f,,c,n,,,,k,,,,,w,,,,,
f,,y,,,f,,,p,e,b,,k,,p,,,,,,y,
,y,,,,,,n,b,,,k,s,p,,,,,e,,v,
x,,g,,,f,,b,,e,b,,,,,p,,o,l,,,
