cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,,,,,c,,,,,,,,n,p,w,,l,h,,g
k,,,,,f,c,b,,e,,s,,,,,w,t,,w,,w
,y,y,t,a,f,,b,,,c,s,,,,,w,o,p,n,,m
,y,,,f,,,,,e,b,k,k,b,,p,w,o,l,,,d
,,w,,,,c,,,e,,s,,,,,w,,p,,n,
,y,g,,,f,c,,p,e,b,k,k,b,b,p,,,,h,,
f,y,,,,f,,,,e,b,k,,n,n,,w,,l,h,,
,y,,t,l,,c,b,w,,,,s,w,,p,w,o,,,,
x,f,g,,f,,c,b,,e,b,k,k,n,n,,w,o,l,h,v,
x,y,,,,f,c,b,p,,b,,,,p,p,w,o,,,v,
,y,y,f,f,f,c,,,,,k,k,n,n,p,,o,,h,v,g
f,s,,t,p,,,,w,e,,,s,,,p,,o,p,k,,
,y,n,,s,f,,,b,,?,k,s,p,,p,,o,,w,,
k,,n,,s,,c,n,b,,?,k,,p,p,p,,,e,,v,p
,f,g,,n,,,,,t,,,,,,p,w,,,k,y,d
,,,,,f,c,b,,t,b,,s,w,p,p,w,o,,,,d
f,y,,,f,f,,,g,e,,k,k,,,,,o,l,,,
k,,p,,n,,c,b,,,,,s,w,,p,w,,,,,
x,,n,f,,,,n,b,t,?,k,,,,,w,,,,,p
k,,e,,f,f,,,b,t,?,k,k,p,,p,w,,e,,v,p
f,,,,,,,,,,?,s,,,,,w,o,,w,,d
k,,,t,,f,c,b,w,e,,,s,e,w,p,,,e,,c,
x,,,t,,,c,b,w,t,b,s,s,w,w,,,o,p,,v,u
x,f,y,,,f,c,b,,,,k,k,,n,,w,,l,h,y,
f,y,,,f,,,b,,e,b,,,,,p,w,o,,h,v,d
x,,c,f,,f,,,w,e,b,s,,,n,p,w,o,e,,,l
,,,t,p,,,n,w,,e,s,,w,,p,,o,,,,
,,,,f,,c,,p,,,k,k,n,b,p,,,l,,v,p
,,,f,f,f,c,,,,,,k,p,n,,w,o,l,,y,
b,,,f,,f,,b,p,e,?,,,,w,p,,,,,s,
,s,,t,f,f,,b,,,,s,,w,w,p,,o,,h,,
f,,,,y,,,n,,,,k,,w,,,,,e,w,,
f,,g,f,f,,,,p,e,b,k,k,,,,w,o,,,y,
k,,e,,,f,,,,t,?,k,k,p,,p,,o,e,w,v,
x,,g,f,f,,c,b,h,,b,,,n,b,,w,,,h,,
,,e,t,,,,,w,t,,s,,,p,p,w,,,k,,d
,,n,,,f,c,n,b,,,,,p,p,p,w,o,e,,,l
,,n,f,n,,,,,e,?,,,o,,p,,,,n,c,l
,f,g,f,n,,w,,p,,?,,k,w,w,,,,p,w,s,g
,,,f,,,,,b,,?,,s,,w,p,,,,,v,l
x,s,n,,p,,,,w,e,e,,,w,w,,,o,p,,,u
,s,,,n,,,b,n,,?,,,o,,p,,o,p,n,v,
,,,,f,,c,,b,t,,s,k,,,p,w,,e,w,v,d
,,,,,f,,,k,e,,s,s,w,w,p,,o,p,k,s,m
,,e,,f,f,c,,b,,,k,,w,p,p,,o,e,w,v,p
k,s,,,y,,c,,,,?,s,,,,,w,,,,v,l
,,g,f,,f,,b,,e,,,k,p,,p,w,o,l,,,d
,,,f,f,f,c,b,,,,k,,,n,,w,,,h,v,
,y,,f,s,,c,n,,t,,k,k,w,,p,,o,,,v,l
,,g,,,,,b,n,t,b,s,s,,,,,o,,,v,d
b,,w,,l,,,b,,e,c,s,s,,,,,o,,k,,
,,,t,,f,,,k,,,s,s,w,,,,,,,v,g
,f,e,,,,,,n,t,b,s,s,,,,w,,,,y,d
x,y,,,n,,,,,,,,s,,g,p,w,o,p,k,y,d
,s,n,f,s,,c,n,,t,?,k,,,w,,w,o,e,,,
,f,y,f,,f,,,,e,,k,k,,n,p,,,,,y,
x,,n,,,,c,n,,t,?,s,,,w,,w,,,w,v,d
f,,e,t,,f,c,,w,e,,,,,w,p,,,,w,c,
,f,y,,f,,,b,,,,,,p,p,,,,l,,y,d
,,g,t,n,f,c,b,,t,,s,s,w,,,,,p,k,,d
k,,,f,f,f,c,n,,t,,,,,,p,,o,e,,v,
x,,,t,n,f,c,,u,t,,,s,,w,p,,o,p,,,d
f,y,,t,n,,c,b,w,,,,,g,w,,,o,,,,d
,s,,f,n,f,,,h,t,e,s,s,w,,,,,,,a,g
,,n,f,y,f,,n,b,t,,s,s,w,p,,w,o,e,,,p
,,w,,,f,w,,,t,,f,,w,,,w,,e,k,a,
x,f,g,f,,f,c,,,e,,,k,n,p,p,,o,l,,,g
,f,g,,,f,,b,u,,,s,,,,,,,,n,,d
,,n,,s,,c,n,b,t,?,,s,,,p,,o,,,,
,,,,n,f,,,w,t,b,s,s,p,p,p,,,p,k,v,d
,f,n,f,,,w,b,h,t,e,f,,,w,p,,,e,,,g
b,y,b,,,f,,b,r,,b,s,s,,,p,,t,,,v,m
f,y,e,t,n,f,,b,,,,,,,p,p,w,o,p,n,,d
,,,t,n,f,,,p,,,s,,g,,,w,o,p,n,,d
,,,t,n,,,b,,t,,s,,w,g,,w,,,k,v,d
x,,g,,,f,,,,e,,,k,,p,,w,o,,h,,d
f,,e,,f,,,n,,t,?,,k,,p,p,,o,e,,v,
,y,,,n,f,,n,w,e,,f,,,n,p,,o,e,w,v,
,y,e,f,y,,c,,b,t,?,k,,p,p,,w,,e,w,v,d
f,,,t,n,f,,,,,,,,p,p,,,o,,k,y,
,,,t,l,f,,,n,,,,y,w,w,p,w,,,,s,p
f,,n,,,,c,b,p,,,s,,,w,,,o,p,,v,
,y,,,,,,,b,,?,k,,p,w,p,w,o,e,,,p
b,,,t,a,,,b,,e,c,s,,w,,,,o,p,n,,g
,,n,f,,a,,b,o,,,,s,,,,,o,p,y,v,l
,f,p,,,f,,,,,b,s,,,,,,o,,k,,d
f,y,,t,,f,c,b,,,,,,,w,p,,o,p,,v,d
,,p,,n,f,c,,,,?,s,,,,p,,,e,w,c,w
,y,,,,,c,,n,t,b,s,,,g,,w,o,,,,d
,s,w,,,f,w,n,p,,,,s,,,p,,o,p,n,,
x,s,,f,n,,,b,,,e,,s,,,p,,,,,s,
f,f,w,t,,f,w,n,w,t,b,,s,w,w,p,w,,p,,v,d
,s,,f,n,f,w,b,k,t,,f,s,,,p,w,,e,k,,g
,s,,,p,,,,,,,,,w,w,p,w,,p,k,,u
,,g,,f,f,,,h,,b,,,n,,,,o,l,,v,p
,,e,,f,,c,n,b,,,k,k,,w,,,,e,w,v,
,f,,,n,f,c,,,t,,,s,g,p,,w,o,p,k,,d
,s,n,,,,c,n,b,t,,k,k,,p,p,w,o,e,w,,p
x,,g,,,,,b,h,,,,k,,b,p,,,,h,,
,,,f,,,w,,,,,f,,,,p,,o,,,,g
,,,,,,,b,u,t,b,,,g,,,w,,,,,
,f,n,,,,,b,,t,,,,,,,,o,,n,,
x,,,,p,,c,n,,,,,s,,w,p,,o,,k,,
,,e,f,,f,,,,t,?,,k,,,p,w,,,w,,
f,,,,f,f,c,b,,e,,k,k,,,p,,,l,,,
,f,g,f,f,f,,,g,e,b,k,,,p,p,,,l,,y,g
,s,e,,,f,,,b,t,?,k,s,p,,p,,o,e,w,v,d
,,n,f,,,c,b,w,,,y,,,,p,w,t,,w,,d
x,y,n,,,,,b,,e,?,s,s,,w,,,t,e,w,c,
f,,,,,,c,,u,,,,s,,,p,w,o,,,,
,s,,,n,,,b,g,e,b,,s,w,w,p,w,t,,,,m
x,,e,f,,f,c,n,,t,?,,s,p,p,,w,o,,,v,
,,e,,n,f,,b,,,,s,s,,g,p,,,,,,d
x,f,,t,n,,,b,,t,,s,s,g,,,w,o,,n,v,
x,,,t,,,c,b,n,,,,,w,,p,,o,,,,
b,,,,,,w,b,p,e,?,k,,w,w,p,w,,p,,,g
,f,,t,,,,b,w,,b,,s,,g,p,,o,,k,v,
,s,n,f,,f,,,n,,,,,w,,p,,,e,,a,g
,,y,f,f,f,,b,h,,b,,,,p,,,,l,,v,
f,y,g,t,,,,,,t,b,s,,,p,p,,o,,n,v,
,,,t,,f,c,,u,,,,s,w,g,p,w,o,p,,y,d
x,,e,t,,f,,,,,,s,,g,,,w,o,p,n,y,
x,,,,,f,,b,w,,?,k,,,w,p,w,t,p,w,,
,,,f,,,,n,,t,?,,s,,,,,o,e,,,l
k,s,n,f,,,,n,,,,,,,,,,,,,,d
f,,g,,,f,c,b,u,,b,s,s,,g,p,,,p,,,d
,,e,f,f,,c,n,,,?,k,k,w,,,w,o,e,,,
f,s,n,,,f,c,,b,t,,k,,,,p,w,o,e,,v,
k,,,,n,f,,,,e,,,,w,w,,,,e,w,c,
,,,,,f,,,b,t,?,k,,,p,,w,o,,,v,p
f,,n,,f,f,,n,,,?,s,k,p,w,p,,o,e,w,v,
,y,,f,s,,,,b,t,?,k,s,p,,p,w,,,w,v,d
f,f,g,t,n,,c,b,,t,,,s,,,,w,o,p,n,v,
,s,,f,n,,,,g,,,,s,,,,,t,,w,s,
,f,,t,,f,c,,,,b,s,s,g,,p,w,o,p,,v,d
,y,,t,,f,c,,,,,,s,p,,,w,o,,n,,d
x,y,,t,n,,c,b,,e,,,,w,,,w,t,,,c,w
x,f,y,f,f,f,,b,,,b,k,k,,,p,w,o,,h,v,g
,f,,,,f,c,,w,t,b,s,,,g,p,,,,,,
,f,,t,,,,,,t,b,,s,g,w,p,w,o,,,y,
,f,,,,,,b,n,t,b,,,,,p,,o,p,n,,
,s,w,t,f,f,c,,p,t,,,,,w,,,,p,h,,g
,f,,,,f,,b,p,t,b,s,,,p,,,,p,n,v,
x,,w,t,,f,,n,w,,,s,s,,w,,w,,,,,
,,,f,c,,c,n,p,e,,,s,w,w,p,w,,,n,,
x,,,f,,,w,,p,,e,,,w,w,,,o,,,,
,f,,,,,,,,t,b,s,s,w,,,w,,,,y,d
x,y,g,,n,,,,,,,,s,w,,,,o,,,,d
,,g,f,,f,,,h,,,,,,,p,w,,e,n,,g
,y,,,l,f,,b,,,c,s,,,,,,o,p,k,,g
f,y,,,,,c,n,k,,e,s,s,w,w,,,,p,n,,g
b,,w,,,,c,b,,,,s,,w,,,,o,p,,,
,s,g,f,,,w,,,t,e,,s,,w,,,,e,n,a,g
,s,,f,,a,,b,y,,?,s,s,,,,n,,,,c,l
f,s,b,t,n,f,,,w,,,,,,,p,,,p,,v,g
f,s,g,,f,f,,b,,,b,,,,,,w,o,,,,g
,f,y,,,f,,,h,,b,k,k,,p,p,w,,l,,,p
,,n,f,f,f,c,,b,t,,k,,,w,p,,o,,,,d
,,,t,,,,b,,e,c,s,s,,w,,w,o,p,k,n,g
,s,,f,,f,c,n,b,,?,,,,p,,w,o,e,w,v,
,,,,n,,c,b,,t,,,s,,,,,,,,v,
f,s,,t,f,f,,b,h,,b,,,,w,,w,,p,h,,g
k,,,f,s,f,c,n,,,?,,k,,p,,,o,,w,,
x,f,,,,,,b,k,t,e,,,,w,p,,o,e,k,a,g
x,,,,,f,c,,,e,b,,,w,w,p,,,,k,v,
,f,,t,,f,c,b,,,b,s,,,,,,,,n,,
,,,t,n,,,b,,t,b,s,,g,g,,w,o,p,,y,
,,w,,,f,,,n,e,,,s,,,p,w,o,p,n,s,
,y,,,,,c,,h,,b,,,,n,,w,,,,y,
,,n,,,,,b,p,t,e,,,w,w,,,,,,a,
f,,e,,n,f,,,,,b,s,,,,p,w,,,k,v,d
,,e,,f,f,,,,t,?,k,,w,,,w,,e,,,l
f,y,g,t,,,c,,u,t,,s,s,g,,,,o,,,y,
f,,g,f,n,f,w,,,,,,,,,p,,,e,,,
,,,f,,,,,,t,,,,,,,,o,e,n,,
x,f,e,,,,,,,t,,,s,,p,,w,o,p,n,,d
,,n,,,f,w,,p,,,,s,w,w,,,,,n,s,g
x,f,,,n,f,c,,u,t,b,,,,w,,,,,,v,d
f,f,y,,f,f,,,,,,k,k,,n,p,w,o,l,h,,
x,y,,,y,f,,,,,,k,k,p,,p,w,o,e,w,,p
f,s,g,t,f,,,,h,t,,s,,,w,p,,,p,h,,g
,y,,f,f,,c,n,,t,,,s,p,,p,w,,e,,v,p
,y,,t,n,f,c,b,,,,s,s,g,w,,w,o,p,,y,
,f,g,,,,,b,g,,,k,k,,,p,w,,l,,,
,,g,,f,,,,,,,,k,,b,p,,o,,,y,g
b,,,,l,f,c,,n,,,s,,,,p,,,p,,s,
,,,t,n,f,,b,w,t,b,s,s,,,,w,,p,n,y,
,f,n,,,f,c,b,,t,,,s,w,w,,,,,,v,
,,g,t,n,,,b,n,t,b,,,,,,,,p,k,,d
x,y,g,t,,,c,,w,,b,,,g,w,p,w,o,p,,v,
f,f,y,t,l,,w,n,p,t,b,,s,,w,p,w,,p,,,
x,y,n,,,f,c,n,b,t,?,s,,,,,,o,,,,
,,,,,,,,o,e,,s,s,o,,p,o,o,p,y,,l
,y,,,,,c,b,,e,,k,k,,p,,,o,,,,
,,e,t,,,,b,n,t,b,s,s,,p,,w,o,p,n,,
,y,n,,l,f,,b,,e,r,s,,,w,p,w,o,p,n,y,
,,g,t,n,,c,,,,b,s,s,w,w,,,o,p,,,d
,s,n,f,s,,,n,b,,,k,k,p,,p,,o,e,w,v,
,s,,,f,,c,,,t,b,,f,,,,,o,p,h,,g
b,,y,,l,,c,,k,e,,,,w,,,w,o,p,,n,g
,,,,n,f,c,b,,e,b,s,s,,w,p,w,t,,,,g
,,w,,,f,w,,p,,?,k,,,,,w,,p,w,s,
k,y,n,f,f,,,,b,t,,,,,p,,w,o,,w,,
x,,,t,,f,c,b,k,e,c,s,s,w,,,,,,,,m
,,e,t,n,,,,n,t,b,,s,,w,p,,o,p,n,,d
,,w,,f,f,,,,t,,s,s,,w,,,,p,h,v,
f,s,,t,,f,,,h,,b,,f,,,,,o,,h,v,
,,,,n,,w,b,,,,,k,,,p,w,t,,w,,g
,y,e,,n,,,b,u,t,,s,,w,,,,o,,n,v,d
,y,g,t,,f,c,,w,t,,s,s,,g,p,,o,,,,
,,b,,,f,c,,,e,,s,,w,e,p,,,e,,c,w
x,f,w,f,,,c,,g,e,,s,,,w,,,,,,,d
k,y,,,y,,,,,,,s,,,p,p,,,e,,,d
f,,,,n,,c,b,p,t,,,,,g,,,,p,n,,
x,s,,,,,c,,,t,,,f,w,w,,,,,h,,
x,,,t,,,,b,,,,s,,p,,,w,o,p,n,,d
b,s,w,t,,f,,b,n,e,c,,s,w,w,,,o,p,k,n,
,s,,f,n,f,,b,,t,e,,,,w,p,,,e,k,a,
,,,f,,f,c,n,b,,,,s,,p,,w,,,,v,d
,,,,y,,c,n,b,t,,s,,,p,p,w,o,,,v,
,,e,f,y,,c,,b,,,,k,p,,p,,o,,,v,p
f,,g,f,,,c,,p,,,k,k,,b,,,o,l,h,,
f,y,,,,f,c,n,,t,?,s,s,w,w,p,w,,,,v,
f,f,,f,,f,,b,,,e,,,w,w,,,o,,,s,g
f,f,n,f,n,,,,,t,,f,s,,,p,w,o,,k,s,g
,y,g,,n,f,,,,t,,s,s,,,p,w,o,p,,,
,,g,,,f,c,,p,,b,,k,p,n,,,,,h,y,p
,s,,f,,,w,,g,e,?,s,k,,w,p,w,t,,w,s,g
,,,f,y,f,c,,,,?,k,k,,p,p,,,e,w,,d
x,,,,n,f,,b,w,t,b,,s,,p,p,,,,n,,
,,,,,f,w,,,t,,s,f,w,,p,,,,,a,
,,w,f,n,,w,,,e,,,,w,,p,w,,,w,,
,s,e,f,,f,,,b,t,?,,,,w,,,,,w,v,
,,,,,,,b,w,t,,,s,g,,p,,,p,,v,
,,e,,,f,c,n,b,,,,k,,,,w,o,e,,v,
,,w,,p,,,n,w,,,s,s,w,,,w,o,p,k,s,u
,y,y,t,l,f,c,b,k,,c,,,,,p,w,o,p,n,s,m
x,,n,f,n,,,,h,t,e,,f,w,,,w,o,,,,g
f,,y,,f,,,b,,,,,,,n,,,,l,,,
f,,e,,s,f,,,b,,,,s,w,,,,,,,,
,s,,f,n,,w,,n,t,e,,,w,w,p,,o,,n,,
,,,,,,c,b,,,,s,,,w,,,,p,,,d
x,,,,,f,,,n,t,e,s,,w,,,w,o,e,n,,g
,s,,,,,,b,,e,?,s,s,,o,p,,,p,,c,l
,y,n,t,,f,,b,,,r,s,,w,w,p,,,,n,,
,,e,,s,f,c,n,b,,?,k,k,,p,p,w,,e,,v,l
x,,,t,n,,c,b,w,t,,s,s,,p,p,w,o,,k,y,d
,,,,f,,,,,e,,,k,b,,p,,,,h,,
x,f,w,f,,,w,,n,t,,f,,w,w,p,w,o,,n,,g
,y,e,,n,,,b,,t,,s,s,,w,,,,,,y,
,y,,f,,f,,n,,t,,s,,,w,p,w,,e,w,v,l
x,f,g,f,,f,w,b,,,e,,,w,,p,w,o,e,k,a,
f,f,y,f,f,f,,,,e,b,k,k,b,,,w,,,,,
,s,n,f,,,w,,,,,,f,,,p,w,o,,k,,
,s,,,n,,,,,,,,s,w,w,,w,,e,,a,
f,,,f,,,w,b,n,,,,,w,w,,w,,e,n,s,g
,,,,,,,,,,b,,k,,b,p,,,l,h,,
x,f,p,f,c,,,n,,e,,,s,w,w,p,,o,p,k,,d
,,,f,,f,c,,b,t,,k,,,p,p,,,e,w,v,
f,,,,,,c,,,e,?,s,,o,,p,n,,p,y,v,l
,f,g,f,,,c,b,,e,,k,k,n,p,p,,,l,,y,
f,y,n,f,,,,,,,,,,,,p,,,e,,,
,,g,f,f,f,c,b,,e,,k,k,,b,p,w,o,l,h,y,d
f,y,g,,,f,c,,,,b,k,k,p,,p,,,l,,,p
,,,t,,f,,b,,,,s,,w,w,,,o,p,k,n,
x,s,n,,,f,w,,p,,,s,s,,w,p,w,,e,n,a,g
,y,,f,m,a,c,,y,,c,,,,c,p,w,,n,w,c,d
x,f,n,,,f,,b,p,t,,,s,,,,,,,n,,
x,y,,,,,,,b,t,?,s,,w,w,p,,o,e,w,v,l
,,n,,,f,,n,,,,k,s,,w,,,,e,w,v,l
f,,r,,,f,c,,,,,,f,,,p,w,,,h,,d
k,,n,f,,,c,,b,t,?,s,k,,,,,o,e,w,,
,y,,,,,c,n,b,t,,,k,,w,p,,,e,w,v,
,y,e,f,y,,c,n,b,,?,,,w,w,p,w,o,e,,v,
x,y,g,,,f,c,b,w,t,,,,,,p,,,,,y,
x,y,,t,,f,c,b,,,c,s,s,w,,,w,o,,n,s,m
,,g,f,f,,c,b,h,e,b,,k,,,p,w,,l,h,y,g
,s,w,t,f,,c,,p,t,b,s,,,w,,,,,h,,
,s,,f,,f,,n,b,,,,,,p,p,,,,w,,
,f,y,,,f,,,,e,,,,,b,,,o,,h,y,
,s,,f,,f,c,,b,,?,s,s,w,p,,,o,,,,l
f,,,,,f,,b,,t,,,s,,,p,,,p,k,,
f,,b,,f,,,,,t,b,s,,w,w,p,w,o,,h,s,
x,,,,n,,,b,n,t,,,,,p,,w,,,n,y,
x,y,y,t,l,f,,b,,e,r,,y,w,,p,,,p,k,,g
x,,y,t,,,,,,t,b,s,s,,w,,,,,,,
x,y,,,,,c,n,,,,,,,w,p,w,o,e,,,
,,w,t,,,c,n,,e,e,,s,,w,,,o,p,k,s,
,s,,t,f,,,,w,t,,,s,,,p,w,o,,h,s,
,,,t,,f,c,,,t,b,,f,,,,,o,,h,s,g
x,s,y,t,l,,c,,g,,c,,,w,w,,,,,k,,g
x,,,t,a,,c,,,e,,s,,w,,p,w,,,k,n,
,,y,,,,,n,,,,,y,,n,,,,,,v,
,s,w,,n,,w,b,,t,,s,f,,,,,,,,,
x,,,,n,,c,b,,t,,,,,,,w,o,p,,,d
,,g,,f,f,,,,e,b,k,k,b,,p,w,o,,,y,
,f,g,f,n,f,w,b,n,t,,f,,,w,p,,o,,n,,g
x,,e,t,n,,c,b,,,b,,s,,p,p,,o,,,y,d
,s,w,t,,f,c,,w,e,c,s,,w,w,p,w,,,,n,m
k,,,,s,f,,,b,,,,k,p,w,,,o,e,,,p
b,y,,t,,,c,b,,,,s,s,w,,,,o,,n,n,g
x,y,,,n,f,,,,,,,,,,p,,,,k,v,
,y,,,n,,c,,,,,,,,p,,w,o,p,n,,
k,y,n,f,y,f,,,b,t,?,,k,,w,p,,o,e,w,v,d
f,,g,t,,f,c,,n,,,s,s,g,,p,w,,,n,y,d
f,,,t,,,,,,t,b,,s,g,w,p,w,o,,,,d
x,,g,,,f,w,,g,e,,s,s,w,w,p,,,p,k,v,
x,,,t,,f,c,b,n,,b,,s,,,,,,p,n,,
,,e,,s,,,,b,t,,,s,w,w,p,,,,,,
,s,p,t,n,f,,,,,,s,s,e,w,p,,t,e,,,w
,f,n,,,,,b,n,,e,s,f,w,w,p,,,,k,a,
k,,n,f,s,,c,,b,,,,k,,,p,,,e,,,d
x,,e,t,n,,,,u,,,,s,,g,p,,,,n,,
x,,g,t,n,,c,,,,b,s,,w,,,,o,,,v,
,s,n,f,y,,,,,,?,s,s,p,p,,,o,,w,v,p
,,,,,,c,,k,e,,s,,w,,,w,o,,n,s,g
,f,,,n,f,,b,u,,b,s,,,,p,w,,,,v,
f,y,e,t,,f,c,b,u,t,,,,p,,,,,p,,,d
,y,n,,,f,c,,b,,,k,s,p,p,p,,,,w,v,
,,,f,s,,,n,,t,,s,,,p,,,o,,w,,
x,y,,,,f,,b,u,t,b,,s,g,,p,w,,p,k,y,
,,,t,p,,,n,n,,,s,,,,p,w,,,n,,g
,y,,t,n,f,c,,w,t,b,s,,p,p,p,,,,k,y,d
,f,,,n,f,w,b,,t,,,f,,,p,w,,e,k,s,g
,y,,,n,f,,,w,,b,,s,,n,p,w,o,,,v,l
x,,e,t,n,f,c,b,,t,b,s,,p,w,,,,,k,y,
f,,w,t,,f,,,g,,,s,,,,,,t,p,r,,
k,,,,,,c,,b,,,,,,w,,,o,e,w,,
x,,,t,,f,c,,,t,b,,,g,,p,w,,,,,d
k,y,,,,,,,b,t,?,,k,w,,,,,,w,,l
f,,e,f,,f,,,,t,,s,,,w,,w,,,w,v,p
f,,,,f,f,,b,,,,k,,b,b,,,,l,h,v,
,,y,,,f,c,b,g,e,b,,,,,,,o,l,h,y,
f,,,,,f,c,,,t,,,s,w,w,p,,,,w,v,
x,,,f,n,,,b,,,e,,,,,p,w,o,,,,g
,y,,f,,,,,g,,,,k,n,p,p,,,l,,,p
f,y,,f,y,,,,b,,?,,,,,p,,,e,,v,
,f,n,,,f,c,,,t,b,,s,p,p,p,w,o,,n,y,
b,s,w,t,a,f,,,g,e,,,s,w,w,,,o,p,n,n,m
k,,g,f,n,f,w,b,p,e,?,,,w,w,,,t,,,n,
x,,y,,,,,,,,r,,,,,,,o,,,,
x,,w,,l,f,c,b,,,,s,s,w,,,,,p,,s,
,,n,,,f,w,b,h,,,,f,w,w,p,,o,,,a,g
,,n,f,y,,,,,t,,s,k,w,,,,o,,,,
x,y,g,,,,c,,,,b,,s,w,,p,w,,,k,,d
,,e,t,,,c,,n,t,,s,s,g,,,w,o,p,k,,d
,y,e,f,,,c,n,,t,,s,s,w,,p,w,,e,w,,l
x,y,,,f,,,,p,,,k,k,,,,,,,h,y,d
x,s,w,,n,f,w,b,n,t,e,s,,,w,,,,,k,,
,y,n,f,y,f,,n,,t,?,s,,p,,p,,o,,w,v,
x,s,,t,f,f,,b,h,,b,,f,,w,,,,,,,
x,,n,t,n,,c,,,t,,,s,g,p,,w,,,,,d
x,,n,t,,,,,n,t,b,s,s,p,g,,w,o,,,v,d
,y,,f,,f,c,b,,e,c,,y,c,,,,n,n,,c,
k,s,,f,,f,,n,b,t,?,s,,,,p,,,,,,
,,y,t,l,f,,,k,e,c,,s,w,,p,,o,p,,n,
,,,f,f,f,,,,e,b,k,k,,,,w,,l,,,
,,,,,f,,,w,t,,f,,w,w,,,,p,,v,
,,,,,f,,,,t,?,,,,,,,o,e,,v,p
f,,,,,f,c,,u,t,,,s,,w,p,,o,,,y,
,f,,f,n,,w,,p,e,?,,,,w,p,,,p,,,
,,n,f,y,f,c,,,,,,,w,w,p,w,,,w,v,d
,,,f,y,,,,,t,?,s,s,,p,p,,,e,,,
,,g,t,,f,c,b,u,,b,,s,w,,,,o,p,k,,d
k,s,n,,,,,,b,,,,k,w,p,p,w,o,e,w,v,d
,y,y,,f,,,,h,,,k,,b,b,,,o,,,y,
f,y,,,,,,n,b,t,?,s,s,,,,w,o,,,v,p
x,f,,,c,,,n,g,e,b,,s,w,w,,,o,p,n,,d
f,f,n,,n,,w,,,,,f,,,,,,o,,n,,
,,,,l,,c,,,e,,s,,,,,,,,,,m
,y,c,,,f,w,,,,,,s,,n,,w,,e,w,,l
c,,,t,,,w,,w,e,,,,,,,,,p,w,c,l
,y,,,,f,c,,p,,b,,k,p,b,p,,,,,v,d
,y,,,f,f,c,b,,,b,,,,p,p,w,,l,h,,g
,y,e,,f,f,,n,,t,,k,,,,,w,,e,,v,
,f,y,,f,f,,,,e,,k,,,,,,o,l,,y,d
,,,f,,,c,n,b,,?,,k,,w,,w,,e,w,v,d
,,y,t,a,f,,,w,e,,s,s,w,,,,o,p,,n,g
,y,e,t,n,,,,,,b,s,s,,g,,,,,,,d
x,y,,,n,f,,,,,b,,s,,,p,w,,,,v,
f,,y,f,,f,,b,h,,b,,k,,p,,,o,,h,,
x,f,,,,f,c,,g,e,,k,k,p,p,,,o,l,,y,
,,y,t,,,c,b,w,,c,,,,,,w,o,p,n,s,
,f,,f,f,f,c,,,e,,,,b,n,p,,o,l,,,
b,,y,,a,f,,,,,,s,,,,p,,o,,,,m
,,n,f,n,,,b,,t,,,s,,,p,w,,,,s,
,s,y,t,,,,n,w,,b,,,w,w,,w,,,n,v,d
,,,,f,f,,,g,e,,k,k,,p,,w,o,,h,,d
f,,,,,,c,b,,,b,s,,,,p,,,p,,v,g
x,,n,,,,,b,,,e,s,f,,,,w,,e,,a,
k,y,n,f,y,,,,b,t,,,,w,,,,,e,w,v,l
,f,,f,f,,c,b,,e,b,k,,n,p,p,,,l,h,,
,f,,f,,,,,k,t,,f,f,,w,p,,,e,k,s,
b,,p,t,n,f,,b,,e,,,,,,,,t,p,r,,m
,y,e,,,,c,,,,?,,s,,,,w,o,e,,,
,,n,,,,c,n,b,t,,,k,,,p,,,e,w,v,
f,f,y,f,f,,,,g,e,,k,,,,p,,,l,h,,p
,,y,f,,f,,b,p,e,b,,k,,,,,,,h,,g
,,g,,,f,,,,,b,,f,,,,w,,p,,,u
,,g,,,,c,b,,,b,s,s,,g,,w,,,n,y,
,f,y,,,f,,b,g,,b,k,k,,b,p,,o,l,h,v,g
,s,e,,s,,c,n,,t,?,k,k,,w,p,w,,,,,l
x,s,,,n,f,c,,,e,,,,,,,w,t,e,w,,
,,,,,f,c,,,t,,s,s,,w,p,,,,,,
x,,,,,,,b,,t,b,,s,w,p,p,,o,p,,,d
,,,t,f,f,c,b,,t,b,f,,w,,p,w,o,,h,s,g
,,n,f,,a,c,,n,,?,s,s,,,,o,o,,y,v,
x,y,g,t,n,,c,,,t,,,,,,,w,o,,,v,d
x,,w,,n,,,b,,e,,,s,w,w,,w,t,p,w,,
x,y,,f,y,,c,,,t,?,s,s,,p,p,,,e,,v,
x,f,,f,n,f,,b,h,t,,,f,w,,,w,,,,,g
k,y,p,,,f,c,,,,,,s,w,e,,w,,e,w,,w
f,f,n,t,,,c,b,n,,b,,s,p,p,,,o,,n,,
,s,n,f,,f,,,b,,?,k,s,,,p,,,e,,v,
,f,,,n,,,,,t,b,,s,g,p,p,,,p,,,
x,,,,n,f,,,,,,s,,p,p,,,o,,,,
x,s,,t,p,f,,n,,,e,,,w,,,,o,p,,s,
f,,,,f,,c,n,,,?,,,w,,p,,o,,,v,d
f,,,,f,,,n,b,,?,s,s,w,p,,,,,w,,d
