cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
b,,y,f,n,f,c,n,w,,?,k,,w,n,p,w,o,e,w,v,d
k,f,w,f,n,f,w,b,,e,?,s,s,w,,p,w,t,,w,,g
x,s,w,t,p,f,c,n,,e,e,s,s,w,w,p,w,o,p,n,v,u
f,f,,f,f,f,c,b,p,,,k,k,p,p,p,w,o,l,h,y,d
x,y,e,f,s,f,c,n,b,,?,k,s,w,w,p,w,o,e,w,v,p
f,s,n,f,n,f,,,p,t,e,s,f,w,w,p,w,o,e,n,s,g
f,,y,f,f,f,,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
f,y,,f,,f,c,,w,e,?,s,f,w,w,p,w,o,f,h,,d
f,y,,,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
k,f,w,f,n,f,w,b,w,e,?,k,,,,p,w,t,,w,n,g
b,y,y,t,a,f,c,b,n,e,c,s,,w,w,p,w,o,p,,s,g
,y,y,f,f,f,c,b,g,e,,,k,p,n,p,,o,l,h,v,d
f,y,n,t,p,f,c,n,p,e,e,,s,w,w,p,w,o,p,k,s,u
f,f,g,t,n,f,c,,w,t,b,s,,g,p,,w,o,p,n,v,d
f,f,n,t,,f,c,b,p,t,b,s,s,w,,p,w,o,p,k,v,d
,s,y,t,a,f,c,b,k,,c,s,,w,w,,w,o,,k,s,g
f,s,e,f,f,f,,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
x,s,n,f,n,,c,,y,e,?,,s,o,o,p,n,o,p,y,v,l
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,,v,d
f,y,n,t,n,f,,b,,t,,s,s,w,,p,,o,p,n,v,d
x,f,,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,,d
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
x,y,,t,a,,,b,k,,c,s,s,w,w,p,w,o,p,k,s,m
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
x,f,g,f,n,f,w,,k,t,e,f,s,,w,p,w,o,e,k,a,g
x,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,,d
,,g,t,n,f,c,,p,,b,,s,p,w,p,w,o,p,n,v,
f,,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
x,y,w,t,,,,b,,e,c,s,s,w,w,p,w,o,p,k,s,g
k,,,f,s,f,,n,b,t,?,,k,w,w,p,w,o,e,w,v,d
x,,g,t,n,f,c,b,w,,b,s,s,g,w,p,w,o,,k,,
f,y,g,,,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
x,y,n,,n,f,,b,p,t,b,s,s,g,p,p,w,o,p,,v,d
x,f,g,f,f,f,c,b,p,e,b,k,k,,n,p,,o,l,h,v,p
f,y,g,t,n,f,c,b,u,t,b,s,s,g,,p,w,o,p,k,v,d
x,s,p,,c,f,w,n,n,e,b,s,s,,w,p,w,o,p,n,s,d
x,y,g,t,n,,c,,w,t,b,s,s,g,g,p,w,o,p,k,y,d
k,y,e,t,n,,c,b,e,e,?,s,s,,w,p,w,t,e,w,,w
x,y,g,f,f,f,c,b,p,e,b,,k,n,b,p,w,o,l,h,y,p
f,f,n,,,f,c,b,p,t,b,s,s,,w,p,w,o,p,n,v,d
f,f,g,t,n,f,c,b,n,,b,s,s,p,p,p,w,o,p,k,y,d
,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
f,y,,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,,y,p
x,f,g,t,n,,c,b,w,,b,s,s,w,,p,w,o,p,n,v,d
f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
k,s,e,f,,f,,n,b,t,?,k,s,w,,p,w,o,e,w,v,l
x,s,,f,n,f,w,b,w,e,?,,s,w,w,p,w,t,p,w,n,g
x,y,e,f,f,f,c,n,b,t,?,,k,w,w,p,w,o,e,w,v,p
k,s,g,f,,f,,b,w,e,?,k,k,w,w,p,,t,p,w,n,g
f,f,y,f,f,f,c,b,g,e,,k,k,n,n,p,w,o,l,h,v,d
,s,w,t,n,,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
f,s,,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,,g
k,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
k,f,g,f,n,f,,b,g,e,?,s,,w,w,p,,t,p,,s,g
f,s,e,f,s,f,c,n,,t,?,k,s,w,p,p,w,o,e,w,v,l
f,s,n,,p,f,c,n,w,e,e,s,s,,w,,w,o,p,n,s,u
f,y,n,,y,f,c,n,b,t,?,k,k,,p,p,w,o,e,w,v,l
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
,y,,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
f,s,g,t,f,f,c,,p,t,b,,f,w,w,p,w,o,p,,v,g
k,s,n,f,y,f,c,n,b,t,?,,s,w,w,,w,o,,w,v,l
x,s,w,t,f,,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g
f,f,g,f,f,,c,b,g,e,b,k,k,n,n,p,w,o,,,y,g
f,y,n,f,,f,c,,b,t,?,s,k,w,p,p,w,o,,w,v,
x,f,e,,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,
s,f,g,f,n,f,c,n,,e,e,s,s,,w,p,w,o,p,n,v,u
x,f,,f,f,f,c,b,,e,b,k,k,,b,p,w,o,l,h,y,p
f,s,w,f,n,f,w,b,h,t,,s,s,w,w,p,w,o,e,n,a,g
x,f,g,f,f,f,c,,,e,b,k,k,,p,p,w,,l,h,y,p
x,s,g,f,n,f,w,b,k,t,e,,s,w,w,p,,o,e,k,,g
x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,
f,y,n,t,n,f,c,b,,t,b,s,s,g,w,p,w,o,p,n,,d
x,f,y,,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
x,s,w,f,c,f,w,n,g,e,b,,s,w,w,p,w,o,p,n,,d
x,f,g,t,n,f,c,,n,t,b,s,s,p,p,p,w,o,p,n,v,d
f,f,g,f,n,f,,b,h,,e,f,s,w,,p,w,o,e,k,a,g
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,,v,d
x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,,v,d
f,s,n,,y,f,c,n,b,t,?,s,k,w,,p,w,o,e,w,v,p
x,f,g,f,n,f,w,b,,t,e,s,,,w,p,,,e,n,s,
b,s,y,t,a,f,c,b,n,e,,s,s,w,w,p,w,o,,k,s,m
f,y,u,f,,f,,n,u,e,?,s,f,w,w,p,,o,f,h,,d
,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
x,y,w,t,a,f,c,,k,e,c,,s,w,w,p,w,o,p,n,s,g
f,y,b,t,,f,c,,w,e,?,s,s,w,e,p,w,t,e,,c,w
f,f,g,f,,f,c,b,h,e,b,k,k,n,p,p,w,o,,h,v,g
x,y,y,f,f,f,,b,p,e,b,k,k,n,n,p,w,,l,h,v,p
x,f,e,t,n,f,c,b,n,t,,s,s,w,g,p,w,o,p,k,v,d
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,,o,,n,,
f,y,y,f,f,f,c,b,h,e,b,k,,p,n,p,w,o,l,h,v,g
k,y,n,f,m,f,c,,y,e,c,k,y,c,c,p,w,n,n,w,c,d
f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u
f,s,,,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
k,s,g,f,n,f,w,b,g,e,?,,k,w,w,p,w,t,p,w,s,
,f,g,f,f,f,c,b,h,e,b,k,,p,p,p,w,o,l,h,y,
f,y,e,t,n,f,c,b,n,t,b,s,s,,w,p,w,o,,n,v,d
x,y,n,t,p,f,c,n,n,e,e,s,s,,w,p,w,o,p,n,v,u
x,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
x,y,g,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,d
k,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,,g
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,,e,w,v,l
,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,,h,y,p
b,s,w,f,,,w,b,g,e,,k,,,w,p,w,t,p,w,n,g
f,y,g,f,f,f,c,,,e,b,k,,n,b,p,w,o,l,h,y,g
x,y,n,t,,f,c,b,p,,r,s,y,w,w,,w,o,p,k,y,g
f,y,,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
f,y,e,t,n,f,,b,n,t,b,,s,p,g,,w,,p,k,y,
x,y,,f,s,f,c,n,,,?,s,s,p,w,p,w,o,e,w,v,l
x,s,n,f,s,f,c,n,,t,?,k,,p,p,p,w,o,e,w,,d
x,s,w,t,p,f,c,n,k,e,,s,s,w,w,p,w,o,p,k,,u
x,y,e,f,y,,c,,b,t,?,s,s,p,w,p,w,o,e,,v,d
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,,l,h,y,g
x,f,g,f,f,f,c,,p,e,b,k,k,p,b,p,w,o,l,h,y,g
,s,e,f,f,f,c,n,b,,?,k,s,p,,p,w,o,e,w,,p
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,,o,e,n,a,g
x,s,n,f,n,f,w,b,n,,e,,s,w,,p,w,o,e,k,s,g
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,,w,o,l,h,y,g
x,f,y,f,,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
f,,e,,,f,c,b,w,,b,s,s,w,w,p,w,,p,,y,d
f,y,n,t,n,f,c,b,,t,,s,s,,p,p,w,o,,k,,d
f,y,n,f,y,f,c,n,b,t,?,,k,p,p,p,w,o,e,w,v,p
k,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
f,f,e,t,n,,c,b,n,t,b,s,s,g,g,p,,,p,n,v,d
x,f,e,t,n,f,c,b,p,t,b,s,s,g,,p,w,o,p,n,,d
k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
x,y,,f,f,,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
f,,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
x,s,g,f,c,f,,n,u,e,b,s,s,w,w,,w,o,p,,s,d
x,s,b,t,f,f,c,b,w,t,b,f,f,w,,p,w,o,p,h,v,g
b,y,y,t,a,f,,b,g,e,c,s,,w,w,,w,o,p,n,s,
k,s,n,f,f,f,c,n,b,t,?,s,k,,p,p,w,o,e,w,v,d
f,y,,t,n,f,,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
k,y,n,f,f,f,c,n,b,t,?,,s,p,p,p,,o,e,w,v,d
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,,w,o,,h,v,p
x,,,f,n,f,w,b,p,e,?,k,s,w,,p,,t,p,w,s,g
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,,p,k,y,d
f,,e,,n,f,c,b,w,t,b,s,,g,p,p,,o,,n,v,d
x,y,,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,
x,y,g,f,f,f,c,,g,,,k,k,p,p,,,o,l,,y,d
f,s,y,t,l,f,w,n,w,t,b,s,s,,w,p,w,,p,n,v,d
b,s,y,t,l,f,c,b,n,e,c,,,w,w,,w,o,p,k,,g
,s,e,f,s,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,,l
f,f,n,t,n,f,c,b,n,,b,,s,w,g,p,w,o,,k,y,d
x,y,y,t,l,f,,b,n,e,c,s,s,w,w,p,w,o,,,n,g
f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
x,s,,,n,f,,b,k,t,e,f,f,w,,p,w,o,e,k,s,g
,s,e,f,,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
x,y,,f,f,f,c,b,h,e,b,k,k,,n,p,w,o,l,h,y,g
k,y,p,t,n,f,c,b,w,e,?,,s,e,e,p,w,t,e,w,,w
b,y,y,,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,
f,y,y,f,f,f,c,b,g,e,b,k,,b,p,p,w,o,l,,,d
b,y,w,t,a,f,c,b,n,e,c,s,,w,w,p,w,,p,k,n,g
x,y,g,,f,f,c,b,,e,b,k,k,b,b,p,w,,l,h,y,g
f,y,g,f,,f,c,b,p,e,b,k,k,n,n,p,,o,l,,v,d
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
x,f,,f,,f,,,,e,b,k,k,n,n,p,w,,l,h,v,p
x,,y,f,f,f,c,b,p,,b,k,k,p,p,p,w,o,l,h,v,
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,,g
k,y,,f,,f,c,n,,,,k,s,p,w,p,w,o,e,w,v,p
k,y,n,f,s,f,c,n,b,t,?,k,k,p,,p,w,,e,w,v,p
f,f,g,t,n,f,c,b,p,,b,s,s,,g,p,w,o,p,,y,d
x,f,e,t,,f,c,b,u,t,b,s,,w,p,p,w,o,p,k,y,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,,o,l,h,v,d
k,,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
x,s,n,f,y,f,c,n,,t,,k,k,w,p,p,w,o,e,w,v,p
k,s,e,f,f,f,c,n,b,t,?,,k,p,p,p,,o,e,w,,p
f,s,e,f,s,f,c,n,b,,?,s,s,w,w,,w,,e,w,v,d
k,y,,t,,f,c,b,w,e,?,,,e,w,p,,t,e,w,c,w
x,s,b,t,f,f,c,b,w,t,b,,s,w,w,p,w,o,p,h,v,u
x,,,f,f,,,b,g,e,b,,k,p,n,p,w,o,l,,y,p
f,y,g,f,f,f,c,,p,e,b,k,,b,p,p,w,o,l,h,v,d
,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l
f,,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
x,y,g,f,f,f,c,b,p,e,,k,,n,b,p,w,o,l,h,v,p
x,,y,f,,f,c,b,p,e,b,k,k,p,n,p,,o,l,h,y,d
b,f,g,f,n,f,w,b,p,,?,s,k,w,w,p,w,t,p,w,s,g
f,s,w,t,f,f,c,,p,t,b,s,s,w,w,,w,o,p,h,s,g
f,s,e,f,y,f,c,n,b,,?,k,s,w,w,p,w,o,e,w,v,l
f,f,g,f,f,,c,b,p,e,,k,k,p,p,p,w,o,l,h,y,d
k,y,e,f,s,,c,n,b,t,?,k,k,p,,p,w,o,e,w,v,d
x,y,g,f,f,f,c,b,h,e,b,,k,n,b,p,w,o,l,h,y,d
f,f,,t,n,f,c,b,w,,b,s,s,w,p,p,w,o,p,k,y,d
f,y,,f,s,f,,n,b,t,?,k,k,p,p,p,,o,e,w,v,l
k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l
b,,g,f,n,f,w,b,p,e,?,k,k,w,w,,w,t,p,w,s,g
x,s,n,f,s,,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,
x,s,n,t,p,f,c,,,e,e,s,s,w,w,p,w,,p,n,s,u
f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,,o,p,n,v,l
,s,n,f,f,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,d
b,y,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,,e,w,,
,s,,f,y,f,c,,b,t,?,s,k,w,,p,w,,e,w,v,
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,,o,l,h,v,
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,,l,h,v,g
f,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
x,f,g,t,n,f,c,b,n,t,,s,s,p,,,w,o,p,k,v,d
b,s,w,t,l,f,c,b,w,,c,s,s,w,w,p,w,o,p,k,s,g
f,,n,,p,f,c,n,k,e,e,s,,w,,p,w,o,p,k,v,
f,f,,t,n,f,c,b,,t,b,s,s,p,p,,w,o,,k,y,d
x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,,,p,k,y,
f,s,n,f,s,f,c,,b,t,?,k,k,,,p,w,o,e,w,v,p
f,f,y,f,,f,c,b,g,e,b,k,,b,n,p,w,o,,h,y,d
x,,n,f,y,f,c,n,b,t,?,,k,w,w,p,w,o,e,w,v,d
f,y,,t,n,f,c,b,w,,?,s,s,w,w,p,w,t,e,w,c,w
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
x,f,g,t,n,f,c,b,u,t,,,,w,w,p,,o,,k,y,d
,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
x,y,,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
f,,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,,p,k,v,d
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
x,,n,f,y,f,c,,b,t,?,s,s,w,p,p,w,o,e,w,v,p
x,f,w,f,,f,w,b,k,,e,f,,w,w,p,w,o,e,k,a,g
x,f,,f,,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,,o,p,,y,d
f,s,n,,s,f,c,n,b,t,?,s,s,,p,p,w,o,e,w,v,p
f,y,n,t,n,f,c,,w,t,,s,s,p,p,p,,o,p,,v,d
x,f,n,f,n,f,,b,h,t,e,f,s,w,w,,w,o,e,n,a,g
b,y,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m
f,y,e,t,n,f,c,,p,t,b,s,s,p,p,p,w,o,p,n,y,d
f,f,e,t,n,,c,b,p,t,b,s,s,,p,p,w,o,p,n,y,d
f,,e,t,,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,,o,l,h,v,d
f,y,e,f,f,f,c,n,b,t,?,s,,p,p,p,w,o,e,w,v,l
f,y,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
f,y,g,t,n,f,c,,p,t,b,s,s,p,,p,w,o,,,y,
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,,p,n,,p
f,,n,t,n,f,c,b,,t,b,s,s,w,w,,w,o,p,k,v,d
f,y,n,f,y,f,c,n,,t,?,k,k,p,w,p,w,o,e,w,v,p
b,s,y,t,a,f,c,b,w,e,c,,s,,w,p,w,o,p,n,n,g
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,v,l
x,,p,f,c,f,c,n,u,e,,s,s,w,w,p,w,o,p,,s,d
f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
x,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,,e,w,c,w
,,n,t,,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,,,v,d
x,s,,f,n,f,w,b,h,t,e,f,,,w,p,w,o,e,k,s,g
f,f,w,t,a,f,w,n,w,,,s,s,w,w,p,,o,p,u,v,d
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,,k,a,g
x,s,,t,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,,u
x,f,g,f,,f,c,b,h,e,b,k,k,n,p,,w,o,l,h,v,p
k,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,,w,v,p
x,,g,t,n,f,c,b,,t,b,s,s,g,p,p,w,o,p,k,v,d
k,s,,,y,f,c,n,b,t,?,k,,p,p,p,w,o,e,w,v,p
x,f,,f,f,f,,,h,e,b,k,,b,b,p,w,o,l,h,,g
f,s,n,f,,f,w,b,,t,,f,s,w,,p,w,o,e,,a,g
f,,n,t,n,,c,b,u,t,b,,s,g,,p,,o,p,n,y,d
x,f,,f,n,,w,b,n,t,e,,f,w,,p,w,o,e,n,a,g
x,s,n,t,p,,c,n,k,e,e,s,s,w,w,p,,o,p,,,u
x,s,e,,f,f,c,n,b,t,?,k,k,w,w,p,,o,,w,v,d
f,y,g,f,,f,c,b,,e,b,k,,n,n,p,w,o,,h,v,p
x,f,,f,f,f,,b,g,e,b,k,k,b,p,,w,o,l,h,y,g
f,s,e,f,y,f,c,n,,t,?,,s,p,p,p,w,o,e,w,v,
k,s,n,f,n,f,c,b,w,e,b,y,y,n,n,,w,t,p,w,y,d
x,y,n,t,,f,c,b,,e,?,s,s,,w,p,w,t,e,,c,w
f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,,d
x,y,e,,n,,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
x,f,n,t,,f,c,b,,t,b,s,s,g,g,p,w,o,p,n,v,d
,s,y,t,a,f,c,b,n,e,c,s,s,w,w,,w,o,p,n,n,g
,f,w,f,n,f,,b,p,,?,k,s,w,w,p,,t,p,,n,g
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,,v,d
x,s,n,f,n,f,,b,n,t,e,s,s,w,w,p,w,o,e,,,
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
,y,g,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,d
x,y,e,,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d
x,f,e,t,n,,c,b,p,t,b,,s,g,g,p,w,o,p,n,y,d
x,s,w,f,,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
k,,n,f,f,f,c,,b,t,?,s,k,w,p,p,w,o,e,w,v,d
f,,g,t,n,,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d
x,y,e,f,f,f,c,n,b,t,?,k,k,,w,p,,o,e,w,v,d
f,s,n,f,f,,c,n,b,t,?,k,k,,p,p,,o,e,w,v,p
k,y,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,t,e,w,c,
k,s,n,f,y,f,c,n,b,t,?,k,,p,p,p,w,o,e,w,v,p
f,s,,f,f,f,c,n,b,t,?,,k,p,w,p,w,o,e,w,,p
f,y,,,s,f,c,,b,t,?,,s,p,p,p,w,o,e,,v,d
f,,,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,d
b,s,w,f,n,f,,,g,e,,k,s,,w,,w,,p,w,s,g
x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
x,y,e,t,n,f,c,b,w,t,b,s,s,,,p,w,o,p,n,y,d
x,y,n,t,n,f,c,b,,e,?,s,s,w,e,p,w,,,w,c,w
x,f,y,f,f,f,c,b,h,,,k,k,b,p,p,,o,l,h,v,
,f,e,t,n,f,c,b,w,t,,,s,,g,p,w,,p,n,v,d
x,,,t,n,f,c,b,u,t,b,s,s,g,w,,,o,p,n,y,d
x,f,e,t,n,f,c,b,n,t,,s,s,p,w,p,w,o,p,n,,d
x,s,w,t,f,f,c,b,p,t,b,,s,w,w,p,w,o,p,h,s,g
x,f,g,t,,f,c,b,p,t,b,s,,w,,,w,o,p,n,v,d
x,,w,,p,f,c,n,w,e,e,s,s,w,w,p,w,,p,n,s,u
x,s,w,f,,f,c,n,p,e,b,s,s,w,w,,w,o,p,n,s,d
x,f,w,f,n,f,,b,,t,e,f,s,w,w,p,w,o,e,k,s,g
x,f,g,,n,f,c,b,n,t,b,s,s,w,g,p,,o,p,n,,d
x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,,w,o,p,k,y,
f,f,,f,n,f,w,b,h,t,e,f,,w,w,p,w,o,e,n,a,g
x,y,y,t,l,f,c,b,n,e,c,s,s,w,,p,,o,p,k,n,g
f,y,n,t,p,f,c,n,k,e,e,s,,w,w,p,w,o,,n,s,g
b,y,w,t,a,f,c,b,,e,c,s,s,w,w,p,w,o,p,n,n,g
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
,s,n,f,n,a,c,b,y,,,s,s,o,o,p,n,o,p,n,c,l
f,s,b,,n,f,c,b,w,e,b,s,s,w,w,,w,t,p,r,v,g
f,s,g,t,f,,c,b,,t,b,s,f,w,w,p,w,o,p,,,g
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
,,n,,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
b,s,w,t,a,f,c,,w,e,c,s,s,w,,p,w,o,p,k,n,g
x,s,n,f,s,f,c,n,b,t,,s,s,p,p,p,,o,e,w,v,l
x,y,n,t,n,f,c,b,p,t,b,,,w,,p,w,o,p,n,v,d
f,s,w,t,f,f,c,b,h,t,b,f,s,w,,p,,,p,h,s,
k,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,,v,
x,f,n,f,n,f,w,b,k,t,e,f,f,w,,p,w,o,e,,a,g
x,f,g,,c,f,c,n,u,e,,s,s,,w,p,w,o,p,k,v,d
x,f,g,t,n,f,c,b,u,t,,s,s,g,g,p,,o,p,n,v,d
f,f,,t,n,f,c,b,p,t,b,s,s,,g,p,w,o,p,k,y,d
x,f,w,f,c,f,c,,n,e,,s,s,w,w,p,w,o,p,n,,d
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
f,f,n,f,n,f,w,,,t,e,s,f,w,,p,w,o,e,k,a,
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
k,y,e,f,f,f,c,n,b,t,?,k,,w,p,p,w,o,,,v,l
f,y,,t,n,f,c,b,u,t,b,s,s,g,p,p,w,,p,n,y,d
f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,
,s,g,f,n,f,w,b,k,t,e,s,s,w,w,,w,o,e,n,,g
x,,,t,n,f,c,b,u,t,,s,s,g,p,p,w,o,,n,y,d
x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,,e,n,s,g
x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,,p,k,v,d
f,f,y,,f,f,c,b,p,,,k,k,p,n,p,w,o,,h,y,g
