age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
,management,married,university.degree,,yes,no,,nov,,,1.0,999.0,0.0,,,,,4191.0,5195.8,no
48.0,blue-collar,,basic.6y,,,,telephone,,,604.0,1.0,,,nonexistent,,,,,5191.0,no
,admin.,,,,,no,,may,fri,,,,1.0,failure,,92893.0,-46.2,,,yes
52.0,,married,basic.9y,no,no,no,telephone,,,188.0,,,,nonexistent,,,-36.4,,,no
,,married,high.school,no,yes,,,,,,1.0,,0.0,,-1.8,,,,5099.1,no
,admin.,,high.school,,,no,telephone,,,487.0,,,,,1.4,,,,,no
30.0,,single,professional.course,no,yes,no,,,,,,,0.0,nonexistent,1.4,93444.0,,4964.0,5228.1,no
51.0,housemaid,married,,,,no,cellular,,,234.0,2.0,,0.0,nonexistent,,93444.0,,,5228.1,no
35.0,,married,,no,yes,,,,tue,,2.0,999.0,,nonexistent,-1.8,,-46.2,,5099.1,no
49.0,,married,,,,,cellular,jul,thu,,1.0,,0.0,nonexistent,1.4,93918.0,,,,no
34.0,,married,,unknown,no,,,may,thu,376.0,,999.0,,nonexistent,,,-36.4,,5191.0,no
,,,,no,,,cellular,oct,tue,,1.0,,,success,-3.4,92431.0,,0.742,5017.5,yes
46.0,,,basic.6y,no,no,,telephone,,,183.0,,999.0,0.0,nonexistent,,,,,,no
31.0,,married,high.school,,,no,cellular,aug,wed,,,,0.0,nonexistent,,93444.0,,4964.0,5228.1,no
47.0,management,,,no,,no,cellular,,,114.0,,999.0,,nonexistent,,,-42.7,4963.0,,no
,,,high.school,unknown,,no,telephone,,tue,171.0,,999.0,0.0,,1.4,,-41.8,4864.0,5228.1,no
41.0,,married,,no,,,,aug,,,1.0,,,,,,,4964.0,,no
36.0,entrepreneur,married,,no,yes,,,,wed,,,999.0,,,,,,,,no
,,single,,no,yes,,,,mon,,,999.0,,,-0.1,,,,5195.8,no
66.0,admin.,,,,,,,,wed,,3.0,6.0,2.0,success,-1.7,94027.0,-38.3,0.903,,yes
,blue-collar,,university.degree,,,,cellular,,tue,,,999.0,0.0,nonexistent,-1.8,93075.0,,,,yes
,admin.,,high.school,no,,,,,tue,,,,,,1.4,93918.0,,4961.0,,no
39.0,,married,,,no,no,cellular,,thu,82.0,,,,,1.4,93444.0,-36.1,,,no
,services,married,high.school,,no,no,,may,,,,,0.0,nonexistent,1.1,,-36.4,4856.0,5191.0,no
,,married,,no,,yes,,,thu,219.0,,,0.0,nonexistent,,92201.0,,0.873,5076.2,no
29.0,,,high.school,,no,,,,tue,206.0,2.0,,,nonexistent,,,,4153.0,,no
,admin.,married,,,yes,no,,,,136.0,,999.0,1.0,,,,-30.1,0.714,,no
41.0,services,married,,no,,,cellular,may,,,,,,failure,-1.8,92893.0,-46.2,,5099.1,no
,blue-collar,married,,unknown,yes,no,cellular,,,,1.0,,,,1.4,93918.0,,,,no
,admin.,married,high.school,,yes,no,,,fri,326.0,,,1.0,,-1.8,,,,,no
36.0,services,,,,yes,,,,thu,287.0,1.0,999.0,,nonexistent,,,,,5191.0,no
42.0,,,,,,,,,,,1.0,,,,,,,,5191.0,no
,,,,,yes,,cellular,,,71.0,,999.0,,nonexistent,,,,,,no
55.0,admin.,,high.school,no,,,telephone,,,,,999.0,0.0,nonexistent,1.1,93994.0,,4855.0,,no
30.0,,married,basic.9y,,yes,no,,,,15.0,11.0,999.0,1.0,failure,-1.8,,,,,no
,blue-collar,married,high.school,,,no,,,wed,105.0,2.0,999.0,0.0,,1.4,,-42.7,,,no
,,married,high.school,,,,telephone,,fri,308.0,4.0,999.0,,,,94465.0,-41.8,4967.0,,no
36.0,,,university.degree,,no,,cellular,,,561.0,4.0,,0.0,nonexistent,,,,,5228.1,no
37.0,,,basic.9y,no,yes,,,,thu,,2.0,,0.0,,1.4,,,,,no
,student,,,no,,,,nov,,326.0,1.0,,0.0,,,94767.0,-50.8,,4963.6,no
,retired,married,,no,unknown,unknown,telephone,,,124.0,,999.0,0.0,nonexistent,,,,4856.0,5191.0,no
57.0,technician,married,basic.4y,unknown,,no,cellular,,wed,,,999.0,0.0,nonexistent,1.4,,,,,no
30.0,services,single,high.school,unknown,,,,may,,87.0,2.0,999.0,0.0,nonexistent,,92893.0,-46.2,1313.0,5099.1,no
25.0,,,high.school,,,yes,telephone,jul,thu,411.0,,8.0,4.0,,-1.7,,,,4991.6,yes
,entrepreneur,,,no,,no,,,,362.0,,999.0,,,1.4,93918.0,-42.7,4962.0,5228.1,no
54.0,technician,,university.degree,,,unknown,,,tue,686.0,1.0,,,nonexistent,1.1,,-36.4,4856.0,,no
45.0,blue-collar,married,basic.9y,,,no,,apr,mon,,,999.0,0.0,,,93075.0,-47.1,1405.0,5099.1,no
46.0,,,high.school,,no,,telephone,,,,,999.0,0.0,nonexistent,1.1,,-36.4,,5191.0,no
,,,,,no,,,,tue,,5.0,999.0,,nonexistent,1.4,,-36.1,,,no
30.0,blue-collar,,professional.course,,,,cellular,,fri,168.0,4.0,,0.0,,-1.8,,,1.25,,no
48.0,,,high.school,,yes,,cellular,nov,,,,,0.0,,,93.2,-42.0,,5195.8,no
,,married,basic.4y,,yes,,cellular,aug,,,7.0,,0.0,nonexistent,,93444.0,-36.1,,,no
,services,single,university.degree,,yes,,,,fri,13.0,,,,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,no
37.0,,single,professional.course,no,yes,yes,cellular,aug,,,,999.0,,,,,-36.1,4965.0,,no
46.0,,married,,no,yes,no,,may,,,,999.0,1.0,,-1.8,92893.0,-46.2,,,no
,,married,,no,,no,telephone,may,mon,76.0,2.0,999.0,0.0,,,93994.0,,,,no
,,,,no,no,,telephone,,thu,,1.0,999.0,0.0,nonexistent,,94465.0,,4866.0,,no
,,married,basic.9y,no,yes,no,cellular,jun,tue,,,999.0,,nonexistent,,,-40.8,1262.0,,no
,,married,basic.4y,,yes,no,cellular,,tue,,1.0,999.0,0.0,,-0.1,,,4153.0,,no
48.0,,,,unknown,yes,no,,jun,,,3.0,999.0,,,,94465.0,,4866.0,5228.1,no
,admin.,married,,no,no,,cellular,jul,fri,,13.0,,0.0,nonexistent,,,-42.7,,,yes
38.0,self-employed,married,university.degree,unknown,,no,cellular,apr,mon,93.0,3.0,,,nonexistent,,93075.0,-47.1,1405.0,,no
,management,,,unknown,no,,,jun,tue,61.0,6.0,999.0,0.0,nonexistent,1.4,,-41.8,4961.0,,no
35.0,,married,professional.course,,,no,telephone,may,,241.0,,999.0,,,,,,4857.0,5191.0,no
47.0,,married,university.degree,no,,no,cellular,aug,,1129.0,,,,nonexistent,,93444.0,-36.1,,5228.1,yes
,,,high.school,no,no,,,jun,thu,,1.0,999.0,0.0,nonexistent,-2.9,,,1.26,,no
,management,single,high.school,,,no,,nov,,714.0,,999.0,1.0,,-0.1,93.2,,,5195.8,no
,blue-collar,,high.school,no,,,,nov,thu,168.0,1.0,999.0,0.0,nonexistent,,,,4076.0,5195.8,no
25.0,,,,,,no,cellular,aug,fri,,1.0,15.0,2.0,,-2.9,,-31.4,,,no
38.0,admin.,married,basic.9y,no,yes,,cellular,may,wed,472.0,,,0.0,nonexistent,,92893.0,-46.2,1334.0,5099.1,no
,,,,,yes,,,jul,mon,236.0,3.0,,,nonexistent,,93918.0,-42.7,,5228.1,no
,admin.,,university.degree,no,,no,,,fri,579.0,,,0.0,,,93444.0,-36.1,,,yes
37.0,blue-collar,,high.school,,no,,telephone,,wed,332.0,1.0,999.0,0.0,,1.1,93994.0,-36.4,4857.0,5191.0,no
27.0,,single,,no,,,telephone,,wed,,1.0,,,,,94465.0,,4864.0,,no
,,,high.school,no,,,,,,,,999.0,,,,93.2,-42.0,4153.0,5195.8,no
,,,high.school,no,no,,cellular,aug,tue,80.0,1.0,999.0,,,1.4,93444.0,,,,no
56.0,entrepreneur,married,university.degree,no,no,,,,,99.0,1.0,,0.0,,-1.8,,,1365.0,,no
,,single,basic.4y,,no,,cellular,,thu,,,999.0,,failure,,,,,5099.1,no
,,married,,no,yes,no,,jul,,,,999.0,0.0,nonexistent,1.4,,,4963.0,,no
,,,basic.6y,,yes,,,may,,,,,0.0,nonexistent,,92893.0,-46.2,1291.0,,no
,,divorced,,no,,no,cellular,,,652.0,,999.0,,nonexistent,1.4,,,4963.0,,no
37.0,unemployed,,professional.course,,,no,,may,thu,140.0,1.0,999.0,0.0,nonexistent,1.1,93994.0,,4855.0,,no
,technician,,professional.course,,yes,,,jun,tue,,,,0.0,,,94465.0,-41.8,,,no
58.0,blue-collar,married,basic.6y,unknown,no,,,jun,mon,80.0,1.0,999.0,0.0,,,,-41.8,,5228.1,no
50.0,admin.,married,,no,,no,cellular,,wed,,2.0,,,success,,,-40.0,,5008.7,yes
,technician,married,,,yes,no,,,tue,219.0,2.0,,,,,93994.0,,,,no
35.0,blue-collar,divorced,basic.9y,no,yes,,cellular,may,,203.0,,,1.0,failure,,,,1334.0,5099.1,no
44.0,blue-collar,,unknown,unknown,no,,cellular,jul,,,21.0,,0.0,nonexistent,,93918.0,-42.7,,,no
,,married,,unknown,no,yes,,aug,,171.0,1.0,,,nonexistent,1.4,93444.0,-36.1,,5228.1,no
50.0,blue-collar,,,unknown,,,,may,fri,,,999.0,,,1.1,,-36.4,,,no
49.0,,,,unknown,,no,,jul,wed,226.0,,999.0,0.0,nonexistent,,93918.0,,4957.0,,no
,blue-collar,,,,yes,yes,,,tue,,,,,,1.4,94465.0,-41.8,4961.0,,no
,admin.,married,,no,,,,jul,wed,686.0,,999.0,,nonexistent,,,-42.7,,,yes
29.0,entrepreneur,,university.degree,,yes,,,,,,3.0,,0.0,,-0.1,,-42.0,4076.0,,no
36.0,management,single,basic.6y,no,,no,telephone,,,218.0,,999.0,0.0,nonexistent,,93994.0,,,,no
,services,married,high.school,,,,cellular,,,414.0,,,,,,92893.0,,,,no
,,single,high.school,no,yes,,,,,,,999.0,,failure,,,-46.2,,,no
35.0,services,divorced,,no,yes,no,cellular,,,,2.0,999.0,0.0,,1.4,93918.0,-42.7,4961.0,5228.1,yes
47.0,,,university.degree,no,yes,no,telephone,,,,2.0,,,nonexistent,1.4,94465.0,,,5228.1,no
,blue-collar,,,no,,no,telephone,,wed,,1.0,,,,-0.1,,-42.0,,,no
,technician,,university.degree,,,yes,cellular,,,272.0,,999.0,,failure,-1.8,93075.0,-47.1,,,no
30.0,technician,single,,no,,,telephone,oct,,,,999.0,,nonexistent,-3.4,92431.0,,,5017.5,no
,admin.,married,,,,no,cellular,,,124.0,1.0,999.0,1.0,failure,-1.8,,-46.2,1334.0,,no
,blue-collar,married,,,no,no,,,,87.0,,999.0,,failure,,,,,5099.1,no
,,married,,no,yes,no,telephone,,mon,,,999.0,0.0,nonexistent,,93918.0,-42.7,,5228.1,no
,,,,no,,no,,may,,,,999.0,0.0,nonexistent,,93994.0,,4857.0,5191.0,no
52.0,,,,,,no,cellular,jul,wed,222.0,,999.0,,,,,-42.7,,5228.1,no
39.0,admin.,married,high.school,,yes,no,,,,,2.0,999.0,,,,94465.0,-41.8,,5228.1,no
37.0,,married,,,,no,cellular,aug,wed,,,,,,,93444.0,-36.1,,5228.1,no
,,married,,,,,telephone,,,,,999.0,,,,,,4855.0,5191.0,no
34.0,blue-collar,,,no,,,cellular,may,wed,,1.0,,1.0,failure,,,-46.2,1334.0,5099.1,no
51.0,services,married,high.school,unknown,no,,,,wed,,,999.0,0.0,nonexistent,,93994.0,,4858.0,5191.0,no
,,married,,,no,no,telephone,,,,,999.0,,,,93994.0,,,,no
60.0,entrepreneur,,,,no,no,,,thu,71.0,2.0,,,,1.1,93994.0,,4855.0,5191.0,no
,,single,,no,yes,no,cellular,jul,,,,999.0,,nonexistent,,,-42.7,,,no
43.0,blue-collar,,,,no,yes,cellular,,wed,,,999.0,2.0,,,,-46.2,1334.0,5099.1,no
,admin.,,,,yes,,,,wed,,,999.0,,,,,-36.1,,5228.1,no
,retired,married,basic.4y,no,no,no,,nov,,,,999.0,0.0,nonexistent,-0.1,,,4153.0,,no
,admin.,married,,,,no,cellular,may,,317.0,2.0,999.0,,nonexistent,-1.8,,,1313.0,5099.1,no
,blue-collar,,high.school,,,,cellular,apr,,354.0,1.0,999.0,,,,93075.0,-47.1,1405.0,5099.1,no
34.0,admin.,,university.degree,,,,cellular,may,,582.0,1.0,,0.0,nonexistent,,92893.0,,1264.0,5099.1,no
46.0,admin.,divorced,basic.6y,no,,,cellular,may,mon,,,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,,5099.1,no
,,married,,,yes,no,cellular,,mon,,2.0,,,,,93918.0,-42.7,4962.0,,no
20.0,blue-collar,,basic.4y,no,no,,cellular,,,285.0,1.0,,0.0,nonexistent,,93918.0,,4962.0,,no
,services,,,,,,telephone,jun,tue,,1.0,999.0,0.0,nonexistent,1.4,94465.0,,4864.0,5228.1,no
,admin.,married,university.degree,no,yes,no,,may,mon,351.0,1.0,,,nonexistent,-1.8,,-46.2,1299.0,5099.1,no
26.0,,,basic.9y,,no,,telephone,,,73.0,,999.0,,,1.1,93994.0,,,5191.0,no
,admin.,married,university.degree,,no,no,,,thu,167.0,,,0.0,nonexistent,,,,,,no
24.0,,single,high.school,no,,no,,,wed,220.0,5.0,,,nonexistent,1.4,93918.0,,4957.0,,no
53.0,,,,,,,cellular,,,817.0,2.0,,,,,93918.0,-42.7,4963.0,,yes
40.0,technician,divorced,,,yes,,cellular,jul,tue,,2.0,,0.0,,1.4,93918.0,,,5228.1,no
,blue-collar,,,,,no,cellular,aug,fri,310.0,,,,,1.4,,,,5228.1,no
,,,professional.course,no,no,no,telephone,may,,409.0,,999.0,0.0,nonexistent,1.1,,,4857.0,,no
36.0,blue-collar,married,,no,,,cellular,,thu,31.0,1.0,999.0,,failure,-1.8,92893.0,-46.2,,,no
,,,,no,yes,,,may,,,1.0,999.0,,failure,,92893.0,-46.2,1299.0,5099.1,no
36.0,admin.,,high.school,no,no,,,,thu,,,999.0,0.0,,,93918.0,-42.7,,5228.1,no
55.0,admin.,,,no,no,no,,may,,370.0,1.0,,0.0,nonexistent,1.1,,,4.86,5191.0,no
37.0,technician,married,,no,,no,,,mon,119.0,1.0,,,,,,-50.8,1.05,4963.6,no
39.0,admin.,single,unknown,no,no,no,,,,211.0,,999.0,0.0,,,,-36.4,4855.0,,no
38.0,entrepreneur,married,,unknown,,,,jul,,157.0,,999.0,,nonexistent,,,-42.7,4.96,5228.1,no
,,,,unknown,,,,may,mon,181.0,,999.0,,,-1.8,,-46.2,1354.0,5099.1,no
40.0,management,married,university.degree,,,,cellular,aug,thu,,,,,,1.4,,,4963.0,,no
36.0,,,,,yes,,cellular,jul,fri,381.0,1.0,999.0,,,,93918.0,-42.7,4957.0,,no
,technician,,,no,yes,,cellular,sep,,144.0,,,1.0,failure,,,-29.8,0.809,5017.5,no
,blue-collar,married,basic.9y,,,no,,,thu,423.0,,999.0,0.0,nonexistent,-1.8,,,,5099.1,no
,blue-collar,divorced,,,yes,,,,fri,59.0,,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,,5099.1,no
,,married,basic.9y,,no,,cellular,,,,1.0,3.0,,,,92893.0,-46.2,1.27,5099.1,yes
,blue-collar,,,unknown,unknown,,,may,fri,,,,,nonexistent,1.1,,,4857.0,5191.0,no
,,married,basic.4y,no,no,,telephone,,wed,,,999.0,0.0,,,,-36.4,4859.0,5191.0,no
52.0,,divorced,university.degree,no,no,,,aug,,,1.0,999.0,,,1.4,,,4968.0,,yes
37.0,,,,no,no,no,,may,,,,,,,,,-46.2,1334.0,,no
39.0,entrepreneur,divorced,,,,yes,,jul,,,,999.0,,,1.4,,-42.7,,5228.1,no
,,,,,yes,,telephone,,,,,999.0,,nonexistent,,,-36.4,4855.0,,no
52.0,,married,high.school,,,no,cellular,,,131.0,,999.0,,,,,,,5228.1,no
37.0,,married,high.school,,,,,,fri,,2.0,999.0,0.0,nonexistent,,,,,,no
,technician,single,professional.course,,,no,,,,,,,,nonexistent,1.4,93444.0,,,,no
49.0,management,,,no,no,no,,,mon,27.0,1.0,,0.0,,,93994.0,-36.4,4858.0,,no
,,,,,,,cellular,may,wed,716.0,1.0,,,,-1.8,,-46.2,1281.0,5099.1,yes
,,single,university.degree,,,,telephone,,,,4.0,,0.0,nonexistent,1.4,,,4865.0,,no
27.0,,,basic.6y,,,,telephone,,thu,,,999.0,,,1.1,,,,5191.0,no
,housemaid,married,,unknown,yes,,,aug,fri,137.0,,999.0,,nonexistent,-1.7,94027.0,-38.3,0.905,,no
,,,high.school,no,no,,,mar,,,,999.0,2.0,failure,,,,,,no
51.0,blue-collar,divorced,,no,,no,,jul,,,,,,,1.4,,,4962.0,,no
36.0,admin.,,,,,,,jul,,54.0,1.0,999.0,,nonexistent,1.4,,,,5228.1,no
,,,professional.course,,yes,,cellular,aug,tue,213.0,,999.0,0.0,nonexistent,,93444.0,,4966.0,5228.1,no
,technician,,,,,,,,mon,,,,,,1.4,,,,5228.1,no
50.0,,,university.degree,,yes,no,,,,,,,0.0,,,93444.0,-36.1,4965.0,5228.1,no
,admin.,,,,yes,,cellular,,wed,,1.0,999.0,0.0,,,93444.0,,,5228.1,no
47.0,,divorced,,no,yes,no,cellular,,fri,,2.0,999.0,0.0,,1.4,93444.0,,,,no
30.0,blue-collar,,,,,unknown,telephone,,wed,,,,,nonexistent,-1.8,,,,,no
,technician,,high.school,,no,,cellular,,,58.0,3.0,999.0,,,,93075.0,-47.1,1405.0,,no
40.0,,,,,,,,,,248.0,,3.0,,success,,,-40.0,0.682,5008.7,yes
52.0,admin.,married,high.school,,,no,telephone,jun,,84.0,3.0,,0.0,,,,,4959.0,5228.1,no
,blue-collar,married,basic.4y,,,,cellular,may,,217.0,2.0,999.0,,nonexistent,,,-46.2,1344.0,5099.1,no
38.0,,married,university.degree,,,,,,,,1.0,999.0,,nonexistent,,,,4076.0,5195.8,no
,,single,basic.9y,no,,,,jul,thu,136.0,,999.0,,nonexistent,,,,,5228.1,no
52.0,,married,university.degree,,yes,no,telephone,,,76.0,,999.0,0.0,nonexistent,1.4,,-41.8,4865.0,,no
35.0,admin.,,,,yes,yes,cellular,may,thu,106.0,1.0,999.0,1.0,failure,,,-46.2,1327.0,5099.1,no
37.0,services,single,,no,,,cellular,,thu,30.0,6.0,999.0,0.0,nonexistent,,,-46.2,,,no
56.0,services,married,,unknown,,yes,,,mon,,1.0,999.0,,nonexistent,1.4,94465.0,-41.8,,,no
33.0,admin.,married,basic.9y,no,,no,,,,,,,,nonexistent,1.1,93994.0,,4857.0,5191.0,no
,,,university.degree,,no,yes,telephone,apr,thu,766.0,,2.0,1.0,,,,-47.1,1365.0,,yes
,entrepreneur,,,no,yes,no,,nov,,,1.0,999.0,,failure,-0.1,93.2,-42.0,,5195.8,no
32.0,entrepreneur,married,,no,unknown,,cellular,,,198.0,,,,,-1.8,,-46.2,1291.0,5099.1,no
32.0,technician,,university.degree,no,yes,no,,aug,,,1.0,999.0,,nonexistent,1.4,,-36.1,4968.0,5228.1,no
49.0,,,,no,no,,,,,256.0,15.0,999.0,,,1.4,,-42.7,,5228.1,no
,,,basic.4y,,,yes,cellular,,,,2.0,,,nonexistent,,92893.0,,,,no
,admin.,,high.school,no,,no,telephone,,,,1.0,999.0,,,1.4,94465.0,-41.8,,5228.1,no
58.0,,,,no,yes,no,cellular,jul,,104.0,6.0,999.0,,,1.4,,,4961.0,,no
36.0,,single,high.school,no,no,no,,,wed,,,,,,,,-36.4,4858.0,5191.0,no
32.0,admin.,married,,no,,,telephone,,,308.0,7.0,,0.0,,1.4,94465.0,-41.8,,,no
,,married,university.degree,,no,,cellular,,,,5.0,999.0,0.0,,1.4,,,4963.0,5228.1,no
,,married,,,,,cellular,sep,mon,164.0,2.0,6.0,3.0,success,-1.1,,,,4963.6,no
,technician,,,,,,cellular,aug,,,1.0,,,nonexistent,,93444.0,-36.1,4964.0,5228.1,no
41.0,,married,high.school,no,no,no,,jun,fri,,12.0,999.0,,nonexistent,1.4,,-41.8,4959.0,,no
33.0,,single,,no,,yes,,,,,,,,,,93444.0,-36.1,,,no
36.0,admin.,,high.school,,,,cellular,,tue,,2.0,,0.0,,1.4,,-42.7,,,no
,entrepreneur,married,,,,no,cellular,,,,,999.0,0.0,nonexistent,,93918.0,,4962.0,5228.1,no
,,married,,,yes,yes,cellular,,mon,,2.0,,0.0,,1.4,93444.0,-36.1,4965.0,,no
58.0,,divorced,,no,,no,,,,,,,0.0,nonexistent,,93.2,,,,no
,,,high.school,,no,,cellular,apr,,,,999.0,,,-1.8,93075.0,-47.1,,,no
50.0,unknown,married,,,yes,,,aug,,90.0,,999.0,0.0,nonexistent,1.4,93444.0,-36.1,,,no
,blue-collar,divorced,,,no,no,,,,,,,0.0,nonexistent,,,-41.8,,5228.1,no
,admin.,divorced,,,no,no,,,,,,,0.0,,,92893.0,-46.2,1281.0,5099.1,no
,blue-collar,,basic.4y,,no,,telephone,,,548.0,,999.0,0.0,,1.1,93994.0,,4856.0,,no
35.0,admin.,,,no,,no,cellular,nov,thu,633.0,,999.0,,nonexistent,-0.1,93.2,,,5195.8,no
37.0,technician,,,no,,no,telephone,may,tue,216.0,2.0,999.0,,nonexistent,,93994.0,-36.4,,5191.0,no
,admin.,married,,no,,yes,telephone,may,,,,,,nonexistent,1.1,,-36.4,,,no
36.0,,,,no,yes,no,,,,,,999.0,0.0,,1.4,94465.0,-41.8,4866.0,,no
33.0,,married,,no,,,cellular,,,664.0,3.0,999.0,0.0,nonexistent,1.4,93444.0,,,,yes
32.0,entrepreneur,married,,no,unknown,unknown,cellular,may,fri,416.0,,,,nonexistent,-1.8,92893.0,-46.2,,,yes
34.0,blue-collar,,,unknown,,yes,,,,,1.0,999.0,,,,,-36.4,,5191.0,no
53.0,self-employed,,basic.4y,,,no,cellular,may,mon,,2.0,999.0,,failure,-1.8,,-46.2,,,no
,technician,,,,yes,no,,,wed,412.0,2.0,999.0,,,-1.8,,,,5099.1,no
31.0,technician,,,no,yes,no,cellular,aug,fri,,,,0.0,nonexistent,1.4,,-36.1,4964.0,5228.1,no
,,married,,unknown,,unknown,,,,,1.0,,,,1.4,93444.0,,,5228.1,no
52.0,entrepreneur,married,basic.9y,no,,,telephone,,,147.0,,999.0,1.0,,,93.2,,,,no
,,married,university.degree,no,yes,,cellular,,,301.0,2.0,,0.0,nonexistent,1.4,93444.0,,,,no
,admin.,married,,no,,,,may,,,1.0,,,nonexistent,,,-36.4,4856.0,,no
35.0,admin.,married,,,,,telephone,,fri,290.0,,,,,,,,4857.0,,no
53.0,management,married,high.school,no,no,,cellular,jul,fri,,,999.0,0.0,,1.4,93918.0,,,,no
,,,university.degree,no,yes,no,telephone,may,,413.0,,,,nonexistent,,,-36.4,,5191.0,no
,,,,,,,,,thu,,2.0,,0.0,,-1.8,,-46.2,,5099.1,no
36.0,,married,,,,,telephone,,mon,,3.0,,0.0,,1.1,,,,5191.0,no
,blue-collar,,,,yes,,,,wed,298.0,1.0,999.0,0.0,nonexistent,,,-46.2,,5099.1,no
46.0,technician,divorced,university.degree,,,,cellular,jul,,,8.0,,,nonexistent,,,-42.7,4961.0,,no
,,,basic.4y,,no,,cellular,,wed,246.0,,,,nonexistent,,93918.0,,,5228.1,no
29.0,entrepreneur,,university.degree,,no,no,telephone,jul,tue,208.0,,999.0,,,,93918.0,-42.7,,5228.1,no
,,,professional.course,,,no,cellular,may,thu,,,999.0,1.0,failure,,,-46.2,1327.0,5099.1,no
,technician,,,,no,no,cellular,aug,mon,,4.0,,0.0,nonexistent,1.4,93444.0,,4.97,,no
,blue-collar,,,unknown,unknown,,telephone,may,,1063.0,2.0,,0.0,nonexistent,,93994.0,-36.4,4856.0,,yes
,retired,married,,no,,,cellular,,,,,6.0,,,,94215.0,,0.899,,no
57.0,,,university.degree,no,,no,,,wed,,1.0,999.0,0.0,,,,,,5191.0,no
63.0,,married,basic.6y,,yes,,cellular,,,,,,0.0,nonexistent,-3.4,,,0.752,,no
,,married,,,no,no,cellular,,,68.0,,999.0,,nonexistent,-0.1,93.2,,4153.0,,no
46.0,,married,,no,no,,,,tue,279.0,1.0,999.0,,nonexistent,,93075.0,,,,yes
,,married,,,,yes,cellular,oct,thu,,,3.0,1.0,success,,94601.0,-49.5,,4963.6,yes
,,,unknown,,yes,,telephone,,fri,,,,,,,93994.0,-36.4,4864.0,,no
52.0,blue-collar,,professional.course,,,no,cellular,,,442.0,2.0,,1.0,failure,-0.1,,-42.0,,5195.8,no
35.0,self-employed,,,no,,no,,,,,12.0,,,nonexistent,1.4,,,4968.0,5228.1,no
46.0,housemaid,,,no,,no,,aug,,,2.0,999.0,,nonexistent,,93444.0,-36.1,4968.0,,no
,services,married,,no,,,,apr,,383.0,1.0,999.0,,,-1.8,,,,5099.1,no
38.0,,married,,no,no,,cellular,apr,fri,52.0,2.0,,,nonexistent,,,,1405.0,5099.1,no
,,,,,,,cellular,aug,thu,133.0,5.0,999.0,,nonexistent,1.4,93444.0,-36.1,4968.0,5228.1,no
39.0,,married,,,,no,,,mon,374.0,,,0.0,,1.1,93994.0,-36.4,4857.0,,no
43.0,,,,,yes,no,cellular,nov,,239.0,,999.0,,,-0.1,93.2,,,5195.8,no
,technician,married,,,,,,may,wed,,,999.0,,nonexistent,1.1,,,,,no
,,,university.degree,no,,no,telephone,may,,463.0,1.0,999.0,0.0,nonexistent,,,,,,no
28.0,,,,,no,,telephone,,thu,131.0,1.0,999.0,,,,93994.0,-36.4,4855.0,5191.0,no
,services,married,high.school,no,,no,cellular,apr,mon,,,,0.0,nonexistent,-1.8,,,1405.0,,no
,,single,,,,yes,telephone,jun,,,26.0,999.0,,,,,-41.8,,5228.1,no
33.0,admin.,single,,no,,,telephone,,,238.0,,,,nonexistent,,94465.0,-41.8,4864.0,,no
33.0,technician,married,,no,yes,no,cellular,,fri,,,,0.0,nonexistent,1.4,,-36.1,4966.0,,no
,admin.,married,university.degree,,yes,,,jul,wed,529.0,,,0.0,,1.4,,,4963.0,,yes
,admin.,married,university.degree,no,no,,cellular,oct,wed,,,,2.0,success,,,,,4963.6,yes
,,,,no,,yes,cellular,nov,wed,,2.0,999.0,1.0,failure,,,,4.12,5195.8,no
,,,,unknown,yes,no,,,mon,,,,0.0,nonexistent,1.1,93994.0,-36.4,4857.0,,no
,,married,high.school,no,no,no,cellular,jul,,,5.0,,,,1.4,93918.0,,,,no
52.0,,,high.school,,yes,,,,,355.0,,,,nonexistent,1.1,,-36.4,,,no
,management,married,,,,,telephone,,,,1.0,,,,,,,,,no
40.0,blue-collar,,unknown,unknown,,no,,jun,,,2.0,,,,1.4,94465.0,-41.8,,,no
47.0,admin.,,,no,,,,,,106.0,,,,,1.1,,,,,no
,,married,,unknown,,,,aug,fri,,,999.0,,nonexistent,,,-36.1,,,no
41.0,technician,divorced,university.degree,no,,no,,aug,thu,95.0,,999.0,0.0,nonexistent,1.4,,-36.1,,,no
28.0,,,unknown,no,,no,cellular,,,111.0,1.0,,,,-2.9,92201.0,-31.4,,5076.2,no
34.0,,,,,,,cellular,jul,thu,1065.0,1.0,,,nonexistent,1.4,93918.0,-42.7,,,no
33.0,blue-collar,,basic.4y,no,,no,telephone,,,147.0,1.0,999.0,0.0,,,,-41.8,,,no
35.0,self-employed,married,university.degree,,no,no,,,thu,,2.0,999.0,0.0,,,93918.0,,,5228.1,yes
,,,basic.9y,no,no,no,cellular,nov,tue,,1.0,,,nonexistent,-0.1,93.2,,,5195.8,no
53.0,,,,,,,cellular,,,106.0,1.0,999.0,0.0,,,,-42.0,4021.0,,no
,,married,high.school,no,yes,no,cellular,may,mon,27.0,,999.0,,nonexistent,,92893.0,,1299.0,5099.1,no
