age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome,y
58.0,,,,,,,-36.1,,5228.1,,,,university.degree,,retired,,,,,no
29.0,,,,0.0,1.4,,,4963.0,,cellular,,,,yes,student,,single,,nonexistent,no
,,,999.0,0.0,,,,,,,,,university.degree,,,,,,,no
,,4.0,,,1.4,,,,5228.1,,tue,,basic.4y,yes,,no,married,jul,nonexistent,no
51.0,,,,,,92893.0,,,5099.1,,,,,,,,,,,no
39.0,,,,,,,,,,,,,,,,no,divorced,,,no
42.0,92.0,,,0.0,,,,,,telephone,,,basic.9y,no,,,,,nonexistent,no
,,3.0,999.0,0.0,,93994.0,,4857.0,,,,,university.degree,,,yes,,may,,no
,,,,,,93.2,,,5195.8,telephone,,no,,,,,,,,no
,502.0,,999.0,,,93994.0,,4856.0,5191.0,,wed,,,yes,services,,,may,,no
,,6.0,999.0,,,,-42.7,,,,,,,,,,,jul,,no
39.0,87.0,,,,,,,,,telephone,,,,,,,married,,,no
,,,999.0,,,92893.0,,,5099.1,cellular,,,university.degree,,,no,,,,no
,,1.0,,0.0,,,,1344.0,,,,,university.degree,,,,,,,no
39.0,255.0,,999.0,0.0,,,-41.8,4962.0,,telephone,,no,,,,,married,jun,,no
,,,999.0,,,,-36.4,,,,,no,,,admin.,,divorced,,,no
25.0,,,999.0,,,93994.0,,,,,,no,university.degree,,,,,,,no
,,,,,-1.8,,,,,,,no,,,,,,may,,no
,,,999.0,,,,,,,cellular,,no,,,blue-collar,,married,,,no
22.0,1370.0,,,,,92893.0,-46.2,1354.0,5099.1,,,,,yes,,,,,,yes
,,,999.0,,,,-41.8,,,,,,,,,yes,,,,no
,,,999.0,0.0,1.4,94465.0,,,,,fri,unknown,,,technician,,married,jun,nonexistent,no
35.0,96.0,,,,,,-42.7,,,,,,,,services,,,,,no
36.0,10.0,3.0,999.0,,,93918.0,,,,,,,university.degree,,admin.,,,jul,nonexistent,no
,700.0,4.0,,,-2.9,92201.0,-31.4,0.829,,cellular,thu,no,,,,,,,,yes
,192.0,,,0.0,,94465.0,,4962.0,5228.1,telephone,,,basic.9y,,,no,,,nonexistent,no
,,2.0,,,,,,0.846,4991.6,,,,,,self-employed,,single,,,yes
,,1.0,,,,,,,,telephone,,no,,no,,,married,may,,no
,,2.0,,,,,-42.7,,5228.1,,thu,no,unknown,,,,,jul,,no
,,,,0.0,1.1,,,,,telephone,wed,,high.school,,,,married,may,nonexistent,no
33.0,,,,,,,,1344.0,,,tue,,,yes,,,,,,yes
36.0,166.0,,999.0,1.0,,93.2,-42.0,,,,,no,high.school,,,no,,nov,,no
,578.0,,999.0,,1.4,,,4864.0,,,,,,,admin.,,single,,nonexistent,yes
,,,,0.0,,92843.0,,,,,,,,yes,,no,,mar,,yes
,,,,0.0,,,-36.4,,,,,unknown,basic.9y,,,,,may,nonexistent,no
,,,999.0,,,,-42.7,4962.0,,cellular,,,high.school,,,,single,,nonexistent,no
,,1.0,,,1.4,,,,,,,,high.school,yes,,,married,,nonexistent,no
52.0,,3.0,,0.0,-1.8,,-46.2,,,,mon,,,,,no,,,nonexistent,no
,,,,0.0,,,,4959.0,,,,,,,,no,married,,,no
,,,999.0,0.0,,,,,5191.0,telephone,mon,unknown,,,,no,,,,no
,305.0,,,,,93994.0,,,,telephone,thu,unknown,,,,,married,may,nonexistent,no
,,4.0,,,,,,,,,mon,,,,,no,,,,no
54.0,268.0,6.0,,,,,,,5228.1,,tue,,,,,,,jul,nonexistent,no
,,,999.0,0.0,,,,,,,,unknown,basic.4y,,,,,,nonexistent,no
,,,999.0,0.0,1.1,,-36.4,,5191.0,,fri,,basic.4y,,,,,,,no
33.0,385.0,,999.0,,,,,4.96,,,,no,,unknown,,,divorced,,,no
28.0,,,,,,,,,,,,,,,,,,may,nonexistent,no
,,3.0,,,,,,,5228.1,,,,,,,no,married,,nonexistent,no
47.0,,1.0,,0.0,,,,4968.0,,,thu,,,,,,,jul,,no
33.0,,11.0,999.0,,1.4,93444.0,,,,cellular,,,,,,no,single,,,no
,,,,0.0,,,,,,,,,university.degree,no,,no,,may,,no
,,,999.0,0.0,1.1,93994.0,,,,,,,unknown,,,,,,nonexistent,no
,7.0,,999.0,,-1.8,,,,,,tue,,,,admin.,no,,,,no
35.0,301.0,,999.0,,,,,1313.0,,,,,high.school,,,no,,may,,no
,,,,0.0,,,,,5228.1,,,no,,,,,,jun,nonexistent,no
,,,,0.0,,94215.0,,,,,,,,,,no,,jul,nonexistent,yes
48.0,,3.0,,,,,,,,,,no,high.school,,,,married,,,no
,,,,,,,,,,,,unknown,basic.4y,yes,,no,divorced,,,no
,,,999.0,,,,,4957.0,,,,,high.school,,admin.,unknown,,,,no
,,,,,1.4,,-36.1,4965.0,,,,,,,services,no,,,,no
,,,6.0,,,,,,,,,,professional.course,,technician,yes,,,success,no
,,,,1.0,-0.1,,-42.0,,5195.8,,,,,,,,,nov,,no
,141.0,,,0.0,,92713.0,,0.714,,,fri,,,yes,,,married,dec,nonexistent,yes
42.0,153.0,1.0,999.0,,1.1,,,,5191.0,,fri,,basic.9y,,,no,,,,no
32.0,,,,,1.1,93994.0,-36.4,,5191.0,,,no,,,admin.,no,,,,no
,595.0,,,0.0,,,-33.0,0.715,,,,,university.degree,,self-employed,,,dec,,yes
,,1.0,3.0,,,,,0.882,4963.6,,,no,,no,,no,married,,success,yes
41.0,,,,,,93918.0,,,5228.1,,wed,unknown,basic.6y,no,blue-collar,,single,,,no
36.0,235.0,1.0,,,,,-47.1,,,,,unknown,,yes,,no,divorced,,,no
,,,999.0,0.0,,93444.0,,,,,,,university.degree,,,no,married,aug,nonexistent,no
,,,999.0,,1.4,,,4963.0,,,wed,no,,,blue-collar,,,,,no
37.0,214.0,1.0,,,-1.8,,,,,cellular,thu,,,,,yes,,apr,,yes
,,3.0,999.0,,,,,,,,wed,,,,,,,,nonexistent,no
,,1.0,,,,,,,,cellular,thu,,,,entrepreneur,,,,,no
45.0,1063.0,1.0,,,,,,,,cellular,,,,,,no,,,nonexistent,no
,747.0,4.0,,,,93918.0,,4968.0,,,thu,unknown,,,,no,,,nonexistent,no
,142.0,1.0,,0.0,,,,4965.0,,,,,,,,,single,,,no
32.0,,3.0,,,,93994.0,,,,,,,,,admin.,,married,,,no
34.0,,,,,1.4,,-36.1,,5228.1,,fri,no,,,,,,,nonexistent,no
,256.0,,,,,,,0.714,,cellular,,,,,,,single,nov,,yes
43.0,,2.0,999.0,,,,,,5191.0,,,,,,,,,,nonexistent,no
,204.0,2.0,,,,,-41.8,4959.0,,,fri,,,,,,married,jun,,no
,,,,,,94055.0,,,,,,,high.school,,,,,jun,nonexistent,no
40.0,,1.0,,0.0,,93994.0,,,,telephone,,no,high.school,,,,single,,nonexistent,no
,,,,0.0,,,-41.8,4865.0,,telephone,mon,,,,,,,jun,nonexistent,no
,103.0,,,,,,,,,cellular,,,,,,,,jul,,no
31.0,,,999.0,,,,-46.2,,,,,no,,no,management,no,single,,,no
45.0,,,999.0,,,,,,,,,,university.degree,no,,no,,,,no
,136.0,,,,,93369.0,,,,cellular,,,,yes,student,,,,failure,yes
,,,999.0,0.0,,,-40.8,,5076.2,,,,unknown,,student,no,,jun,nonexistent,no
51.0,,2.0,,0.0,,,-42.7,,,cellular,,,,,,no,,jul,nonexistent,no
26.0,509.0,1.0,,0.0,,93918.0,,,,cellular,,,,yes,services,,,,,no
,90.0,,999.0,,,94027.0,,,,cellular,,,,,retired,no,,,nonexistent,no
,55.0,,,,,,,,,telephone,,,,,,yes,single,jul,,no
,,,,,,93994.0,,,,,,,,no,services,,,,,no
,,,0.0,,,,,1365.0,,cellular,thu,no,,,,,,apr,,yes
,588.0,3.0,,,1.1,,-36.4,,5191.0,,,,,,,,single,,,yes
,,3.0,,0.0,-1.8,92893.0,,,,cellular,,,professional.course,,,,,,,no
,,,,,,,,1299.0,,,,,,,,no,,,,no
,,,,0.0,,,,,,,,,basic.6y,,,no,,,,no
,,,,,,,-41.8,,,telephone,,unknown,,no,,,,,,no
,,,,0.0,,92893.0,,,5099.1,,,,professional.course,yes,technician,,,,,no
,,2.0,,0.0,,93075.0,,,5099.1,,,no,,,,no,,apr,,no
33.0,,,,,,92893.0,,1299.0,,,,no,basic.9y,,,,married,,,no
,,,999.0,,1.4,,-42.7,,5228.1,,,,,,,,married,,nonexistent,no
,,,,,,,,4864.0,5228.1,,,no,basic.4y,,,,,jun,,no
,,,,0.0,,,-36.1,,,,thu,,basic.4y,,housemaid,no,,,nonexistent,no
47.0,,8.0,,,,,-46.2,1266.0,,,thu,,,,,,,,failure,no
,,,,0.0,,,,,,,mon,,,no,blue-collar,,,may,,no
,,,,0.0,,,,,,,,,,,,,,,nonexistent,no
62.0,,3.0,,,,,,,,cellular,,,,no,technician,,,mar,,no
39.0,,1.0,,,1.4,,,4961.0,,,mon,,,,,,married,jun,,no
45.0,,,,,,,,,,,,,,,admin.,no,,nov,,no
,164.0,,999.0,,-2.9,,,0.873,,,thu,,university.degree,yes,admin.,,,aug,nonexistent,no
,,,,,1.4,,,4866.0,,telephone,,no,,yes,,,,,,no
35.0,,3.0,,0.0,,,,,5191.0,,,no,basic.4y,,,,,may,nonexistent,no
44.0,,11.0,,0.0,,,,,,,,no,,,,,single,jul,,no
37.0,,,,,,,-36.1,4964.0,,,,,professional.course,,,,,,nonexistent,no
,,,999.0,0.0,1.4,,-42.7,4963.0,,,,no,,,,,,,,no
,59.0,1.0,,,,,-36.4,,,telephone,,,,,,,single,,,no
38.0,,,,,,,,,5191.0,,,,,,,,,,,no
,,4.0,,0.0,,,,,,,fri,,unknown,no,,,single,,,no
,,,999.0,,-2.9,92469.0,,1029.0,,cellular,,,,,admin.,,,,,no
,570.0,,999.0,0.0,1.1,93994.0,-36.4,4864.0,5191.0,,fri,,university.degree,,,yes,,may,,no
56.0,,,,,1.4,,-42.7,,5228.1,,fri,,,yes,,,,jul,nonexistent,no
,241.0,4.0,,,1.4,,-42.7,4963.0,5228.1,,thu,,high.school,,,no,single,jul,nonexistent,no
,,2.0,,0.0,1.1,,-36.4,,,,,unknown,,no,,no,,may,,yes
50.0,,,,,,,,,,telephone,wed,unknown,,,,,,,,no
,,,,,-1.8,,,1405.0,,,fri,no,,,blue-collar,,,apr,,no
,,1.0,,,,,,4857.0,,,fri,,basic.9y,,blue-collar,yes,single,may,,no
,,1.0,,,1.4,,-42.7,,,,,no,,,entrepreneur,,married,,nonexistent,no
,,,999.0,,,93075.0,,,,,,no,,no,,,,,,no
34.0,259.0,3.0,999.0,0.0,,,-36.1,4968.0,,cellular,,no,university.degree,,admin.,no,,,nonexistent,no
,632.0,2.0,999.0,,,,,4076.0,5195.8,,thu,,,,,no,married,nov,,no
,,,,,,,,,5195.8,,,,professional.course,,,no,married,,,no
,,,,,,,,,5191.0,telephone,,,,,,,,,,no
39.0,,1.0,999.0,,,,,4964.0,,,,no,,yes,housemaid,,,,nonexistent,no
33.0,,4.0,,0.0,,,,,,,,,,,,,,jun,,no
,,3.0,999.0,0.0,,,,,,,,,,,,,,apr,,no
,,,,,,,-42.7,4963.0,,,,,,yes,,no,single,,nonexistent,no
35.0,,19.0,999.0,,1.1,,,4858.0,5191.0,,,,high.school,,,,,,nonexistent,no
,,,,0.0,,,-42.0,4153.0,,,,,,,blue-collar,no,single,,nonexistent,no
,,,,,,,,,,,,,university.degree,,,yes,,,,no
,39.0,5.0,,0.0,1.4,,-36.1,,5228.1,,,,university.degree,,,,,aug,nonexistent,no
,,2.0,,0.0,1.4,93444.0,-36.1,,,,tue,,professional.course,,,,,aug,nonexistent,no
,,8.0,999.0,0.0,,,,,,,,,,,,no,,,,yes
,48.0,,999.0,0.0,,,,,,,,,high.school,,,no,,,,no
,,,999.0,,,92893.0,,,,,,no,,yes,,,single,may,,no
,,,,,-1.8,,,1313.0,,,fri,,high.school,no,,,,may,,no
34.0,,8.0,,,,,,,,telephone,,no,basic.9y,yes,,,,,nonexistent,no
,,,,,,93075.0,-47.1,1445.0,,cellular,,no,,,blue-collar,,,apr,,yes
,,,,,,,-46.2,1.25,5099.1,,,,,yes,,,,may,,no
,,2.0,,0.0,,,,,,,,no,,,housemaid,,,jun,,no
,,1.0,,,-1.8,93075.0,-47.1,1365.0,,cellular,,,,,admin.,no,,apr,failure,yes
,,,,,1.1,93994.0,,,5191.0,,,,,yes,,no,,,nonexistent,no
32.0,,4.0,999.0,,1.4,,-42.7,,,cellular,,,university.degree,,,no,single,jul,,no
,94.0,,999.0,,1.4,93918.0,,,,,,,,,,unknown,,,,no
,,,,,-1.8,,,,,,,,,yes,,,,,,no
,,,,,,,,,,,thu,no,professional.course,,,,,,nonexistent,no
,,,999.0,,,,,,5228.1,,,no,,,,,,,,yes
,364.0,,,,,,,,5099.1,,,,university.degree,,,no,,,nonexistent,no
31.0,,,,,,92893.0,,,,,wed,,basic.9y,yes,,,married,,,no
,,,,,,93918.0,,,,,,unknown,,no,management,,,,nonexistent,no
,403.0,,999.0,0.0,1.4,,,4958.0,,,,,,,,,married,,nonexistent,no
31.0,135.0,5.0,999.0,,1.4,,-36.1,4963.0,5228.1,,tue,,,,self-employed,,,aug,,no
,,,,,,92893.0,,,,,wed,,,no,blue-collar,,,,,no
,,,,,,,,,5228.1,cellular,tue,,university.degree,no,,,,jul,,no
33.0,,1.0,,,1.4,94465.0,-41.8,4961.0,,,,,university.degree,,management,,,,,no
,,1.0,,,-0.1,,,,,,fri,,basic.6y,,services,,,,,no
,,,,,,,,,,,,,,,,,,nov,,no
53.0,,5.0,,,,93444.0,,4967.0,,,wed,,university.degree,no,,,married,,,no
31.0,157.0,,,,,93994.0,,,,,,,basic.4y,no,,,married,may,nonexistent,no
,166.0,,,,,,,,,cellular,,,,no,,,married,may,,no
,,,999.0,0.0,-1.8,,-46.2,,,,wed,,,,,no,,may,,no
51.0,236.0,,999.0,0.0,1.4,,,4961.0,,,tue,,,,,,married,,,no
,345.0,,,0.0,,,,,,,tue,,professional.course,,technician,,,,nonexistent,no
,176.0,,999.0,,,,,,,,,,,no,management,,,apr,,no
38.0,,,,0.0,,,,,,telephone,fri,,,,,,,,,no
,390.0,1.0,999.0,,,,,,,,mon,no,high.school,no,services,,,,,no
,,,,0.0,,,-42.7,,,,,,,,,no,divorced,,,no
,,5.0,,,1.4,,,,5228.1,,,,high.school,,,,,jun,,no
,246.0,,,,,,,,,telephone,,,,no,,no,,jul,,no
72.0,,8.0,,1.0,-2.9,,-31.4,,,,,no,,,,,,aug,,yes
,,,,0.0,,,,,,cellular,,,university.degree,,technician,,married,aug,,no
,,,999.0,,1.1,93994.0,,,,telephone,,unknown,,,,,,,,no
,,,,,1.4,,-42.7,,,,,,basic.6y,,,yes,,,,no
,115.0,,999.0,,,,,4857.0,,,,unknown,,,housemaid,no,,may,,no
38.0,,4.0,,,1.1,,-36.4,,,,thu,,,no,,,,,,no
,244.0,1.0,,,,,,,5099.1,,,unknown,basic.9y,yes,,,,apr,,no
,,,,,,,-42.7,,,,,,high.school,,,,,jul,,no
,,,999.0,0.0,,,-42.7,4961.0,,,,,university.degree,,admin.,,,,,no
,,,,,,,-50.8,,,,,,,yes,,,,,,yes
31.0,146.0,2.0,,,,94465.0,,,5228.1,telephone,wed,,high.school,,,yes,,jun,,no
26.0,200.0,2.0,,,,,,,,,,no,,,,yes,single,,,no
,,2.0,,,,,,,,,fri,,high.school,yes,admin.,yes,divorced,nov,,no
,,,999.0,0.0,1.1,,,4857.0,,,,,basic.4y,,services,no,,,,no
,,1.0,,,-1.8,,,,,,,,university.degree,,,,married,apr,,no
,,,,,,93444.0,,,,cellular,,no,,,,,,,,no
26.0,,3.0,,,1.4,,,,5228.1,cellular,,,,,,,,,,no
,207.0,,,,,,-36.4,,,telephone,fri,,,,,,,,,no
,,,,,,,,,,,,,high.school,,admin.,,,apr,,no
,,1.0,999.0,,-1.8,,-46.2,1266.0,,cellular,,,,yes,,,single,,,no
,531.0,2.0,,0.0,,,-36.4,,,,,,high.school,no,blue-collar,,divorced,,,no
,,,999.0,,,,,,5099.1,,,no,,,,,single,mar,,yes
,,,,,,,,,5017.5,,,,high.school,yes,,,,,,no
,,,999.0,0.0,-2.9,,-31.4,,,cellular,,,,,retired,,,,,no
,168.0,,,,,92893.0,,1281.0,5099.1,,,no,,,,,married,,nonexistent,no
,116.0,,999.0,1.0,-3.4,,,0.719,,,,,,,,,,,,no
,,,999.0,,,93.2,,,,,thu,,university.degree,,admin.,,single,,,no
,,,999.0,,,,,,,cellular,,no,,,,,,jul,,no
,,,,,,93994.0,,,,,,no,,,management,no,,,,no
59.0,,1.0,,,,,,,5228.1,cellular,wed,unknown,,,retired,,,,,no
,,,999.0,,-1.7,,,,,cellular,,,,,admin.,,,,failure,no
,,1.0,999.0,,,,,,,,,,,no,,,single,jun,,no
,,1.0,,4.0,,94055.0,-39.8,,4991.6,,,,,yes,,,,jun,,yes
,,,,,,,,,,,,no,,yes,,,,,,no
51.0,,,,,1.1,,,,,,,,,,,no,married,may,,no
,,8.0,,0.0,,93918.0,-42.7,,,,,,professional.course,,,,,jul,,no
,,,,,,92379.0,,,,,,,,yes,,,married,sep,,no
30.0,,,999.0,,,94465.0,,,5228.1,,,,high.school,,admin.,,,jun,,no
,,,,,-1.8,,,,,,fri,,high.school,,admin.,,,,,no
,173.0,8.0,,,1.4,,,4962.0,,,,,,,,,married,,,no
,,,,0.0,,93444.0,,4962.0,,,,,,yes,,,married,aug,,no
54.0,,,,,1.4,,,,5228.1,telephone,fri,,,yes,,,,jun,,no
,,1.0,,,,,-36.4,4857.0,,,fri,,high.school,,,,,may,,no
,,2.0,,,-0.1,,,4191.0,5195.8,,,,,,,no,,,nonexistent,no
33.0,110.0,1.0,,,,92893.0,-46.2,,,,,no,,,,,,may,failure,no
,,,4.0,,,,-40.8,1286.0,,,,,,,,,,,,no
,,,,,,93918.0,,4957.0,,cellular,fri,no,basic.9y,no,blue-collar,,married,,,no
,,,,0.0,1.4,,,,5228.1,,,no,,no,,,,aug,,no
,,1.0,,0.0,,,,,,,fri,no,basic.9y,,,,,,nonexistent,no
,,,,,1.4,93918.0,,4963.0,5228.1,cellular,,,,,blue-collar,,,,nonexistent,no
,119.0,,,,-0.1,93.2,,,,telephone,thu,,university.degree,,admin.,no,,,,no
,86.0,1.0,,,,,,1259.0,,,,no,university.degree,,,no,,,,no
36.0,54.0,,,,,,,4962.0,,,,no,high.school,yes,,,divorced,,,no
29.0,140.0,,,,,93444.0,-36.1,,5228.1,,,,,no,admin.,,,aug,nonexistent,no
55.0,,,,0.0,,,,4967.0,,,,,,,,,married,,,no
,,1.0,,,-3.4,,,,,,,,,,,,single,,nonexistent,no
,,,,,1.1,,-36.4,,,,mon,,basic.9y,,blue-collar,,married,may,,no
25.0,,,,,,92893.0,,1327.0,,,thu,no,,,,no,,may,,no
42.0,111.0,2.0,,,1.4,,,4961.0,5228.1,telephone,,unknown,,,,,divorced,jun,,no
,,1.0,,,,,-42.0,,,,,,university.degree,,admin.,,,nov,nonexistent,no
28.0,94.0,2.0,,0.0,1.4,93918.0,,,,,,,university.degree,no,,,single,,,no
,218.0,1.0,999.0,,,93918.0,,,,,,,,,,,,,,no
32.0,,,,,-2.9,92963.0,,,,,,no,university.degree,no,,,,,,yes
31.0,,,999.0,0.0,,,-46.2,,5099.1,cellular,,,,,blue-collar,,married,,,yes
,,,,0.0,1.1,,-36.4,,,,thu,no,basic.9y,yes,blue-collar,no,,,,no
,,4.0,,,1.1,,-36.4,,5191.0,telephone,,,unknown,,,,,,,no
28.0,,1.0,,0.0,,,-34.6,0.663,,cellular,,,university.degree,yes,,,single,apr,,no
,,,,,,93876.0,,,,,,,university.degree,,technician,no,,may,,yes
52.0,,,999.0,,-3.4,,,0.714,,cellular,thu,,,no,,no,single,,,no
,1756.0,,999.0,,,93918.0,,,5228.1,,,,,no,,,,jul,,no
30.0,131.0,2.0,,0.0,,,-42.0,,,,,,high.school,no,,,,,,no
,,,,,1.4,,,,,,fri,,,,,,married,aug,,no
28.0,,,999.0,,-2.9,92963.0,-40.8,,,,,,,no,,,,jun,,yes
36.0,,,999.0,0.0,,93444.0,,4964.0,5228.1,cellular,fri,,,,,,,,,no
,,3.0,,,,,,,,,,no,university.degree,,,,married,,,no
,,,,0.0,,,,,,,tue,,,,,,,,,no
,,1.0,,,1.4,94465.0,,,,,mon,,,,unknown,,married,,nonexistent,no
,99.0,,,,1.1,,-36.4,4857.0,5191.0,,,,,no,,no,,may,,no
,,,999.0,,,93075.0,,1405.0,,,,,,yes,,,married,,failure,no
,,4.0,999.0,,,,-42.7,,,telephone,,,,,,no,,jul,,no
35.0,,1.0,,,,,,,5228.1,,,,,yes,,,,,nonexistent,no
,,,,0.0,,,,,,,,no,,yes,admin.,,,jul,nonexistent,no
,,,,,,,,,5228.1,,,,,yes,retired,,,,,no
31.0,,2.0,,,1.4,,-41.8,4864.0,5228.1,,,no,basic.9y,no,,,single,,,no
35.0,461.0,,,,,93994.0,-36.4,4855.0,,,,,basic.9y,,,,,may,nonexistent,no
,,,,,,93994.0,,,,,,no,,,services,no,,may,nonexistent,no
,,,999.0,0.0,-0.1,,-42.0,4021.0,5195.8,,fri,no,professional.course,,,yes,,nov,,no
,,,,,,,-36.4,4859.0,5191.0,telephone,fri,,,yes,,no,,,,no
59.0,,,,,,,,1405.0,5099.1,,mon,,,,,,divorced,apr,,yes
31.0,,,,,1.4,,,4966.0,,,,,,,,,,,nonexistent,no
,263.0,,999.0,,,,,1252.0,5076.2,cellular,,,,,housemaid,,,,,yes
,,,,,-0.1,,-42.0,,,cellular,,unknown,,,housemaid,,single,,,no
,,,,,,,,,,,,,,,admin.,,,,,no
,212.0,,,,1.4,93918.0,,,,,tue,no,,,admin.,no,single,,,no
,108.0,,,0.0,1.4,93444.0,,,,,fri,,,,technician,,,aug,,no
,283.0,,,0.0,,,,,5099.1,cellular,,,,no,,,,,nonexistent,no
,214.0,,,,,,,4964.0,,cellular,wed,,,,,no,married,,,no
59.0,,2.0,999.0,0.0,1.4,93444.0,,,5228.1,cellular,,,,,,,married,,nonexistent,no
55.0,548.0,,,1.0,,,,,,cellular,,,,,admin.,,,,,no
34.0,,2.0,,,1.4,,-42.7,4961.0,,cellular,,no,university.degree,,,,,,,no
,,,,0.0,,93075.0,,,5099.1,cellular,,,,,,,married,,,no
26.0,,,999.0,,,93918.0,-42.7,,,,thu,,university.degree,no,,,,,,no
,,,999.0,,,,,,,,,,,,,,,,nonexistent,no
,,2.0,,,,,,,5099.1,,,no,university.degree,,management,,,may,nonexistent,no
,397.0,,,,,,,4962.0,5228.1,,,no,,,,no,,,,no
44.0,181.0,,999.0,,1.4,,,,,,,,,,,no,,jul,,no
,,,,,,93075.0,,,,cellular,thu,no,university.degree,,,,,,,no
62.0,113.0,1.0,999.0,,,92649.0,,,5017.5,,,,,,,,married,,,no
,,,,,,,,0.859,,,,,,,,no,married,,,yes
,,5.0,,,1.4,94465.0,-41.8,4961.0,,telephone,tue,unknown,high.school,no,,,,jun,,no
,,,,0.0,,,-46.2,1344.0,5099.1,,,no,,,blue-collar,no,married,,nonexistent,no
,,,,,,,,,,,thu,,,no,,,married,,,no
,,,,,,,,,5228.1,,,,,,,no,,,nonexistent,no
,,,,,,,-46.2,1291.0,5099.1,,tue,,,,,yes,,,nonexistent,yes
,,,999.0,,,,,,4991.6,,thu,no,basic.4y,,retired,,,,,no
31.0,25.0,,,,,,,4959.0,,,,no,university.degree,,admin.,no,,,,no
42.0,77.0,,,,,93918.0,,,5228.1,cellular,mon,unknown,,,,no,,jul,,no
,93.0,1.0,,,1.1,93994.0,-36.4,4856.0,,,,,,no,,,divorced,,,no
37.0,515.0,2.0,999.0,,,,,4966.0,,telephone,,no,,,,,,jul,,no
,,,,,,,,4021.0,,,,,university.degree,,,,divorced,,,no
,18.0,,,,,,-41.8,4959.0,5228.1,telephone,fri,,,,management,,,,,no
71.0,,2.0,999.0,,,,,,,,,,,,retired,no,,nov,,no
,919.0,,,,1.1,,,,,telephone,tue,no,,,,,,,,no
,101.0,,,,1.4,,,4963.0,,cellular,thu,,high.school,yes,services,,,,,no
,,,,,,93.2,,,5195.8,cellular,,no,,,,,,,,no
,122.0,,999.0,,,,,,,,,,university.degree,,,,,,,no
,,,,0.0,,93918.0,-42.7,,,,,,high.school,yes,,,,jul,,no
,259.0,,,0.0,,,-47.1,1405.0,5099.1,,,,,no,,,,,,no
,,,999.0,2.0,,,,0.81,,,,,,,,,,,,no
,,,,,,,,4858.0,,telephone,mon,no,high.school,,,unknown,,,,no
,,,10.0,1.0,,,-46.2,,5099.1,telephone,tue,no,basic.6y,,,no,,may,,yes
60.0,,,,,,,,4962.0,,,,,,,retired,no,,,,no
29.0,,,999.0,0.0,,,,,,cellular,,,,,admin.,,married,,nonexistent,yes
,,1.0,,0.0,,,,,,,,,,,,,married,,,yes
32.0,,,,1.0,,93.2,,,5195.8,,,no,high.school,yes,,,,,,no
,,,,,1.4,,-36.1,,5228.1,,,,high.school,,technician,,,,,no
35.0,13.0,,,,,,,,,,,,,,blue-collar,,married,,,no
37.0,137.0,,,,,,,1.05,,,,no,,,,,married,,,no
58.0,233.0,,,,,,,,,cellular,,,,,,no,married,,,no
43.0,,,,,1.4,93918.0,,4.96,5228.1,cellular,mon,,high.school,no,,,,,,no
,,,,0.0,-0.1,,,,5195.8,cellular,thu,,professional.course,no,services,,,nov,nonexistent,no
49.0,,,,,,,,4.86,,,thu,unknown,,,,,married,,,no
43.0,105.0,,999.0,,,92893.0,,,5099.1,,,,basic.9y,,,,,,,no
51.0,,3.0,,,,94465.0,,4959.0,5228.1,,,no,university.degree,,management,,married,,,no
,,,,,,93.2,-42.0,,,,,no,,,,,,nov,,no
,984.0,,,,,,-46.2,,5099.1,cellular,wed,no,,,,no,,,,yes
42.0,95.0,,,0.0,,,,,,cellular,fri,,university.degree,,,,married,,,no
47.0,,,,0.0,,,,,,,mon,no,,,,no,,jul,,no
,,,,,,93444.0,,,5228.1,,,,,,,,,,,no
,,,,0.0,,93918.0,,4962.0,,,,,,,,no,,jul,,no
,,,,,,93075.0,,1445.0,5099.1,cellular,,no,,,admin.,,,,,yes
43.0,,2.0,999.0,,,93994.0,,,,,fri,,professional.course,,technician,,,,nonexistent,no
54.0,,,,0.0,1.4,94465.0,,4961.0,5228.1,telephone,tue,,,,,yes,married,,,no
38.0,7.0,,,,-1.8,,-47.1,1405.0,,,,,,yes,,yes,,apr,,no
,22.0,,,,,,,,,cellular,,,,,,,divorced,,,no
,,,,,,,-47.1,1466.0,,,mon,,,yes,,,,apr,,no
,115.0,,,2.0,,,,,,cellular,,,,,admin.,no,,oct,,no
,,2.0,999.0,,-3.4,,,,,,wed,,high.school,,unemployed,,,,,no
45.0,165.0,2.0,,0.0,,,-36.4,,,telephone,,,,no,,no,,may,,no
,,1.0,,0.0,,,,4959.0,5228.1,,,,,,,,married,,nonexistent,no
47.0,,,,,,,-41.8,,5228.1,,,,basic.4y,,,,,,nonexistent,no
,,,,0.0,,,,1405.0,5099.1,,,,,,management,no,married,,nonexistent,no
35.0,472.0,3.0,,,1.4,,,4965.0,,,,no,university.degree,,,,,,nonexistent,yes
,,1.0,,0.0,,,-42.7,4963.0,5228.1,cellular,,,university.degree,no,,no,,,,no
55.0,,,,,1.4,93918.0,-42.7,,,telephone,,unknown,unknown,,,no,single,jul,,yes
,,1.0,999.0,,,94465.0,,4961.0,,,thu,no,university.degree,,,,,,,no
,,,,,,,,,,,,,,,,no,,,,no
,12.0,,,,,,-40.4,,,telephone,fri,,university.degree,,,,married,,,no
