class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,,s,n,f,,f,w,b,h,t,e,f,,w,w,p,,,,,s,g
e,,,y,,l,,,b,,e,c,s,s,,,p,,o,p,,s,g
p,,,g,t,,f,,,w,t,b,s,f,,w,p,w,,p,,s,u
p,f,y,e,f,s,,,,b,t,,k,k,p,p,p,,o,,w,v,
e,,,e,t,n,,c,b,w,,b,s,,,g,,,,p,,y,
p,f,f,g,,,f,,b,,e,b,,k,,p,p,,,l,h,,d
p,f,y,,f,f,,c,b,,e,,k,,p,n,p,w,o,l,h,y,p
p,f,,,f,f,f,c,n,b,,,k,s,,,p,w,o,e,,v,p
p,f,s,,,,f,c,,b,t,?,,k,,p,,,o,e,w,v,p
p,x,s,e,,y,,c,n,b,t,,s,s,p,w,p,w,,,w,,d
e,,,g,f,n,f,,,,t,,,s,w,w,p,w,,e,k,a,g
e,s,f,,f,n,f,c,,k,e,e,,s,w,w,p,w,o,p,,v,u
p,f,,,t,p,f,c,n,,e,,,,w,w,p,w,,p,k,v,u
p,f,s,,t,,,c,,,e,,s,s,w,w,p,w,t,p,,v,g
p,f,s,w,,f,f,c,b,w,t,b,,s,,w,p,w,o,p,h,v,g
p,f,s,n,f,f,f,c,,b,,,s,k,w,w,p,w,,e,,,d
e,,f,e,t,n,f,,,p,,,s,s,w,w,p,,o,,n,y,d
e,,,,,n,f,w,,n,,e,,f,w,w,,w,o,e,n,,g
e,s,f,,f,n,,c,n,k,e,e,s,s,w,w,,w,o,,,,u
p,,y,e,f,,f,,n,,t,?,k,,w,,,w,o,e,w,,l
e,,y,,,l,f,,b,g,e,c,,s,w,w,p,w,o,,k,s,g
p,f,s,n,f,,f,c,n,,,?,s,s,w,p,p,w,o,e,w,v,d
p,x,y,y,f,,,c,b,p,e,,,k,b,b,,w,o,l,h,y,p
e,f,,e,t,n,f,c,,w,,,,s,,,p,w,,p,k,y,d
e,f,,,f,n,f,w,b,h,t,e,,,,w,p,,,e,n,s,g
e,x,y,,t,a,f,c,b,n,,,s,y,w,w,p,w,,,,s,
e,x,f,n,f,n,,w,b,h,t,e,f,f,w,,,,o,e,,a,g
p,x,s,e,f,,f,,,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,x,y,,f,,f,,n,b,,?,s,k,p,w,p,w,o,e,,v,
p,f,y,g,f,,,,,,e,,k,k,,n,p,w,,,h,v,g
p,,y,y,,f,f,c,b,h,e,b,k,k,,b,p,w,o,l,,v,d
e,x,,e,,n,f,,b,p,t,,s,s,w,p,,w,,p,n,,d
p,,,,f,,,c,,b,,?,,s,,,p,,o,e,w,v,l
p,,,g,,f,f,c,b,,e,,k,k,p,,p,w,o,l,h,,g
e,,f,g,f,n,f,w,b,p,t,,s,f,w,,p,,o,e,,,g
p,f,,,f,,,c,n,b,t,,s,k,w,w,,,o,,w,v,p
e,f,f,n,,n,f,c,b,w,,b,s,s,g,g,p,,,,n,,d
e,,s,w,t,l,,,b,g,,,s,s,w,w,p,w,,p,n,,m
e,x,f,,t,,f,c,b,n,t,b,s,s,w,p,,,,p,,,
e,x,f,,f,n,f,w,,p,t,e,s,f,w,w,p,w,,e,n,a,g
p,f,,e,,,f,c,n,,t,?,,k,,p,p,w,o,,w,v,l
p,k,y,n,f,f,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,l
e,b,s,,t,,f,,b,k,,,s,,w,w,p,,o,,,n,
e,,,,t,n,,,b,,,,s,s,,p,p,,o,p,k,,d
p,,s,w,t,,,,b,h,t,b,,s,w,w,p,w,,,h,,g
p,,s,n,f,y,f,c,n,,t,?,s,k,p,,p,w,o,e,w,v,l
p,x,f,g,f,f,,,,h,e,,k,,,,p,w,o,,h,,g
e,f,y,n,t,n,f,c,b,n,t,,,s,,w,p,,o,p,n,v,d
e,,f,e,,,,c,b,,,b,s,s,g,p,p,w,,p,n,y,
e,f,y,,t,,f,c,b,p,t,b,,,w,p,p,w,o,p,n,y,
e,f,f,,,n,f,w,b,,t,e,,,w,,p,w,o,e,n,s,g
p,x,s,,t,f,f,,b,w,,b,s,,w,,p,,o,,h,v,
e,,y,c,t,n,,c,b,w,e,b,,s,w,w,,w,t,p,,,p
p,x,,e,,,f,c,n,b,t,?,k,,p,p,,w,o,,,,p
e,,,,t,,f,c,b,,e,?,s,,e,,p,w,t,e,w,,
e,f,,g,t,n,f,c,b,,,b,s,s,g,p,p,,,p,k,,d
e,f,s,n,,n,a,c,,n,,?,s,s,,,p,,,,,c,l
p,f,y,,,,f,,b,,,b,,k,,n,p,,o,l,h,,p
e,f,f,,,n,f,c,b,,t,,,s,,p,p,w,o,p,n,,d
e,f,f,,t,n,f,,b,u,t,b,s,s,,p,,w,o,p,n,,d
p,,y,,f,y,,c,n,b,t,?,,s,w,w,p,w,o,e,w,v,p
e,f,f,g,,,f,w,b,k,t,e,s,s,w,w,p,w,o,e,,,g
e,f,f,n,t,,,c,b,n,t,,,,,,p,,o,p,n,y,
e,b,s,,,l,f,c,b,,,c,s,s,w,w,p,w,,p,n,n,m
p,f,y,,,s,,c,,,t,?,,s,,w,p,w,o,e,w,v,d
e,k,s,g,f,n,f,w,b,p,,?,s,k,w,w,p,w,t,p,w,,g
p,,s,n,f,f,,,,b,,,k,k,p,p,p,w,,e,w,,d
e,f,f,g,f,n,f,,n,n,,,,,w,w,p,w,o,p,k,v,u
p,x,y,,f,,f,c,b,g,e,b,k,,n,,p,w,o,l,h,,
p,b,f,,,,,c,n,w,,?,,y,,,p,w,o,,,v,
e,k,f,,,n,f,w,b,g,e,?,s,s,w,w,p,w,,p,w,s,g
p,,s,w,t,p,f,c,,p,e,e,s,s,w,w,p,,,p,,v,
p,f,f,y,,f,f,c,b,,e,b,,k,p,p,p,w,,l,h,y,d
p,,y,e,,s,f,c,n,,t,,k,s,w,w,,w,,,,v,p
e,f,,n,,n,f,w,b,p,t,e,s,f,w,w,p,,o,,,s,g
p,,,y,f,f,f,c,b,g,e,b,,k,n,p,p,w,o,l,h,y,p
e,f,y,,f,,f,c,,w,e,?,,,w,w,p,w,o,f,h,,d
p,,y,,f,,f,c,b,h,,b,,k,p,b,p,w,o,,h,v,p
e,k,f,w,,,f,,,w,e,?,k,,,w,,,t,,w,n,g
e,b,,,t,a,f,c,b,,e,c,s,,w,w,p,,o,,n,s,g
p,,y,,f,,f,c,b,g,,b,,k,p,n,,,o,l,,v,d
p,f,y,n,t,p,f,c,n,p,,,s,s,,w,p,w,,,k,s,u
e,,f,g,,n,f,c,,w,t,b,,,g,p,,w,,p,,v,d
e,f,f,n,,n,,c,b,p,t,b,s,s,,,p,w,o,p,k,v,d
e,b,s,y,t,,f,,b,k,,c,s,s,w,w,,w,,,,s,g
p,f,s,,f,,,c,,b,t,,k,,,,,w,o,e,w,,d
e,x,,n,f,,,c,b,y,e,?,s,s,,,p,,,,,v,l
e,x,y,,t,n,f,c,b,,t,b,s,,g,g,,,,,k,,
e,f,y,,,,f,c,b,u,t,,,s,w,w,p,w,,p,n,,
e,x,f,n,,n,,c,,n,,,s,s,,p,p,w,o,p,,v,d
e,x,,,t,l,,c,,,,,,,w,,p,,,,k,,m
e,x,y,,,a,f,c,b,k,e,c,s,s,w,,p,w,o,,k,s,m
e,x,f,g,t,n,f,c,,,,b,,,w,w,p,w,,,,v,d
e,x,f,g,f,n,f,,b,k,,e,f,,w,w,p,,o,,,a,g
p,x,y,e,f,m,a,,b,,e,,k,,c,c,,,n,n,,c,d
e,f,y,g,t,n,f,c,,p,,b,,,p,w,p,,o,p,n,,d
e,,,g,,n,f,w,b,k,,,,,w,,p,,,e,n,a,g
e,x,y,w,t,,,c,b,w,,,s,s,w,w,p,,,,k,s,g
p,,y,n,f,s,f,,n,b,t,,k,k,,w,,w,o,,w,,d
e,x,y,g,,n,f,c,,w,t,b,,,,w,p,w,o,p,,,d
p,,y,g,,f,,c,b,p,,b,,k,p,,,,o,l,,v,p
e,x,y,n,,n,,c,b,p,t,,s,s,g,p,,w,,p,k,v,d
p,x,,,,f,f,c,b,,e,,,k,b,n,p,w,o,l,,v,p
e,,,g,t,n,f,,,u,,b,s,s,g,w,p,w,o,,,,d
p,x,s,p,f,c,f,w,n,,,b,s,s,w,,p,w,o,p,,,d
e,x,y,g,t,n,f,c,b,,t,b,s,s,,g,p,w,o,p,k,y,d
e,k,y,e,,n,f,c,b,e,,?,s,,,w,p,w,t,e,,,w
p,x,y,g,,f,f,,,p,e,b,k,,,,,w,o,l,h,,p
e,f,f,n,t,n,f,c,,p,t,,s,,,,p,,o,p,n,,
e,f,f,,t,n,f,c,b,,,,,s,,,p,,o,p,,y,d
e,x,f,g,,,,,b,u,t,b,s,,p,w,p,w,o,p,,y,
p,x,y,,,,f,,b,p,e,b,k,k,,,p,w,,,h,,g
p,,y,y,,f,f,c,b,p,e,b,,k,p,p,p,w,o,l,,y,
e,,f,g,,n,,c,,w,,b,,s,,p,p,,,p,n,,
p,,,,f,f,,c,n,,t,?,,,,,p,w,,,w,v,d
p,k,s,,,,,c,,b,t,,k,s,,p,,w,o,e,w,,
e,x,s,g,,n,f,w,b,w,e,,s,,w,w,p,,,p,w,n,g
p,,y,e,f,f,f,c,n,,,?,k,k,w,,,,,e,w,v,p
e,k,,g,f,n,,,,w,,,,,w,,p,w,t,p,w,,
p,f,,y,f,,f,c,b,g,e,b,,k,n,n,p,,,,h,v,d
p,b,s,,t,n,f,,b,w,e,b,s,,w,w,p,,t,p,r,v,m
e,f,,w,f,n,f,w,,,t,,f,s,,,p,,o,e,,,g
p,k,s,n,,y,f,,n,,,?,s,s,p,p,p,,o,,w,,l
e,k,,,f,n,f,w,,g,e,?,s,k,w,,,w,t,p,w,s,g
p,f,s,e,f,s,f,,,b,t,,k,s,w,,p,w,o,e,w,v,l
p,f,s,n,,,,,n,,e,,s,s,w,,,,,,n,,u
p,f,y,n,,y,f,c,n,,t,?,k,,w,,,w,o,e,w,,l
p,x,,y,,f,f,c,,g,e,,k,k,p,,,,o,,,v,
p,,y,g,,f,,c,b,,,,k,k,,,,w,o,l,h,y,
p,f,s,g,t,,f,c,b,p,t,,s,f,w,w,p,w,o,p,h,,g
p,k,s,n,f,,,c,n,b,t,,k,s,w,,p,w,o,e,w,v,l
p,x,s,w,,,f,c,,,t,,f,f,,w,p,w,o,,,,g
p,f,f,,f,f,,c,b,g,,b,k,k,,,,w,o,,h,,g
p,f,,,f,s,f,c,n,,t,,s,,w,p,p,w,o,,w,v,p
e,x,f,e,t,n,,c,,u,t,,s,s,g,w,p,w,o,p,k,y,
e,s,f,,,n,f,,n,n,e,e,,s,w,,,,o,p,n,v,u
p,x,f,y,f,f,f,c,,,e,,,k,,b,p,w,o,l,h,y,p
e,f,s,,f,n,f,w,,h,,e,s,,w,w,p,w,o,e,n,a,g
p,,f,g,f,f,,c,,p,e,,,,,p,p,w,o,l,h,,p
e,x,s,,f,,,w,b,,t,e,,s,w,,p,,o,e,k,s,
p,x,f,g,f,c,,w,,,,,s,s,w,w,,w,o,,,,d
e,f,,n,t,n,f,c,b,w,t,b,s,,g,,,w,,p,n,y,d
p,x,,y,,,f,c,b,,e,b,k,,n,b,,w,o,l,h,y,
p,x,s,w,f,,f,w,n,g,,,s,s,,w,p,w,o,,,,d
e,x,f,g,t,,f,c,,n,t,b,s,s,p,p,p,,o,,n,,
e,f,,g,,n,f,,b,,t,e,,,w,w,p,,o,e,,a,
p,f,f,y,f,f,f,,,p,,b,k,k,p,,,w,o,,,v,d
p,,s,n,,s,f,c,n,b,,?,,s,p,p,p,w,o,,w,,d
p,f,s,n,f,y,f,c,n,b,t,?,s,k,w,,p,w,o,e,w,v,p
e,x,f,g,f,n,,w,b,p,t,,s,s,,,p,w,,e,n,s,g
e,,s,,,a,f,,b,n,e,c,s,,w,w,,w,o,p,k,s,m
e,f,y,u,f,n,,,,u,e,?,s,,w,w,p,w,o,,h,y,d
p,,,g,,f,f,c,b,p,e,b,k,k,,n,p,w,o,l,h,,
e,x,y,w,t,a,,c,,k,e,c,s,,,w,,,o,,n,s,
e,,y,,t,n,f,c,b,w,e,?,s,s,w,,p,w,t,e,w,c,w
p,,f,g,,f,f,c,b,,e,b,,k,n,,,w,o,,h,v,g
p,,y,y,,f,,c,,,e,b,k,k,n,n,,w,o,l,h,v,p
e,x,,e,t,n,f,c,,,,b,,s,w,g,p,,o,p,k,v,d
e,x,s,n,f,n,a,c,,n,,?,s,s,o,o,p,o,o,p,y,c,l
e,f,s,n,f,,,w,b,p,t,e,s,,,w,,,,e,,a,g
p,f,y,y,f,,f,,,h,e,b,,,p,,p,,o,,,,
p,k,y,n,,m,,c,b,y,e,c,k,,c,c,p,w,n,,w,c,d
p,,s,b,,f,f,,,,,b,,s,w,w,p,w,,p,h,,
p,f,,n,,f,f,,n,,t,,s,s,,p,p,w,o,e,w,v,
e,,,g,f,n,f,,b,g,e,?,s,k,w,w,,,,p,,,g
p,x,f,g,f,f,f,c,b,h,e,,k,k,p,p,,w,o,,h,y,
e,f,,e,t,n,f,c,b,,,b,s,s,p,,,w,,p,n,v,d
p,x,y,n,t,p,,c,n,n,e,e,,s,w,w,p,,o,,n,v,u
e,x,y,b,,n,,,b,,e,?,,,,,p,,,e,w,,
e,x,y,g,t,,f,,,,t,,s,,p,,p,w,o,p,,v,d
e,,f,g,f,n,f,,b,g,,,k,,w,,p,,t,p,w,n,
p,x,,,f,s,f,,n,b,,?,,s,p,w,p,,o,,w,,l
p,,f,,f,f,,,b,h,e,b,k,k,p,,p,w,,l,h,y,
e,b,s,w,,n,f,w,b,g,,,,s,w,,p,w,,,w,n,
p,f,y,g,,f,,,,g,e,b,k,,n,b,,w,o,l,,,g
e,x,,,t,,f,c,,p,,r,s,y,,,p,w,o,,k,y,g
e,,y,,t,n,,c,,u,t,b,s,,p,w,p,w,,p,k,v,d
e,f,y,e,,n,f,c,b,,t,,,,p,g,p,w,,p,k,y,d
p,x,y,n,f,,,,,b,t,?,,s,,w,p,w,,e,w,v,l
p,,s,n,,s,,c,n,,,?,,s,,p,,w,o,,w,v,d
p,x,,w,t,p,f,c,n,k,,e,,s,w,w,,,,p,k,v,u
p,x,y,,,y,,c,n,,t,?,s,s,p,w,p,w,o,e,w,v,d
p,,f,y,,f,f,c,b,,e,b,k,,b,n,p,w,,,,y,g
p,x,f,g,f,f,f,c,,,e,,k,,p,b,,w,o,l,h,,g
p,,,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,,
e,,s,,f,n,f,w,,h,t,e,f,f,w,,p,w,o,e,,a,g
e,x,s,,f,n,f,w,b,,t,e,f,,,w,p,w,,e,k,s,g
p,f,y,g,f,f,f,c,b,g,,b,k,k,p,b,,w,,,h,y,g
p,x,f,,f,f,f,c,b,g,e,b,k,,n,,p,,o,l,h,y,p
e,f,y,,t,n,f,c,b,,t,b,s,,w,w,,,o,p,,,d
e,,y,n,t,n,f,c,,,t,b,,s,g,p,p,w,o,p,,,d
p,f,y,n,f,,f,c,n,b,t,?,s,k,p,,p,w,o,,w,,p
e,k,s,,t,n,f,c,b,e,,,s,,w,w,p,w,,e,,c,w
e,f,,,f,n,,w,,n,t,e,f,,w,w,p,,o,,k,s,g
p,f,y,y,f,,f,c,,p,e,b,,k,n,p,,w,o,l,h,v,g
e,,f,,t,n,f,,b,n,t,,s,s,g,g,p,,o,p,n,v,d
e,x,,e,t,n,f,c,b,p,,b,s,,,w,p,w,,p,,y,d
p,k,s,e,f,s,f,,n,,,,s,s,w,,,,,e,,v,
p,x,y,y,,f,,c,b,h,,b,k,,,,p,w,,,h,,g
p,f,s,n,f,y,f,c,n,,,?,k,s,,w,,w,o,e,w,v,
p,x,,g,f,c,f,c,,,,,s,s,w,w,p,,,p,n,s,
p,,,b,t,f,f,,b,w,t,,f,f,w,w,p,w,o,,,,g
e,,y,y,t,a,,,b,g,e,c,,s,,,p,w,o,p,n,s,m
p,k,s,n,,,f,c,n,b,t,?,s,k,p,p,p,w,,e,w,v,d
e,f,y,n,,n,,c,,,t,b,s,s,w,w,p,,o,,n,,d
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,,,o,,k,s,
p,k,,n,f,f,,c,,b,t,?,,s,p,p,p,,o,e,w,v,d
p,f,y,g,,f,,c,b,h,e,,k,,n,,,w,o,l,h,,p
e,x,,g,,n,f,w,b,p,e,?,k,s,w,w,p,,t,,w,,g
e,,f,,t,n,f,c,b,n,,,,s,,,p,w,o,p,k,y,d
e,f,f,e,,n,f,c,b,,t,,s,s,g,p,p,w,,p,n,,d
e,x,y,e,t,,,c,,,,,,s,w,,p,,,p,,y,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,,o,,,y,
e,,s,y,,l,f,w,n,w,t,,s,,w,w,p,,o,p,n,,d
e,b,s,y,t,l,,c,,n,,c,s,s,w,,p,,,p,k,,g
p,k,s,e,f,s,f,c,n,b,,?,,,,p,p,w,o,e,,v,l
e,,f,n,,n,f,,b,n,t,b,s,s,w,g,p,w,,,k,,d
e,x,,,t,,,c,b,n,e,,s,s,,w,p,w,o,p,n,n,
e,f,y,,t,n,f,,b,w,t,b,,s,p,,p,w,o,p,n,,d
e,,s,g,f,,f,,b,,t,,f,,w,w,,,,,k,s,g
p,x,s,e,f,s,f,,n,b,t,,k,s,p,p,p,w,o,e,w,v,d
p,x,y,y,,,f,c,,h,,,,,,n,,w,o,l,h,y,g
e,,,p,t,n,,c,b,w,e,?,s,s,e,,p,w,t,,w,c,w
e,b,y,y,,a,f,c,,g,,,s,s,w,,p,,,p,n,n,
p,f,y,,f,f,f,c,,g,e,,k,,b,,p,,o,l,h,y,d
e,b,,w,t,a,,c,b,,e,c,s,s,w,,p,w,,,k,n,g
p,x,,g,,f,f,c,,p,,b,k,k,b,b,p,,,l,h,y,
p,f,y,g,f,,,c,,p,,b,k,k,,n,p,,o,l,h,,d
e,x,y,,t,l,f,c,b,w,e,,,s,,w,,,,p,,n,m
p,x,f,,f,f,f,c,b,g,e,,,k,n,n,,,,l,h,,
p,x,y,y,f,f,f,c,b,p,e,,,,p,p,,,o,l,h,v,d
p,f,y,y,f,,f,c,b,h,,,k,,n,,p,w,o,l,h,,
p,f,,,t,p,,c,n,w,,e,,s,w,w,p,w,o,p,,s,g
p,k,y,n,f,s,,c,n,b,,?,k,s,p,w,,w,o,e,,,p
p,k,y,,f,s,f,,n,b,t,?,k,k,p,p,p,w,,e,w,,p
e,f,f,,,,f,,b,,t,b,s,s,g,g,,w,,p,k,y,
e,x,,e,t,n,f,,b,u,t,b,s,s,,p,,,o,p,k,y,d
p,f,y,g,f,f,,,,g,,,k,,b,,,w,o,l,h,,d
e,k,y,p,,,f,c,b,,e,?,,s,w,,p,,t,e,,,w
p,x,s,n,f,y,f,c,,b,,?,k,k,w,p,,w,,e,,,
p,k,s,e,f,f,f,c,n,,t,?,k,,p,,,w,o,,w,v,
p,,,e,f,s,,,n,,t,,s,s,,w,,,o,e,w,v,d
e,k,y,p,t,n,f,c,,w,e,?,,s,e,w,,w,t,e,w,c,w
p,x,s,,t,,f,c,,w,t,,s,s,w,,p,w,,p,h,,u
p,x,f,y,f,,f,c,b,g,e,b,k,,p,n,,,o,,h,y,p
p,f,y,g,f,,f,,b,p,e,,k,k,,p,,,o,l,,v,d
e,,f,c,,n,,w,n,,e,,s,s,w,n,p,w,,e,w,v,l
p,f,y,n,t,p,f,,n,,,e,s,,w,w,p,,,p,,v,g
p,x,,g,f,f,f,c,b,p,,b,k,k,n,,,w,o,l,h,v,p
p,,y,,f,f,f,,b,,e,b,k,,p,n,,w,o,l,h,y,d
e,,f,,f,n,f,,,p,e,,s,,,,p,w,t,p,w,s,g
p,f,s,w,t,f,f,c,b,p,,,s,s,w,,p,w,o,,h,,g
p,f,s,,,y,,c,n,b,,?,,,,w,p,w,o,e,w,v,l
p,f,,g,f,f,f,c,b,p,,b,,k,p,,,w,,l,h,y,d
p,,,e,,s,,c,,b,t,?,k,,p,p,p,w,o,e,w,v,d
p,,y,g,,,f,c,b,,,,,k,n,,,,o,,h,,d
e,f,f,e,t,n,f,,b,w,,,s,s,w,,,w,o,p,k,y,d
p,,y,n,,s,f,c,n,,t,?,k,k,p,p,p,,o,e,,,l
e,k,s,n,f,n,a,c,b,n,e,,s,s,o,o,p,o,o,p,n,c,
e,b,,g,f,n,,w,,,e,?,,k,w,,p,w,t,p,w,s,
p,x,,n,,s,,c,n,b,,,,s,,w,,w,o,,w,,l
p,x,s,n,,,f,,,,e,e,s,,w,,,,o,,,,u
e,f,s,n,,,a,c,,n,,?,s,s,o,o,,,,,n,,l
p,x,s,n,f,f,,c,,b,t,,,k,w,p,,,,e,,v,d
e,b,y,w,t,a,f,c,b,,e,c,s,,w,w,p,w,o,p,k,s,
p,x,,e,f,f,,c,n,b,t,,k,s,,p,p,w,o,,w,v,p
p,k,s,e,f,y,f,c,n,,t,,,,w,p,p,w,,e,w,v,l
p,x,,g,f,f,,c,,p,e,b,k,k,p,,,,o,l,h,v,d
p,f,f,y,,,,,b,,,,,,n,n,,w,o,l,h,v,
p,f,y,,,s,f,c,n,,t,?,k,,w,,p,,o,e,w,,l
e,,,g,,n,,,,,,b,,,,,p,w,o,,,v,d
e,b,s,,t,,,c,b,w,e,c,s,s,w,,p,w,o,p,,,g
p,f,s,,,,f,c,,k,e,e,s,s,w,w,p,,o,,k,v,g
e,f,f,e,t,n,,c,,n,t,,,s,p,p,p,w,o,p,k,y,d
e,x,y,n,,,f,c,b,n,t,b,s,s,,g,p,w,,p,k,y,d
p,f,s,n,f,s,f,c,n,b,,?,,k,w,w,,,o,,w,v,p
p,f,f,y,f,,f,c,b,g,e,b,,k,,,p,w,,l,h,y,d
p,x,s,,f,y,f,,n,b,t,,s,,w,w,p,,o,,w,v,d
e,f,,,,,,c,b,w,e,?,,,w,,p,w,t,e,w,c,
p,f,f,y,,f,f,,b,h,,,k,k,p,,p,w,o,,h,y,d
e,x,f,g,t,n,,,b,u,t,b,s,s,,w,,,o,,,y,d
p,k,,n,,f,f,c,,,,,s,k,p,w,p,,o,e,w,v,p
e,x,y,n,t,n,,c,b,,t,b,,s,p,w,,w,,p,,y,d
e,,y,g,,n,f,c,b,w,t,b,,s,g,w,p,w,o,,,,
e,f,s,n,f,,f,w,b,h,,e,s,,,w,p,w,,e,n,a,g
p,,s,n,f,y,f,c,,b,,,,,w,p,p,w,o,e,w,v,
e,,,w,,,f,w,,k,t,e,f,,w,w,,w,o,,,,g
p,,f,,f,,,,b,g,e,b,,,n,p,,w,o,,h,,g
e,f,f,,t,n,f,c,b,u,t,b,s,s,g,g,p,w,,p,n,y,d
p,,s,n,f,,f,c,n,,t,,s,s,w,,p,w,o,e,w,v,p
e,f,,n,t,n,f,c,b,,,,,s,p,p,,w,o,p,,v,d
e,x,f,n,,,f,,b,,t,e,f,s,,w,p,,o,e,n,,g
p,,,b,t,n,f,c,b,r,e,b,,s,w,w,p,,t,p,,v,m
e,,,e,t,n,,,,,t,b,,s,,,p,,o,,n,y,
e,,,e,t,n,f,c,b,,t,b,,s,g,,p,w,o,,n,,d
e,f,y,e,t,n,f,c,,w,t,b,s,s,w,g,,w,,p,k,v,
p,x,y,g,f,f,f,c,b,p,e,,k,k,b,p,p,,o,l,h,,d
p,f,y,e,f,,f,,,,t,?,,k,,,p,,o,e,,v,
e,f,y,c,,n,f,w,n,w,,,f,,w,n,p,w,,e,,v,l
p,f,y,,f,,,c,n,,t,,k,s,,,,,,e,w,,d
e,,y,g,,n,,,,p,t,b,,s,,p,p,w,,p,,y,d
e,f,y,n,t,l,f,c,b,n,e,r,s,,w,w,p,w,o,p,n,s,p
e,f,,n,t,n,f,c,,p,,b,s,,,w,,w,o,p,k,v,d
p,f,,n,f,y,f,c,n,b,,?,k,,p,w,p,w,o,,,v,p
e,,,,t,a,,c,b,,e,c,s,s,,w,p,w,,p,n,,g
e,x,s,n,f,,a,,,o,,,s,s,o,,,,,p,y,,l
p,,f,p,f,c,f,c,n,u,e,b,,s,w,,,w,o,p,k,s,
e,f,y,g,t,n,f,,,w,t,,s,s,w,,,w,o,p,,v,d
e,,y,,t,n,f,c,b,e,,?,s,s,e,e,p,w,t,e,,c,w
e,f,,,t,n,,,,n,t,b,s,,,,p,,o,,,v,d
p,,s,w,,c,f,,n,p,e,b,,,w,w,,w,,,n,v,d
e,,s,g,f,,f,,b,h,,e,f,,w,,,w,o,,k,,g
e,f,,w,t,a,,w,n,w,t,b,s,s,w,,,w,o,,u,v,d
e,x,s,n,f,n,f,w,b,k,,,,s,w,w,,,,e,,a,
p,x,s,w,,p,f,c,,n,,e,,,w,,p,w,o,p,k,s,u
p,x,f,g,,f,f,c,b,h,e,b,k,k,,p,,w,o,l,h,v,p
p,k,y,e,,f,f,,n,,,,,k,w,w,,w,o,,w,,p
e,x,f,g,,n,,c,,w,t,,s,,g,,p,,o,,,,d
p,k,s,n,f,y,f,c,,,t,,,k,p,p,p,w,o,e,,v,p
p,x,f,,f,f,f,,b,h,e,,k,k,b,b,p,w,,l,h,,
e,f,s,n,,,f,,,k,t,e,f,s,w,w,p,,,e,,a,g
e,,f,n,,,f,,b,u,,,s,s,g,,p,w,o,p,,,d
e,,f,n,f,n,,w,b,n,t,e,,f,w,,p,w,o,e,n,a,
p,,s,n,t,p,f,c,,k,e,e,,,w,w,,,,,k,,u
p,x,s,,f,f,f,c,n,b,t,,,k,w,w,p,,,e,w,v,
p,,y,g,f,f,f,,,p,,b,k,k,,n,p,,,,h,v,p
p,x,f,g,,f,,c,b,g,,b,,k,,,p,w,,l,,y,g
p,f,s,,f,y,,c,n,,t,?,k,,p,p,p,,,e,w,v,
e,,s,n,f,n,,,b,w,,b,y,y,n,n,,w,,p,,y,d
e,x,y,n,t,,,c,b,w,e,,,s,e,w,p,w,,e,w,,
e,f,y,,t,n,f,c,b,u,t,,s,s,g,,,w,,p,n,v,
p,,,b,t,n,f,c,b,g,,,,s,w,w,p,w,,p,r,v,
p,x,y,e,f,s,f,,n,,t,,,,p,p,p,w,o,,w,v,d
e,x,,e,t,,f,c,,w,t,b,s,s,w,,p,,o,,k,y,d
e,x,f,,t,n,f,c,b,u,,b,s,,g,g,p,,o,p,,,d
e,,,y,t,a,f,c,b,n,,,s,s,w,w,p,,,p,,n,
e,b,f,w,f,,f,w,b,p,e,,k,,w,w,p,,t,p,w,,
e,f,f,,t,,f,c,b,w,t,b,s,s,g,g,p,w,,p,k,,d
e,x,,n,f,n,f,,b,n,t,e,s,s,w,w,,w,o,,n,a,g
p,,,,f,f,,c,b,h,e,,,k,,p,p,,,,,v,d
e,f,y,g,t,n,f,,,n,t,,s,s,w,p,p,w,o,p,,v,d
e,,,,,n,f,,b,u,t,,s,s,,g,,w,,p,k,,d
e,x,f,e,,n,,c,b,p,,b,s,s,,g,p,w,,p,n,y,d
e,,s,w,,,,w,,,e,?,k,k,w,,p,,,,w,,g
p,,,,f,s,,c,,,,?,k,s,w,,p,w,,e,w,,l
p,k,s,n,f,f,,c,n,b,,,s,k,w,p,p,,o,e,,,d
e,f,f,g,t,n,,c,,,t,,s,,p,g,p,w,o,p,k,v,d
p,x,y,,f,f,f,c,n,b,t,?,k,k,w,,p,,,,w,v,d
p,,,n,f,f,,,,b,t,,k,k,w,p,p,w,o,e,w,v,p
e,k,y,b,t,n,f,c,b,,,,s,s,,w,p,w,,,w,c,w
p,k,,,f,,,c,n,,t,,k,,p,p,p,,o,e,w,v,
p,f,s,,,f,f,c,n,,t,?,s,k,p,w,p,w,o,e,,v,p
