LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
80000.0,2.0,,,48.0,0.0,0.0,,2.0,,,60261.0,,57488.0,47846.0,48464.0,48940.0,,,0.0,,,,0
,1.0,,,45.0,0.0,,0.0,,,,17369.0,,27836.0,,,16310.0,15000.0,,0.0,,326.0,813.0,0
30000.0,,,2.0,37.0,0.0,0.0,0.0,,,,27526.0,28794.0,29480.0,,16451.0,,,,,,0.0,0.0,0
110000.0,,,,46.0,-1.0,,,,,,,2151.0,2161.0,,,,2151.0,2161.0,,,,,0
20000.0,,,,,,0.0,,0.0,,0.0,14676.0,,,20029.0,,19860.0,1286.0,,,,900.0,600.0,1
,2.0,1.0,2.0,,0.0,0.0,,0.0,0.0,,44193.0,15950.0,,,9681.0,,,1212.0,284.0,,,380.0,0
30000.0,2.0,2.0,2.0,21.0,,0.0,0.0,0.0,,,28028.0,,,27339.0,25091.0,,,2511.0,,502.0,0.0,,0
,2.0,,,30.0,,-1.0,,,,,8805.0,,,290.0,,,2186.0,,,1209.0,0.0,,0
,2.0,1.0,,25.0,1.0,,0.0,0.0,0.0,,,41742.0,,,,,1300.0,,1762.0,,1790.0,,0
210000.0,2.0,,1.0,43.0,,-1.0,-1.0,-1.0,-2.0,-2.0,,,,0.0,0.0,0.0,981.0,,0.0,,,0.0,0
,2.0,,2.0,,,,,0.0,,0.0,,,,21787.0,,5488.0,,2000.0,,,2000.0,,0
,2.0,,2.0,,,0.0,0.0,0.0,,0.0,,,117674.0,108103.0,114721.0,,,6000.0,3272.0,,4182.0,,0
210000.0,2.0,,1.0,33.0,,-2.0,,,-2.0,-2.0,,,,,1283.0,500.0,,947.0,500.0,,,500.0,0
30000.0,2.0,2.0,1.0,33.0,,,0.0,0.0,,,29498.0,,,,,,,2000.0,1400.0,,,,1
,,,,30.0,,0.0,0.0,0.0,,,197436.0,201831.0,,,,218692.0,,7527.0,8000.0,,,8500.0,0
180000.0,,,,,-2.0,-2.0,,,-2.0,-2.0,-23.0,,,,,0.0,5654.0,,,,,,0
,2.0,1.0,1.0,,1.0,,2.0,,2.0,,46092.0,,,,,51176.0,,3978.0,1900.0,2000.0,2000.0,0.0,0
260000.0,,1.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,,,6088.0,4663.0,3885.0,4414.0,,,4663.0,4140.0,,2646.0,,0
,,,2.0,,,-1.0,-1.0,,,,,,,4041.0,,,648.0,11198.0,4057.0,,9407.0,3948.0,0
,,2.0,1.0,,,,,,2.0,2.0,,,,29243.0,,,0.0,3600.0,,2800.0,,1080.0,1
,,2.0,2.0,45.0,0.0,0.0,,,0.0,,,121289.0,,119191.0,116549.0,,6000.0,5800.0,,4400.0,5000.0,,0
340000.0,1.0,,1.0,,-2.0,-2.0,,-2.0,,,,655.0,,,457.0,,655.0,,,457.0,,366.0,1
,2.0,,,,2.0,2.0,,,0.0,,46677.0,48101.0,,47086.0,9306.0,,2500.0,,4.0,,1109.0,703.0,1
,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,174500.0,,,,4607.0,4603.0,5224.0,,7509.0,0
120000.0,,,,44.0,,-1.0,-1.0,-1.0,-1.0,,,0.0,,,,0.0,0.0,,,,,,1
,,,,25.0,,2.0,3.0,,,,,,,,1050.0,,0.0,,,0.0,,,0
440000.0,2.0,2.0,,42.0,,,,,-2.0,,,,,-20.0,-20.0,9881.0,,,,,9901.0,,0
60000.0,2.0,2.0,,23.0,,0.0,0.0,,2.0,,59408.0,58844.0,43427.0,30408.0,,30021.0,,2000.0,,,0.0,,0
290000.0,,,,,0.0,0.0,0.0,-1.0,,0.0,288994.0,296230.0,,,,211237.0,,,,,,,1
,,2.0,1.0,41.0,1.0,,-2.0,-2.0,,,0.0,,,,,0.0,,,,,,0.0,0
,1.0,,1.0,,,,-2.0,,-2.0,-2.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0
,2.0,,,,0.0,,,,,,,,25351.0,,26464.0,23714.0,5034.0,10000.0,1000.0,,1000.0,1000.0,0
,,,1.0,37.0,0.0,,,,,,59462.0,,,52089.0,,29110.0,3000.0,2570.0,2202.0,1200.0,1100.0,,1
,2.0,,1.0,,0.0,,,,,,,229947.0,,,,,10000.0,8507.0,17215.0,,,,0
140000.0,1.0,,,,,,,0.0,0.0,0.0,70568.0,,,60793.0,62797.0,64298.0,,,,3000.0,2500.0,2800.0,1
,,,,,-1.0,-1.0,,,-1.0,,,2463.0,,,,,,,,,4682.0,,0
,2.0,2.0,,,,,-2.0,,-2.0,,5931.0,,900.0,,0.0,0.0,2294.0,,,0.0,0.0,788.0,0
,2.0,2.0,2.0,37.0,,2.0,0.0,0.0,0.0,0.0,,,,,202896.0,173111.0,0.0,8000.0,,8000.0,,7200.0,0
,,,1.0,33.0,,0.0,0.0,,,0.0,4128.0,,6599.0,6839.0,7228.0,,,1300.0,500.0,,500.0,,1
,2.0,,,,1.0,,,,,,,,,24210.0,,27554.0,,,,2287.0,,0.0,0
,,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,15679.0,,,,,,,,0.0,1500.0,,,1
,,,,,,-2.0,,-2.0,,,,-4.0,,30026.0,49154.0,1299.0,0.0,824.0,31144.0,25664.0,,,0
,,1.0,2.0,,1.0,-1.0,,,,-2.0,,,,,0.0,0.0,1313.0,883.0,0.0,,0.0,0.0,0
50000.0,1.0,,2.0,29.0,1.0,2.0,,2.0,2.0,2.0,,,8023.0,7748.0,8269.0,7992.0,,,0.0,800.0,0.0,800.0,0
260000.0,,,1.0,,,-2.0,,-2.0,,,,,,0.0,,5181.0,,0.0,0.0,,,0.0,0
50000.0,,1.0,2.0,,3.0,,,,0.0,0.0,8506.0,,,10456.0,11279.0,,2000.0,,,,1000.0,,1
50000.0,,,,,,0.0,,0.0,0.0,0.0,,34364.0,34212.0,33886.0,32929.0,,,,,1324.0,3768.0,,1
60000.0,2.0,,2.0,22.0,,,,,,,46403.0,,30920.0,,,26830.0,1544.0,,1500.0,940.0,972.0,,1
80000.0,,1.0,2.0,24.0,-1.0,,,,-1.0,-1.0,390.0,1063.0,390.0,,390.0,765.0,1063.0,,,,,390.0,0
280000.0,,,2.0,,-2.0,,-1.0,0.0,,,,,,,1714.0,843.0,3700.0,1735.0,,,,22000.0,1
,,2.0,,36.0,-1.0,-1.0,-1.0,-1.0,,-1.0,1000.0,92.0,92.0,603.0,1760.0,,,,603.0,,826.0,826.0,0
500000.0,,,,,0.0,0.0,,0.0,,0.0,,40382.0,40740.0,,,,,,3256.0,53.0,,,0
340000.0,,1.0,1.0,36.0,1.0,,-1.0,,,,0.0,544.0,,,,10911.0,,4881.0,,,,10226.0,0
30000.0,,,,,2.0,,,2.0,2.0,,,,,,37662.0,,33000.0,,5810.0,,,,0
480000.0,2.0,,,52.0,,-2.0,-2.0,-2.0,-2.0,,105286.0,,,34863.0,73914.0,47938.0,87170.0,,,,47938.0,56447.0,0
180000.0,,,,,,-2.0,,,-2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0
30000.0,,1.0,2.0,27.0,,0.0,0.0,0.0,0.0,,27159.0,,28838.0,,28428.0,29430.0,,1749.0,1200.0,,,1386.0,0
360000.0,,2.0,,31.0,-1.0,,,,,,,,18748.0,,11606.0,,,,,58.0,,,0
,,,,,,,-1.0,2.0,,-1.0,2804.0,1674.0,,,,2241.0,,,0.0,3728.0,2300.0,,0
,2.0,1.0,,,2.0,,,,,2.0,131864.0,133897.0,129761.0,,,145012.0,5600.0,,,0.0,11000.0,5656.0,1
,2.0,,1.0,,-2.0,-2.0,-2.0,-2.0,,-2.0,,,0.0,,653.0,0.0,,0.0,0.0,653.0,0.0,0.0,0
190000.0,,,,50.0,0.0,0.0,,,0.0,,106410.0,108770.0,115325.0,112063.0,,,,,0.0,4300.0,8700.0,,0
90000.0,,3.0,1.0,,0.0,,0.0,0.0,,,87240.0,88519.0,,78617.0,,63417.0,10000.0,3519.0,5014.0,2679.0,4600.0,,0
,,1.0,,,-1.0,-1.0,,-1.0,-1.0,-1.0,,,,7505.0,7515.0,,7419.0,8382.0,,,,6180.0,0
150000.0,,,1.0,36.0,0.0,0.0,,0.0,,,,,,,,,,,,7500.0,0.0,,0
290000.0,,1.0,,,,,0.0,0.0,,-1.0,288033.0,260683.0,190012.0,,-4724.0,,,,2082.0,,,10000.0,0
,1.0,1.0,2.0,29.0,-1.0,-1.0,-1.0,,-1.0,-1.0,,360.0,,,360.0,,,360.0,,,360.0,,0
,2.0,,2.0,38.0,,,0.0,,,,,,82669.0,,57847.0,43618.0,,,2511.0,1523.0,1292.0,,0
,,,,,,,,,,0.0,135538.0,,,71435.0,69725.0,69714.0,,3000.0,11115.0,,,1100.0,0
230000.0,,,1.0,,,0.0,2.0,,0.0,,20271.0,,,20881.0,21262.0,,,0.0,,2000.0,,2000.0,0
450000.0,,,,40.0,,0.0,,,-1.0,,,,,,,6341.0,,5000.0,,,,,0
,,,,40.0,,-1.0,,0.0,,,,,,390.0,,,,780.0,0.0,390.0,,,0
,,1.0,,,,,,0.0,,,,117883.0,,,101568.0,92150.0,4844.0,5095.0,,,2843.0,1200.0,0
,,,,29.0,-1.0,-1.0,2.0,-1.0,,-1.0,1116.0,,,,736.0,,,,,,,0.0,1
230000.0,2.0,,,,,,0.0,,,0.0,,18705.0,17295.0,,,1858.0,,,3000.0,0.0,,,0
,2.0,,1.0,,-1.0,,,,,-1.0,,,,,2912.0,,36.0,,,,,,0
,1.0,3.0,,56.0,0.0,0.0,,0.0,,,46486.0,,34323.0,,22628.0,23468.0,,,,2171.0,3198.0,4976.0,0
150000.0,,,1.0,,,,,0.0,,-1.0,,3227.0,,,2140.0,6731.0,,802.0,1705.0,1806.0,6427.0,,1
,2.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,105124.0,,109397.0,36850.0,37739.0,38381.0,6020.0,3900.0,1700.0,,1400.0,1400.0,0
390000.0,,,,64.0,,,0.0,0.0,,,,,38679.0,39689.0,40472.0,,,1647.0,1657.0,,,,0
,2.0,,2.0,29.0,,0.0,0.0,0.0,0.0,,94062.0,65825.0,64041.0,60948.0,51510.0,,3183.0,,,2000.0,2000.0,2000.0,0
150000.0,2.0,1.0,,,1.0,-2.0,-2.0,,,-2.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,0
,1.0,,2.0,,,,0.0,-1.0,,,,11150.0,,138307.0,,,,1001.0,138307.0,,5010.0,,0
40000.0,,2.0,2.0,23.0,,,,,0.0,,8160.0,,,,12723.0,,1327.0,1000.0,,1500.0,,0.0,1
60000.0,,1.0,2.0,27.0,0.0,0.0,,0.0,0.0,,61015.0,58160.0,,,,29444.0,,,1005.0,,14000.0,,0
120000.0,,,2.0,23.0,,0.0,2.0,,0.0,,39517.0,42543.0,41583.0,,43806.0,,,0.0,,1600.0,1500.0,1557.0,0
,,2.0,2.0,45.0,,,0.0,,0.0,,,9093.0,,,,9736.0,1000.0,1200.0,1142.0,300.0,,340.0,0
220000.0,,,2.0,25.0,,2.0,0.0,0.0,0.0,,222737.0,,,172612.0,166705.0,166192.0,0.0,7109.0,6050.0,,9111.0,6171.0,0
,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,57536.0,,,55758.0,,,5000.0,,,,,5000.0,0
250000.0,2.0,,,43.0,0.0,,,,0.0,,82650.0,81977.0,24585.0,,,17298.0,,,1000.0,1000.0,1000.0,1382.0,0
200000.0,,,2.0,,,,-1.0,,,-1.0,696.0,,696.0,,,696.0,,696.0,696.0,846.0,696.0,,0
,2.0,2.0,,30.0,0.0,,0.0,0.0,0.0,,,,,,,,13291.0,15287.0,8532.0,4334.0,317077.0,11892.0,0
,,,,,,0.0,0.0,0.0,0.0,,,,4529.0,5548.0,6450.0,,1100.0,1100.0,,1000.0,1000.0,8000.0,0
290000.0,,,1.0,32.0,,0.0,0.0,,,0.0,76383.0,,79726.0,,,75661.0,,,,3000.0,3000.0,,0
140000.0,2.0,1.0,,43.0,,,,0.0,0.0,,147560.0,142435.0,,,139417.0,141889.0,,5000.0,,,,5000.0,0
,1.0,2.0,1.0,36.0,0.0,0.0,,,0.0,,,,,183117.0,,,,,,,,,0
,1.0,,2.0,,,2.0,,,,,18231.0,34558.0,,17569.0,0.0,,,1200.0,406.0,,,0.0,1
,2.0,1.0,,,,-2.0,-2.0,,,0.0,-40.0,,,,,,,,,,0.0,,0
,2.0,2.0,1.0,32.0,,2.0,3.0,2.0,,0.0,,,,68981.0,,71013.0,,0.0,0.0,2500.0,5500.0,,0
290000.0,2.0,,2.0,,0.0,,0.0,,,,,,290268.0,296053.0,,,,10524.0,,11500.0,,65000.0,0
,2.0,2.0,,,0.0,0.0,-1.0,-1.0,,,,,46957.0,45114.0,26114.0,46750.0,,,46000.0,,,33000.0,0
200000.0,,,2.0,,,,-1.0,,-1.0,,,,,99.0,99.0,348.0,99.0,,,99.0,348.0,,0
250000.0,,1.0,,71.0,,,0.0,,,,177484.0,,,145461.0,,,,5446.0,4721.0,4385.0,7805.0,,0
,,3.0,,,-2.0,,-2.0,,-2.0,-2.0,,278.0,,278.0,278.0,428.0,,278.0,278.0,,,278.0,0
,2.0,2.0,2.0,35.0,,,,-1.0,-1.0,-1.0,,53095.0,56858.0,4849.0,4849.0,4849.0,10000.0,,4849.0,4849.0,4849.0,4849.0,0
,,,,,-1.0,-1.0,-1.0,,-1.0,-1.0,3196.0,,3317.0,10771.0,5552.0,2253.0,16447.0,3317.0,10771.0,5552.0,,,0
,,1.0,,33.0,-2.0,,-2.0,,,0.0,,,,,,,2500.0,500.0,210.0,,0.0,,0
500000.0,,1.0,2.0,40.0,-2.0,,,-2.0,-2.0,,,18155.0,,,61751.0,2926.0,18222.0,0.0,10658.0,61751.0,,13609.0,0
360000.0,2.0,2.0,,31.0,0.0,,0.0,,,,350752.0,354823.0,,363999.0,,294752.0,,,13625.0,11019.0,9439.0,8651.0,0
,1.0,2.0,,43.0,,0.0,,0.0,0.0,,,19997.0,20060.0,18780.0,19580.0,,1500.0,,1000.0,,,,0
,2.0,,,24.0,,0.0,,,,-1.0,26158.0,25673.0,14290.0,7490.0,2962.0,0.0,5673.0,7000.0,,2962.0,0.0,0.0,0
,,,,30.0,-1.0,-1.0,,,-1.0,-1.0,326.0,,326.0,326.0,326.0,802.0,326.0,,,,,0.0,0
120000.0,2.0,2.0,1.0,30.0,-1.0,,-2.0,-1.0,,,2706.0,161.0,,2561.0,,-295.0,569.0,,,0.0,0.0,,0
70000.0,2.0,,,,,0.0,0.0,,,,69418.0,68943.0,38783.0,3758.0,,0.0,,,1000.0,,0.0,,1
,,2.0,2.0,,0.0,,,,2.0,,,,35603.0,37595.0,29818.0,,3000.0,,,0.0,,6000.0,1
,2.0,,,,,0.0,0.0,,,,491428.0,,,360959.0,338592.0,123737.0,,,11891.0,,,250000.0,1
,1.0,,,30.0,,0.0,0.0,,0.0,,40735.0,36337.0,36882.0,,34798.0,35488.0,,4626.0,0.0,1500.0,1419.0,,1
30000.0,,2.0,2.0,,-1.0,,,0.0,,-1.0,12813.0,14899.0,16790.0,12400.0,780.0,,3000.0,3000.0,,780.0,,,0
,,1.0,,,,-2.0,,-2.0,,,0.0,0.0,,,,0.0,,0.0,,0.0,,,1
100000.0,,,1.0,,,,,,0.0,0.0,,37785.0,,,30503.0,,1607.0,1385.0,971.0,,,,0
,,,,51.0,,,0.0,,,0.0,111255.0,,,89274.0,91413.0,95541.0,,,,4000.0,6000.0,,0
220000.0,2.0,2.0,1.0,40.0,,,,,,,8359.0,14447.0,6791.0,,,,14518.0,6835.0,,,5529.0,,0
60000.0,,,,,,0.0,,,,0.0,60350.0,,60557.0,35555.0,30214.0,30170.0,,2575.0,,,1347.0,1316.0,0
150000.0,2.0,,,,,,,,-2.0,-2.0,,802.0,1793.0,,,0.0,806.0,,0.0,0.0,0.0,,0
,2.0,1.0,,,-1.0,,,-1.0,-2.0,-2.0,7296.0,,,0.0,0.0,0.0,1819.0,1012.0,,,0.0,,1
420000.0,2.0,,2.0,,-1.0,,-1.0,,,,3581.0,,,28468.0,35669.0,23317.0,,,16000.0,,23317.0,,0
,2.0,,2.0,29.0,0.0,0.0,,,0.0,0.0,,51318.0,,41660.0,47368.0,,3000.0,23000.0,1120.0,6000.0,2675.0,0.0,0
500000.0,,1.0,,36.0,-1.0,,0.0,-1.0,,-1.0,15401.0,23032.0,54759.0,52030.0,71797.0,93159.0,23128.0,40105.0,52221.0,71852.0,93218.0,,0
150000.0,1.0,2.0,2.0,,-2.0,-2.0,-2.0,,,,,-1390.0,,,131969.0,,1406.0,,,,,,0
,,2.0,1.0,38.0,,,-1.0,,2.0,,7466.0,,189.0,,1648.0,1459.0,899.0,,,,0.0,1250.0,1
,,,3.0,48.0,,0.0,-1.0,-1.0,-2.0,-2.0,83400.0,80000.0,4990.0,,,,1600.0,,13616.0,,4789.0,1345.0,0
,1.0,2.0,2.0,38.0,,,2.0,,0.0,,,,52687.0,52096.0,,,,0.0,,2000.0,2000.0,3000.0,1
180000.0,,2.0,1.0,46.0,,,0.0,,,,,,,77876.0,,66559.0,,7007.0,,3000.0,,2500.0,0
,,1.0,,,,,,0.0,0.0,,,,,135151.0,,136647.0,6400.0,7000.0,,5200.0,5100.0,5000.0,0
30000.0,,2.0,,34.0,0.0,0.0,0.0,,0.0,0.0,28893.0,,27942.0,,27385.0,,,2000.0,940.0,1000.0,,,1
,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,,169882.0,,177112.0,187951.0,,6500.0,6183.0,,14000.0,0.0,0
70000.0,1.0,1.0,1.0,,,,0.0,0.0,,-2.0,25317.0,,24100.0,0.0,,,2000.0,1010.0,,,,,0
,2.0,1.0,,,-1.0,,-1.0,-2.0,-1.0,,11386.0,,0.0,0.0,17227.0,17042.0,,0.0,0.0,17227.0,341.0,,0
,,,2.0,34.0,,,-1.0,-1.0,,,,,9497.0,9124.0,,2745.0,14.0,,9124.0,2000.0,,,0
70000.0,1.0,,1.0,51.0,,,,0.0,0.0,0.0,54968.0,,49734.0,50361.0,,,,,,,2219.0,,1
,2.0,,,,,,0.0,,,0.0,,,,,12134.0,,,3200.0,5000.0,,1000.0,,1
,,1.0,,,2.0,,,,0.0,,,,9596.0,9289.0,9593.0,9795.0,1281.0,,0.0,,500.0,,1
180000.0,2.0,1.0,2.0,,0.0,0.0,0.0,,0.0,0.0,,,,49553.0,49772.0,,,2200.0,,,,,0
370000.0,1.0,1.0,,40.0,,-2.0,-2.0,-2.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,1
,2.0,,1.0,36.0,,0.0,,0.0,,,,239250.0,245611.0,33017.0,182078.0,184036.0,10153.0,,4701.0,190071.0,,10014.0,0
,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,70820.0,,,,,,,2374.0,,523.0,537.0,633.0,0
,,,,,0.0,,0.0,0.0,,0.0,,,,140367.0,,146578.0,,7000.0,7000.0,5000.0,7000.0,5000.0,0
,,2.0,,21.0,,0.0,,-1.0,,-2.0,8660.0,,,780.0,0.0,,1800.0,,800.0,,,0.0,1
,,1.0,,33.0,-1.0,,-1.0,,,-1.0,4499.0,0.0,,900.0,,,,,,,,200.0,0
210000.0,,,,,-1.0,,-1.0,-1.0,-1.0,-1.0,,,,,,,390.0,390.0,390.0,,390.0,390.0,1
10000.0,,2.0,2.0,,,,,,0.0,0.0,-2000.0,,,,9046.0,,,2000.0,2000.0,,2000.0,0.0,0
50000.0,,,1.0,,0.0,,0.0,0.0,,,,47322.0,,7378.0,8103.0,,2500.0,,,,1000.0,500.0,0
20000.0,2.0,,2.0,54.0,0.0,,,,,0.0,,,,15096.0,,15720.0,,1231.0,,544.0,565.0,1500.0,1
,2.0,3.0,1.0,,,,,,0.0,,,,214642.0,,210375.0,214694.0,,,,8000.0,8009.0,7714.0,1
,1.0,,,42.0,,-1.0,-1.0,,,,,,7517.0,,4918.0,5300.0,,7523.0,,,3000.0,0.0,0
110000.0,2.0,1.0,1.0,,,,0.0,,,-1.0,21842.0,15843.0,10466.0,3537.0,1378.0,316.0,,,,,316.0,825.0,0
290000.0,1.0,,1.0,,,,,-1.0,-1.0,,,27310.0,,,24586.0,11992.0,27411.0,12821.0,11111.0,,11992.0,,0
350000.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,88719.0,87968.0,,,,,,,3043.0,,0
,,3.0,,35.0,-1.0,,0.0,0.0,,,,51326.0,,,,55157.0,1835.0,,,,,30000.0,0
230000.0,1.0,,1.0,55.0,,,0.0,,,,214423.0,,,,,,,10000.0,,,,,0
180000.0,,2.0,1.0,35.0,,0.0,,0.0,,,,173281.0,175102.0,134494.0,135881.0,,,,,,4686.0,,0
,,1.0,,,-2.0,-2.0,-2.0,-2.0,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,0
200000.0,1.0,,,,,-1.0,-1.0,0.0,-1.0,,,1183.0,,11938.0,303.0,,,,,,,3635.0,0
,,2.0,,31.0,0.0,,0.0,,,,,,,,72042.0,,6000.0,6000.0,,,,,0
,,2.0,2.0,34.0,,-1.0,,0.0,,-1.0,2730.0,,,,9030.0,2180.0,,,,1030.0,2180.0,,0
,,,,,,,,0.0,,,,,19160.0,14506.0,12839.0,8495.0,,,5000.0,5000.0,3000.0,511.0,1
,2.0,,2.0,,,2.0,2.0,,,0.0,8925.0,8637.0,10277.0,,9704.0,,0.0,,,500.0,,,0
220000.0,,,,,,,-2.0,-2.0,,-2.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0
,,,,,2.0,,,0.0,0.0,-1.0,47357.0,49260.0,50556.0,,,,,,,,,,0
,2.0,2.0,1.0,37.0,0.0,0.0,0.0,,,,46239.0,47469.0,51145.0,45624.0,,,2000.0,,,,1000.0,,1
,2.0,,,45.0,,-1.0,-1.0,,,,184.0,,1819.0,,,,1904.0,,,237.0,,230.0,0
210000.0,2.0,,2.0,31.0,0.0,,0.0,0.0,0.0,0.0,77830.0,68850.0,,,18574.0,,,2027.0,,1000.0,,10000.0,0
170000.0,,,2.0,,0.0,,0.0,,0.0,,,,,88753.0,90624.0,92455.0,,3500.0,3200.0,3300.0,,4000.0,0
,,2.0,,,,0.0,0.0,,,0.0,,17576.0,18266.0,18637.0,19028.0,,,,,,,,0
50000.0,2.0,3.0,1.0,,,0.0,,0.0,,,,35238.0,37551.0,17808.0,,14038.0,,,600.0,500.0,502.0,,0
,,,2.0,29.0,-2.0,,,-2.0,-2.0,,0.0,,,,0.0,2150.0,,,,0.0,2150.0,0.0,1
210000.0,2.0,,,27.0,,0.0,0.0,0.0,,0.0,,,,27071.0,,,,,,1500.0,1031.0,,0
,1.0,,,,,,3.0,2.0,0.0,,32755.0,,,,29214.0,29846.0,,,,,1111.0,,1
150000.0,,,,26.0,0.0,,,0.0,0.0,,24242.0,20263.0,21332.0,22371.0,22700.0,,,1700.0,1700.0,1000.0,1000.0,1000.0,0
80000.0,1.0,1.0,,29.0,-1.0,,-1.0,,,,1567.0,20175.0,,0.0,0.0,,,0.0,0.0,,,900.0,1
,2.0,,2.0,28.0,,,,2.0,,2.0,,11.0,,11.0,11.0,,,0.0,,0.0,0.0,,0
50000.0,,,2.0,,,,0.0,,,0.0,39487.0,,,,29854.0,,1600.0,,6416.0,4406.0,,,0
180000.0,1.0,1.0,,,,,,0.0,0.0,0.0,105347.0,66897.0,,,,0.0,6241.0,,,,,1452.0,0
,1.0,,,49.0,,,,,,0.0,25801.0,,,,18544.0,,0.0,9000.0,88.0,,,,0
150000.0,,,2.0,,,2.0,,,2.0,,,515.0,,,269.0,,,,,0.0,,,1
150000.0,2.0,1.0,,36.0,0.0,0.0,0.0,,,,,247984.0,,129589.0,,,5900.0,5000.0,6163.0,7200.0,,,1
90000.0,2.0,2.0,,,,2.0,,,,0.0,,,,,,,0.0,,1426.0,1450.0,,711.0,0
210000.0,1.0,1.0,,,1.0,2.0,,0.0,0.0,,65568.0,67501.0,,,,10766.0,,,,,2000.0,16000.0,0
200000.0,,2.0,,,,2.0,,-2.0,,,,1830.0,200.0,200.0,,53276.0,,,0.0,18370.0,,30000.0,0
,,1.0,,24.0,,,,0.0,0.0,,,18948.0,,12103.0,11519.0,11611.0,2000.0,2001.0,,,,,0
310000.0,,2.0,,,,,0.0,0.0,0.0,0.0,,,,,253269.0,,,10979.0,,,,9885.0,0
,1.0,,1.0,39.0,,,,-2.0,-2.0,,3074.0,-18618.0,,,-9415.0,,,0.0,0.0,,,,0
,,,,,,,,2.0,,,,,744.0,744.0,1188.0,,,,,888.0,,888.0,1
310000.0,2.0,,2.0,,,-1.0,-1.0,,,,13560.0,-65.0,,,0.0,,0.0,6565.0,,0.0,,,0
,2.0,2.0,,,-1.0,0.0,0.0,0.0,,0.0,136286.0,183615.0,,195062.0,195156.0,192436.0,50000.0,,15000.0,7500.0,7500.0,,1
,,2.0,2.0,,-1.0,-1.0,-1.0,,-1.0,,1122.0,,396.0,,396.0,396.0,5000.0,,1176.0,396.0,396.0,,0
230000.0,2.0,3.0,,,0.0,,,0.0,0.0,0.0,,1394.0,1413.0,1382.0,1201.0,,1394.0,1200.0,,,800.0,2000.0,0
,,,1.0,,,0.0,,0.0,0.0,,37245.0,,39405.0,,,,1700.0,,2000.0,,1600.0,,0
,,,1.0,31.0,2.0,,0.0,0.0,0.0,,131635.0,,127748.0,100291.0,,95521.0,0.0,5100.0,4100.0,,,,1
,1.0,2.0,,,-1.0,,-1.0,-1.0,-1.0,-1.0,3096.0,5260.0,,,,3441.0,5260.0,,2972.0,,3441.0,1666.0,0
160000.0,2.0,1.0,2.0,,,,0.0,0.0,0.0,,4145.0,,5859.0,,11825.0,,,2000.0,5008.0,,2000.0,2000.0,0
,1.0,,,,0.0,,,0.0,0.0,0.0,,,245210.0,204845.0,190840.0,,,,,,7125.0,,0
,,,,,0.0,0.0,,0.0,,0.0,,,,,18813.0,17328.0,1415.0,1500.0,,700.0,629.0,,0
440000.0,2.0,2.0,2.0,,,-1.0,,,,,,,42045.0,,,,,45213.0,400972.0,5456.0,,,0
200000.0,1.0,2.0,2.0,,,-1.0,,,,-1.0,1121.0,4621.0,4318.0,1640.0,,,,4351.0,,,,,0
,2.0,3.0,2.0,,0.0,,,0.0,,-1.0,,15768.0,,,2125.0,4421.0,1827.0,,1175.0,,4421.0,,0
,2.0,,2.0,31.0,,,,,,0.0,589654.0,,572677.0,,304508.0,,3000.0,,0.0,,,287982.0,1
20000.0,1.0,2.0,,63.0,2.0,2.0,4.0,,,,1650.0,,,,1650.0,,0.0,,0.0,,,0.0,0
,,,1.0,39.0,0.0,,,,0.0,,26979.0,21029.0,,,,,,1298.0,678.0,687.0,,,0
,,,2.0,,,2.0,,,,2.0,,26163.0,26449.0,,27170.0,,2000.0,1000.0,2201.0,0.0,,1001.0,0
220000.0,,1.0,1.0,36.0,,,,-2.0,,,,0.0,2337.0,,-1184.0,,0.0,2337.0,58.0,0.0,,,0
,1.0,,,40.0,0.0,,,0.0,0.0,,,,,,40873.0,,2000.0,,2000.0,2000.0,2000.0,,0
20000.0,1.0,2.0,,25.0,1.0,2.0,,0.0,,0.0,,,,,18926.0,,1264.0,1249.0,625.0,,1000.0,1000.0,0
150000.0,2.0,1.0,1.0,,,-1.0,-2.0,-2.0,,,9474.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
