cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
,,,,,,c,,,,,,s,,,p,,,p,,,,e
,,,,s,,,n,b,,,,s,,,,w,,,,,,p
x,,n,,,f,,,,t,,k,,,,p,,o,e,,,d,p
,s,w,t,,f,,,,,e,s,s,w,,,,,p,,v,,p
,,,,,f,,n,,,,,s,,,,,,e,w,,d,p
x,,,,f,,,,p,,,,,,,p,,o,,,,g,p
x,,g,,,,c,,,,,,,,b,,w,,,h,,g,p
,,,f,,,,,b,,,,,,,,w,o,,w,,,p
,,w,f,,f,,,h,,e,,f,,,,,,,,,g,e
,,,f,,,,,,,,f,s,w,w,p,w,,e,,s,,e
f,,,f,,f,,,,,,,,,,,,o,,,y,g,p
,,,f,,,c,,,e,b,,k,n,,p,w,,,,,p,p
,,,,,,c,,,t,b,,s,w,,,,,,,,,e
f,y,n,,,,,,,,,s,,g,,,,,,,,,e
f,y,,,y,,c,,b,t,,,,,,,,o,,w,,p,p
,s,,t,n,,c,,e,,?,s,s,,w,,,t,e,,c,w,e
,,,,n,f,w,,,,,,f,,,,w,o,e,k,,,e
,,,,f,f,c,,,e,,,k,n,p,p,,,l,,v,,p
,f,,t,,,,,,,b,s,,g,g,,w,o,p,,,d,e
x,f,,t,,,,,p,t,,s,,,,,w,,,,y,,e
,,e,,,,,n,,,,,,w,,,,,,,,,p
x,y,,,,,,b,h,e,b,k,k,p,,,,,,,,,p
f,,,f,,,,,,t,?,,,p,,,,,,w,,l,p
x,,,f,,,c,n,u,,,,s,,w,,,,,,,d,p
x,s,,,,,c,,w,,,,,,,,w,,p,,v,g,p
,y,y,,,f,,,,,,s,s,w,,,w,o,,,,m,e
,,,,,f,,,,,,s,,p,,,,o,,w,,d,p
f,y,,t,n,,,,w,,,,s,w,,,,,p,,,d,e
,,,,,,,,,,r,s,,,,p,w,,p,k,,,e
,,n,,f,f,,,,,,k,s,,,p,w,,,,,d,p
,y,,f,f,,,,,e,,,k,,b,,,,l,,v,,p
,,g,f,,,,,,,,,,,,,,,p,,,g,e
,,n,,,,,,,,,s,s,,,p,w,,,,,,e
,f,,,n,f,,,,t,,,,,,,,,p,,v,,e
,,,t,,,,b,,,b,s,,,,,,,,n,y,,e
,,g,,f,f,c,,,e,b,,,p,,,w,,,h,,,p
,s,y,,,,w,,,,,,,,w,,w,,,,,d,e
b,,,,,,,,,,,,s,w,,,,,,k,s,,e
,s,e,,s,f,,n,,,,,,,p,,,,e,,,,p
,,,,,,,,,t,,,,,,,,,p,k,y,,e
,,,t,l,,,,,,,,,,,,,,,,n,,e
f,,e,,n,,,,,,,s,,,,p,,o,,,,,e
,,g,,,,,b,,,e,,,,,p,,,,,s,g,e
,s,,,,,,n,,,,,s,,p,,w,,,,,,p
,,,,,,,,,,,,,,,,,,,,y,g,p
,,,,n,,,,,,,,,,e,p,,,,,,,e
,y,,,a,,,,,e,,s,,w,,p,,,,n,,,e
,,,,,f,c,b,,e,,,,,,,w,,l,h,,,p
,y,,,,,c,b,n,,,s,,,,p,w,,,,,,e
,,,,,f,c,,,e,,k,,,,,,,l,,y,,p
,,g,,,,,,,,,,,,n,p,,,,,v,,p
,,,t,l,,,,,e,,,,,,p,w,,p,k,n,m,e
,,g,,f,f,,,,e,,k,,,,p,w,o,,,,,p
x,,,,,f,,b,p,,,,,p,,,w,,,,v,,p
f,y,y,,,,,,,,,,,,,p,,,l,,v,,p
,,,,,f,c,n,,,,,,w,,p,,o,,,,,p
,,,,,,,,b,,?,k,,p,w,,,,e,,,,p
,y,n,,,,,n,,,?,,,,,,w,,,,v,p,p
,,,,,,,b,,,,,s,,,,,,,,y,,e
x,,,t,n,f,,,,,,,s,,,,,o,,,,,e
f,y,g,,,,c,b,,,,,,b,,,w,,,h,v,d,p
,,,t,n,f,c,,,,,,,,,p,w,,,,c,,e
,,,,,f,,n,b,,?,,,,p,,w,,,,,p,p
,s,,,,,c,,,t,,k,,,,,,,,,v,,p
,,,,,f,,n,b,,,s,s,w,,,,,,,,,p
,,,,,,c,,,,?,,s,,,,w,t,e,,,w,e
,s,,,,,c,,w,,,s,,w,,p,,,,h,,,p
,,y,,f,f,,,g,,,k,,,,,,,,,,,p
,y,,,,f,,,,e,,,,,,p,,o,l,,,,p
,,,,,f,,n,,e,,s,,,n,p,,o,e,,,,e
,y,,,,f,,,,,e,,s,,,,w,,,n,v,,p
,,,,,,c,b,,,,,,,,,w,o,l,,,,p
,y,,f,f,f,,,p,,,,,,n,,,,,,y,,p
,,,,,f,w,b,,,,,k,,w,p,w,t,,,,,e
,,,,,,,,,t,,,s,w,,,,,,,,g,p
,,e,f,y,,c,,b,,,k,,,,,w,o,,,v,,p
,,,f,,,,,,,b,,,,p,,,,l,h,,d,p
,,,,,,,,b,t,,,,p,,p,,,,,,,p
x,y,g,f,,,,,,,,,,,,,w,o,,h,y,,p
,f,,,n,,c,,w,t,,s,,,,,,,p,,y,,e
,,n,f,s,,,,,,?,,k,,,,,o,,,,l,p
,s,,,,,,,,,?,,,,,,o,,p,,,,e
,f,,,n,,,,p,e,,,,,w,,,t,,w,,,e
,s,,f,,,,,,,?,,,,w,,w,o,,,,l,p
,,,t,,,,n,w,,,s,s,,,,,o,,,,u,p
f,s,,f,n,,c,b,n,e,?,,,o,,p,,,p,,,l,e
,s,,,,f,,n,,,,s,k,,,p,,o,,,,,p
,,,,,,c,b,,,,,s,w,,,,o,,k,s,m,e
,,e,,f,,,,b,t,?,,,,p,p,,,,,,p,p
k,,,f,y,,,n,b,t,,,,,,,w,,,,v,,p
x,,g,f,,,,,,e,b,k,,p,,,w,,l,h,,d,p
f,,,f,,,c,,,e,b,k,,,n,,,,l,h,,,p
,,,,,,,n,b,,,k,,,,p,w,,,,,l,p
,f,,t,n,,c,b,,,b,s,,,w,p,w,o,,,,d,e
,,,,,,,,,,c,,,,w,,,,,k,,g,e
,,,,p,,,n,,e,,,s,,w,,w,o,,,,g,p
,,,,n,,,b,,,,,,p,,,w,,p,,y,,e
x,y,n,t,n,,,,n,,b,,,,g,p,w,o,,,,,e
,s,,f,,f,,,,,,k,,,,,,,e,w,,,p
,,,,,f,c,,g,e,b,k,,,,,w,,,,,,p
,,n,,y,f,,n,,t,?,,,w,,,,o,,,v,,p
,y,,,,f,,b,w,,,,,w,,,,,e,w,,w,e
,,,,f,,c,,h,,,k,k,,,p,,,,h,y,,p
,,,,n,,,b,,,,s,,,,p,,o,,,y,,e
,,,f,,,,,,t,?,,k,,w,,,,,w,,,p
,,n,,,,c,,,,,s,,p,w,,,,,,y,,e
,,g,,n,,,b,w,,,s,,,w,p,,,,,,d,e
,,,,n,,,b,h,,e,,,,,,,,,,a,g,e
,,n,,,,,,b,,?,,,,p,p,,,e,,,p,p
,,,,,,,b,,t,,,f,,,,,,,,,,e
,,g,f,,f,,b,,,b,,,,,,,,l,,,g,p
f,f,,,,,c,b,u,t,,,s,g,,,w,o,,,,,e
,s,,,,f,c,,b,,,,,,,,,,,,v,,p
,,,t,,,,,,,b,s,s,,,,,,,k,,d,e
x,f,,,n,,,,,,e,f,s,,w,p,w,,,n,,,e
,,b,t,,f,c,,r,,,s,,,w,,w,t,,r,,m,p
f,,,,,,,b,,,,,,,p,,w,,,,,,e
,f,,,,,,,p,t,,s,,,,p,,o,,,,,e
,y,e,,,,c,,w,t,,,s,w,,,,,p,,v,d,e
,,g,,f,,c,,p,,,,,b,,,,o,,,v,d,p
,,e,,,,,,,,,,k,,p,,,,,w,,l,p
,,,,n,,w,,,,,f,s,,,,,o,,,,,e
,,e,f,,f,,,,,,,s,p,,,,,,,,,p
,,g,,,,,b,p,,,s,,,p,p,,o,,,,d,e
f,,,,,,,,,e,,,y,,,,w,,,n,,p,e
f,,n,,,,,b,,,b,,s,,,,,,,,v,,e
f,y,,,,,c,n,,t,,k,,,,p,,o,e,,v,,p
,s,y,t,,f,,,,e,c,,s,,,,,,,n,,g,e
,,,,,a,c,b,,,,,s,o,,,n,o,,,,l,e
,,,,c,,,,u,e,,,,,,,,o,,,,,p
,,,,n,,,,,,,,s,w,,,,,p,k,v,,e
,y,,t,n,f,,,,,,,,,,,w,,,,,,e
,,,,n,,,,n,,,,,,,,,,,,,,e
x,s,w,,,,,,,,,,,,w,,,o,,,,,p
,,g,,,f,,,,t,e,,,,w,,,,,,,,e
f,,,t,a,,w,,w,,b,,,,,p,w,o,,,,d,e
x,s,n,,,,,b,,,,f,,,,p,,,,,,,e
,,w,,,,c,,n,,e,,s,,,,,,p,k,s,u,p
,,g,,,,c,,,e,b,,,,p,p,,,l,,v,p,p
k,,,,,f,,,,,?,,k,,,p,,,,,,p,p
x,f,,t,,,,,,,,s,,,,,,,p,,,,e
k,s,,,y,,c,,b,t,?,,,p,,,,,,,,,p
,,,,,,,,,,,k,k,,,p,w,,,,,g,p
,,,,,,,b,,,,,,,w,,w,o,e,k,,,e
,,n,t,,,,b,u,,b,,,,w,,w,,,,y,,e
x,,n,,n,,,,,,,,,,,p,,,,n,,,e
,s,n,,,,,,k,,,s,s,,w,,,,,k,,,p
,s,e,,,,,,b,,,,,,,p,,,,w,v,d,p
f,,,,,,,,,,,k,k,,n,,w,o,,,,p,p
x,,g,,,,,,,e,b,,,b,,,,,l,,y,,p
,,,,,,,n,,,,,,,,,,,,,,,p
,,,,,,c,b,,,b,,,n,,,w,t,,w,,d,e
,y,,,,f,,,w,,,,,,w,,,,,,c,,e
f,,,,,f,,,,,,,,,,,,,,,,,e
b,,b,t,,,,,,,,,,,,,,,p,r,v,,p
,,,,,,,,,t,,k,s,,p,,,o,,,,,p
,,,,,,,,,t,b,,,,g,,,o,p,,,,e
x,f,,,,,c,,,,,,,,,,,,,,v,,e
x,,,,,,c,,,,,,,,w,,,,,,n,g,e
,,w,f,,f,w,,,,,k,,w,,,,t,,,,,e
,,n,,n,,,b,,,b,s,,,,,,,p,,v,,e
,s,,,n,,,b,,,,,,,w,,w,,e,,,,e
f,,y,,f,,c,,,,,,k,n,,,,o,l,,,,p
f,,,,n,,,b,,,b,,,w,,,,o,p,,,d,e
,,,,,,,,,,b,,,,,p,,o,,,,,e
,,,,n,,,b,,t,b,s,,,,,w,o,,n,,d,e
x,s,w,,n,f,,b,w,e,,k,,,,p,w,,,w,s,g,e
,,,f,,,,,,t,?,,s,w,,,,o,,,v,l,p
,,,f,,f,,n,b,,?,,,,p,,,,e,,,,p
,,,t,n,,,b,,t,,,,,g,p,,o,,,v,,e
,,e,f,,,,,,,,,,,w,p,,,,w,v,d,p
,s,,f,,f,c,,,,,,,,,p,w,,,,,,p
,y,b,,n,,,,,,?,,s,,,p,,,,,,w,e
k,,n,f,,,,,,,,k,,,p,p,w,o,,w,,,p
,,,f,,,,,,,?,,,p,,p,,,,w,,,p
f,,,,,,,,,,,k,,,,,,,e,,,,p
f,,,t,,,,,,,,,s,,,,w,,p,,v,,e
,,,,,f,,,,e,?,k,s,,w,,,,p,w,,,e
,,g,t,,,,,,t,,,,,,,,o,p,n,v,,e
,,e,t,n,f,c,,w,t,b,,,,g,,,o,p,,,,e
,,,t,,f,,,,,?,,,,,,w,,,w,,,e
,,,f,f,,,,,,,,,b,p,,w,,,,,,p
x,,e,,,,,,,t,,,,,,,w,,,n,,,e
,f,g,,,,c,,,,,,s,,w,,,o,p,,y,,e
x,,,,n,,,b,,,,,,,,p,w,,,,y,,e
,,w,,,f,,,p,,b,,s,w,,p,,o,,h,,,p
,f,g,,,,,,,,,s,,w,,p,,o,,n,,d,e
,y,,t,,f,,,w,,e,,,,w,,,,p,n,s,,p
,s,,,,,,,,,,s,,,w,,w,o,,n,s,d,p
,f,,,n,,,,,,,,,,w,,w,o,,,,,e
x,f,,,,,c,b,,,,,,,,p,,,,,y,d,e
,,g,,,,,b,,,,s,,w,w,,w,,,,y,d,e
f,,,,n,f,,,,,,f,f,,,,w,,,,,g,e
,y,,t,,,,,,e,c,,,w,w,,,o,,,n,,e
f,,,,,,,,,,e,,,w,,,,,,,s,g,p
,,w,,a,f,,,w,,,,s,,,,w,,,,n,g,e
x,s,g,,,,,,,t,,,,,w,,,,,,,,e
x,,n,f,,a,c,,,,?,,s,,,,,,,,,,e
,,,,n,,,,,,,,,,,,w,,,r,,,p
,s,,t,,,,,p,,b,,,w,w,,,,,,,,p
,,y,,,f,,b,,e,,,,,,,w,o,,,,,p
f,,,,,,,,,,,,,,,,w,,,,v,,p
b,,,,,,,,w,e,,,s,,,,,,p,,n,,e
x,s,n,,,f,c,n,,,,,,,,p,,,,,,,p
,,,t,,,,,p,t,,,,w,,,w,o,p,,,,e
,s,,,,f,,,,t,,,,,,p,w,,p,,s,g,p
,,,f,,f,,,,,?,s,,w,p,,,o,e,,,,p
,,,f,,,,,,t,,,,,,,,,,,,,e
,,,,,,,,,,,,,w,,p,w,,,,v,d,p
,,,,n,,c,,,,,s,s,,g,,w,,p,,,,e
,,n,,,,c,b,,t,,,s,,,,w,,,,,,e
,f,w,,,,c,,,,,,,,w,,w,,,,s,d,p
,,,,,,,,h,e,,,,,,,w,o,,,,d,p
f,f,n,,n,,,,,,,s,,w,,,,,,k,,,e
,,,t,,,,,w,,,,,,p,,w,o,,,,,e
k,,,,f,,,,,,,,,,,,,,e,,,,p
,,,,,,c,,,t,,,,,p,,w,o,,,,d,e
f,,g,,,,,,,,e,,,,,p,,,e,,a,,e
,,,,,f,,b,k,,e,,,,,p,w,,,,,,e
,,e,,,,,,,,b,,,,p,,,,p,,,,e
,s,n,,,,,,,,,,s,,w,,w,,,,,,e
,,n,,,,c,,u,,,s,,p,,p,,,,k,v,d,e
f,,,,,f,c,,p,,b,,,p,n,,w,,l,,,g,p
x,,e,,y,,,n,,,,,k,,,p,,,e,,v,,p
,,,t,f,,,,,,,s,f,w,,p,,o,,,,,p
,,,f,,,c,n,,,,,,,,p,,,,w,,,p
,,,,,,c,,,,,,,,,,,,,n,y,,e
,,,,,,c,,,,,k,,,,p,,o,l,h,,g,p
,,g,,f,,,,h,,,,k,,b,p,,o,l,,,g,p
b,,y,,l,f,c,,,,,,s,w,w,p,w,,,,,m,e
,,,,,,,b,w,,,,,,,,,o,,n,,,e
f,,,,,,c,b,,t,,s,s,,,,w,,,,,,e
f,,g,,,,,b,,,b,,,,,,w,,,,,,e
,y,g,,,f,,b,,,,,s,,,p,,,,n,,d,e
,f,,,l,,w,n,,t,,,,,,,,o,,u,v,d,e
,y,,,,,,,,,?,s,,,,,,,e,,,,p
,s,n,f,n,,,,,e,,,s,o,,,o,,,,,,e
f,y,,,,,,b,h,e,b,,k,,,,,,l,h,,,p
,,,,,,c,b,,,,,,,,,w,,,,v,,e
f,y,,,l,,,,,e,,s,,w,,,,o,,,,,e
,,,,n,,,b,n,t,,s,,,w,p,w,o,,n,,,e
,,n,f,s,,,n,,,?,,k,,,,,,,w,,p,p
f,,,,,,,,,,,,,,,,w,o,p,,v,,p
,,,,,,,,,e,,,,w,,,,,,,,,e
b,s,,,,,,,r,,,,s,,,,w,,p,r,,,p
,,,,,f,,b,p,,,,,,w,,w,,,,,g,e
,,,f,,,,,b,,?,,,,p,,,,,,v,,p
x,,,,,,,b,k,,c,,s,,w,,,o,,,s,,e
,,e,,,,,,,t,b,,,,,,,,p,,,d,e
,,w,,,,c,,,,b,,,,,,w,o,,h,,,p
,,,,,,c,,,t,,,,,,,,,,h,,,p
,s,,,,,,,,,,k,k,,w,,,,,,n,,e
x,,e,,,f,,,,t,,,s,,,p,,,p,,,,e
f,y,,,n,,,,,t,,,,,g,p,w,,,,y,,e
,s,,,,,c,b,e,,?,s,,w,e,p,w,,,w,,w,e
,,w,,,,c,,,,,,s,,,,w,,,k,,d,p
,y,,,y,,,n,,,,,,w,,,,,e,,,,p
,,,t,,,,,p,,b,,s,,g,p,,,,,,,e
,,,t,,f,,,,,,,,,,p,w,,,h,,,p
,,g,t,,f,,b,,,,s,,,g,,w,,p,,y,,e
b,,,,l,,,b,n,,,s,s,,w,,w,,,k,,,e
,,g,f,n,f,,b,h,,e,,,,,p,,o,,k,,g,e
,y,,,,,,,,,?,k,,,,,w,,,,,d,p
k,s,,,,,,,,t,?,s,s,,,p,,,e,w,,,p
x,,e,,,,,n,,,,,,,,,,,,,,,p
f,,,,,f,,b,,e,,,,p,,,w,,,h,,,p
,,e,,f,f,c,,,t,?,,s,,w,,,,e,,v,,p
f,,,,,,,,,t,,,s,w,,,,,,,,,e
,,,f,,,w,,,t,e,f,s,,,,w,,,,,,e
,y,g,,,,,b,,t,b,,,,g,,,,,,v,,e
,f,g,,f,f,,,,,,,k,,,,,,,,,,p
,s,w,,,,,,,,?,,,,w,p,w,,,w,,,e
f,s,n,,y,f,,,,t,?,,,,,,,,,w,,,p
x,,,,,,c,,w,,,,s,,,,w,o,p,,,,e
,,,f,,,w,,,t,,,,,,,,,,k,,,e
,f,,,n,,w,,w,,?,,,,w,p,w,t,p,,,,e
,s,,,,f,,,b,t,?,s,,,,,,o,,,,,p
,f,,,,f,,,,,,,,g,g,,,,,,v,,e
,,,,y,f,,n,b,,?,,,p,w,,,,,,,l,p
,,,t,,,,,w,,,s,s,,,p,,,,,s,u,p
x,,,,,f,,,,,,,,w,,,,,p,,,,e
x,f,,,,f,,,,,,,,w,,,,,,n,,g,e
f,,y,f,,f,c,,,,,,,,,,,,,,,,p
,,e,f,,,c,,,t,,,,w,p,p,,,e,,,,p
,,g,,,,w,b,,t,,,,w,,p,,,,,s,g,e
x,,,t,,f,,,,,,s,,,,,w,o,,k,,,e
,s,,,n,,,,,,e,s,,,w,,w,o,e,n,,,e
b,,,f,,,c,b,,e,,s,,,,,,,,,,,e
,,,t,,,,,,e,,,,,w,p,,,,,,g,e
,,e,f,,,,,,,?,,k,p,,p,,,,,v,,p
x,,e,t,,f,,,,,,s,,,p,p,,,,k,,,e
x,,y,,f,,c,,,e,,,k,b,,,,,l,,,g,p
,,,,,,w,,n,t,,,,w,,p,,,,n,a,,e
,,,t,,,c,,u,,,s,,w,,,,,,,,d,e
,y,,,,,c,,,,,,,p,w,,w,,,w,,,p
,,,f,n,,,b,,,,,s,w,w,p,w,,,k,,,e
f,f,,,,,,,,,,,,,,,,,,,,,p
,,n,,,,w,,,t,,f,f,w,w,,,,,,,,e
,,g,,n,,,,p,,,,,,,,w,,,,,g,e
,s,,,n,,w,,,,,f,,,,,,,,,s,,e
,,y,,,f,c,,,,b,,,,b,,,,,,,,p
x,f,p,f,,,,,p,e,,,s,,,p,w,o,p,,,,p
,,,,,,,n,,,,,,,,,,,,w,v,,p
f,s,,,,,c,,,,,s,,,,,,,,,,,e
,,g,,,f,,,,,,k,,,,,,o,,,,,p
,,,,,f,,,,,?,,,w,,,,,,w,,,p
,y,,,f,,,,,,b,k,,,,p,,o,,h,,,p
,,g,,,f,c,,g,,,,,,,,,,l,,,,p
,,,,,,,,,,c,,s,w,w,,w,o,,k,,,e
,,,f,,f,w,,,,,s,,,w,p,,,e,n,a,,e
,,e,,m,,,,,,,,,,c,,,,,,,d,p
,,n,t,,f,c,b,,t,b,,,,p,p,,o,,,v,,e
x,,,,,,,,b,,,,,,,,,,,,v,l,p
k,,,,,f,,n,,t,?,,s,p,,,,,e,w,,l,p
f,,,,n,,,n,,,,,f,,,,,,,,,,e
k,s,,,s,,,,b,,,s,,,,,,,,,v,,p
,y,,,y,f,,,,t,,,k,w,,p,w,,,,,,p
k,,e,,,f,c,,,,?,,,w,,,w,,,,,,p
,,g,,n,f,,,,t,,s,,,,p,w,,,,,d,e
,,,,,,,b,n,,,s,,w,,,,,,n,,,e
,,,,,,,b,h,,,k,k,,,,,,l,,,,p
,s,,,,,c,,,,,s,,,w,,,,p,,,,p
,s,n,,f,f,,,b,,,,,,,p,,,,,,,p
,,,f,,,,b,h,,b,k,k,,,,w,,,,,,p
x,s,,f,,,c,n,,t,,s,,w,,p,,,,,v,l,p
,,,,,,,,p,,b,,,,,,w,,p,,,,e
,,,,f,f,,,,,,,,,w,,,o,,h,s,,p
,f,g,,,,,,,,,,,,p,,w,,,,,d,e
,,y,,,,c,b,w,e,,,,,,,,,,k,y,g,e
,,y,,,,,n,n,,,,,,w,,,o,,,,,e
,,,f,s,f,,,b,t,,,k,,w,p,,o,,,,,p
x,y,,,,,,,,,,s,,,,,,,,,s,,p
,s,,,f,,,,,,,,,,w,p,,,p,h,,,p
,,,,f,,c,,,,,,f,,,p,w,,p,,s,,p
x,,,,,,,,,e,,s,s,w,,,w,,,,,g,e
x,y,,,,,,b,n,,,,s,,,,,,,,,,e
x,,,,,,c,n,,e,,k,y,,n,p,w,,,,,,p
,,w,,,f,,,,,e,,,,,,w,,,k,,,e
,,,t,,,c,b,n,,,,s,w,,,,o,,k,,,e
,y,,f,,,,b,,,,k,,b,,p,,o,l,,,,p
x,,g,,,f,,,n,t,,f,,,,,,,,n,,g,e
x,,,t,,,,,p,,b,,s,,,,w,,,,,d,e
,,,,,,,,,e,c,,s,,,,,,p,,,,e
k,,,f,,f,,,,,?,,,,w,,,,,,,p,p
,,,,,,,b,g,,,,,,,p,w,,p,,,,e
,y,,,,,,,,,,,s,,w,,w,o,,k,,,e
,,,t,,,c,,w,,,,,,,,,o,,n,y,,e
,,,,y,,,,b,,?,,,w,w,p,w,o,,,,d,p
,,g,t,n,,c,b,,,,,,,,p,,,,n,,,e
,y,,,,f,,b,,,,,,,,,,o,p,,,,e
x,,,f,c,,,,,,,,,w,,,w,,p,,,d,p
,,,,,f,c,,n,,,,,,,p,w,o,,,,,e
,,,,,,,n,,,,,,,w,p,w,,,,,,p
k,,p,,,,,,,,,,,,,,,,,,,,e
,f,,,n,,,,,,,,f,,,,,,e,k,,,e
,y,,f,,,,n,,,?,k,,w,,,w,o,,,,,p
x,,,,n,f,,,,,,s,s,,,,w,,,,,,e
x,y,,,,f,,,,,,,,w,w,,w,,,,,d,e
k,,,,y,f,,,,t,,s,s,,,,,,,,,,p
,,,,p,,,n,,,,s,,w,,,,,p,,,,p
,,,,,,c,,,,,s,,,,,,,,n,,,e
f,,e,,,,,b,,t,,s,,p,p,p,,,p,n,,,e
,,n,,,,c,n,,,?,,,,p,p,w,,,,v,d,p
,,n,,,,c,,,,,,,,,,,o,e,,,,p
x,,,,,f,,,,,,,,g,,,,o,,k,,,e
,,w,,,f,,,,,,,,,,p,,o,,,,,p
,y,,,n,,c,b,w,,,,,p,,p,w,,,k,,,e
,,,,,f,w,,k,t,,f,,,,,w,,,,,,e
f,,c,,,f,,,,,,,,,,,,,,,,l,e
,,,,,,,,u,,,,,,,p,,,,,,,e
,,,,,f,,,,,b,,,,,,,,,,,,p
,y,e,,y,f,c,,b,,,,,w,,p,,,,w,v,,p
,,n,,,f,,,w,,,,s,g,,,,,p,,v,d,e
,,n,,,,,,,,?,k,,,,,,,e,,,,p
f,s,,,,,c,n,,,,,k,w,,p,,,,w,,,p
,,,f,,,,b,,e,,,,b,,,w,,,,v,p,p
x,,y,f,,f,,,,,,k,,b,,,,,,h,y,g,p
,s,,,,,,,,t,?,,,,,p,w,,,,,,p
x,s,,f,n,,,b,,,,,,,w,,,o,,,,,e
,,g,f,,,c,,,e,b,k,,,,,,,l,,,p,p
,,n,f,,f,c,,,t,,k,,,w,,w,o,,,,d,p
,,n,,,f,,,,t,b,,s,p,,,,,,n,y,,e
,,,,,,,,g,,,,,,w,,,o,,,,,e
,s,g,f,,,,,,,,,s,,w,,,t,,,n,,e
x,,,t,,,,,n,,,,y,,,,,o,,,,,e
,,w,,l,,,,,,,s,,w,w,,w,o,,k,s,,e
,s,n,,,f,w,,,,e,f,f,,,p,,,,,a,,e
,,,,y,,,,,,,,,w,,,,,,,,,p
x,y,,t,n,,,,,t,b,,,,g,,,,,,,d,e
f,,,,,,,b,n,,,,s,,g,p,,,,k,,,e
,,e,,,,c,,,,,,,,,p,,,,,,l,p
,,g,,,f,c,,p,e,,k,,p,,p,,,,h,,d,p
,s,w,,,,,b,,,,,f,,,p,w,o,e,k,,,e
,,,,,f,,,,,,s,,,,,,o,e,,v,d,p
,,,t,,,,,h,,b,,f,w,,,,,p,h,,,p
x,,n,,n,,c,,u,,b,s,,,,p,w,,p,,,,e
,f,,t,,f,,,,t,,,,,,,w,,,,,,e
,y,,,,,,,,,,,,,c,p,,,,w,c,,p
,,,,y,,,n,,,,,,,,,,,e,w,,d,p
,,,,,,c,,k,,,s,,,,,,o,,,n,,e
,,y,f,,,c,,h,,b,,,p,p,,,,l,,,d,p
,,,,,,,,,,,,s,w,,,w,,,,v,,p
,,,,s,,,,,,,s,k,,w,,,,,,v,,p
,y,,,,f,,,,t,b,,,,,,,,,k,,,e
k,,g,,,,,b,p,e,,s,,w,w,,w,,,w,,,e
,y,,f,,,c,,,t,,,,w,,p,w,,e,,v,d,p
,,,f,,f,,n,,,?,,,w,,p,,o,,,v,,p
f,,,,,,c,b,,,b,,,,,,,o,p,,,,e
k,s,,,,,c,,,,,k,,,,p,,o,,w,,,p
f,y,,f,f,,,,,,b,,,b,b,,,,,h,,,p
,,e,,,,,n,b,,,,s,p,p,,,,,,v,,p
x,,,,,,,n,,,,,,,,,,o,p,,,,p
,,,f,n,,,,,t,,f,f,,w,,,,e,,,,e
,,,t,l,,,,,,c,s,s,w,,,,o,,,n,,e
,,,,,,,,,,,,,,n,,,,,w,,,e
,,w,t,,f,,,,,,,s,,w,p,w,o,,,,l,p
,,,,,,,b,p,,,,,p,,,,,,,,,p
,,y,f,,,,,p,,b,,,b,,,,o,l,,v,,p
f,y,e,,,,,,b,,,,,,,,,o,e,,,,p
f,,,,,,,b,g,,b,k,k,,,,,o,,h,y,,p
x,,,,y,,,n,,,,,,,,,,,e,,,,p
,,y,,,,,,,,c,,,,,,w,,,,,,e
,y,e,,n,,,b,,,,,s,,g,p,w,,p,,,d,e
,,,,,f,,,,,,,,,g,,w,o,,,v,,e
,,,,,,c,,,e,,,k,,,,,,,h,v,g,p
,,,f,f,,,b,,,b,,,p,p,,,o,l,,,,p
b,,y,,l,f,,,w,,,,,w,w,,w,,p,,,,e
,,y,,,,,b,,,,,k,b,,,,,,,,,p
,y,y,,,,c,,,,,s,s,,,,,,,k,s,,e
,,,,,,,,h,,,s,,,,,,,,,s,g,e
,s,y,,,,,n,,,b,,,,,,,,p,,,,e
,,,,f,,,b,,e,,k,k,,,,,,l,h,,,p
,,,t,f,f,c,,p,t,b,,,,w,,,,,,,,p
x,,,,n,,,,p,t,e,,,,,p,,,,,,,e
,,,,y,f,,n,,t,,,,,,,w,,,,,,p
,f,,,,,,,,e,b,k,,n,,,,,,,y,,p
,,,,,,,,,,,,,,w,,,,e,,,,e
b,,,,,,,,,,b,,,,,p,,,,r,,,p
k,,,,s,,,,,,,,,,,,,,,w,,p,p
x,,,,,,,,,,?,,,p,p,,,,,,,,p
,,y,,,f,,,,,b,,,,n,,w,,l,h,,p,p
,,,,,,,,p,,,,,,,,,,l,,,g,p
,,,,,f,c,,,,,,,,w,,w,o,,,,,p
,,g,,n,,,,p,,,,s,,,,,o,,n,,,e
,,,f,f,,,,,,b,,,b,b,,,,,,,,p
f,,,f,,,,,,,,,,,w,,w,,e,,,,p
,,p,t,,,c,,w,,,s,,,,,,,,,,,e
,,,t,,,,b,,,,,s,g,w,,,o,p,,,,e
,,,t,,,,,,,,,,,p,,,,p,,y,,e
,,,,f,,,,,t,,f,,,,,,,p,h,s,,p
,,,,,a,,,n,,,,,,o,,,,,,,l,e
x,y,,,n,,c,,p,t,b,,,,p,,,,,,,,e
,f,w,,n,,,,,e,?,,,w,w,,,,,w,s,,e
,,,,,,,,,t,,,,,,,w,o,e,,,p,p
