cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
,f,g,f,f,f,c,b,h,e,b,k,,p,p,p,w,o,l,h,y,,p
f,y,e,t,n,f,c,b,n,t,b,s,s,,w,p,w,o,,n,v,d,e
x,y,n,t,p,f,c,n,n,e,e,s,s,,w,p,w,o,p,n,v,u,p
x,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
x,y,g,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,d,e
k,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,,g,e
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,,e,w,v,l,p
,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,,h,y,p,p
b,s,w,f,,,w,b,g,e,,k,,,w,p,w,t,p,w,n,g,e
f,y,g,f,f,f,c,,,e,b,k,,n,b,p,w,o,l,h,y,g,p
x,y,n,t,,f,c,b,p,,r,s,y,w,w,,w,o,p,k,y,g,e
f,y,,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
f,y,e,t,n,f,,b,n,t,b,,s,p,g,,w,,p,k,y,,e
x,y,,f,s,f,c,n,,,?,s,s,p,w,p,w,o,e,w,v,l,p
x,s,n,f,s,f,c,n,,t,?,k,,p,p,p,w,o,e,w,,d,p
x,s,w,t,p,f,c,n,k,e,,s,s,w,w,p,w,o,p,k,,u,p
x,y,e,f,y,,c,,b,t,?,s,s,p,w,p,w,o,e,,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,,l,h,y,g,p
x,f,g,f,f,f,c,,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
,s,e,f,f,f,c,n,b,,?,k,s,p,,p,w,o,e,w,,p,p
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,,o,e,n,a,g,e
x,s,n,f,n,f,w,b,n,,e,,s,w,,p,w,o,e,k,s,g,e
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,,w,o,l,h,y,g,p
x,f,y,f,,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,p
f,,e,,,f,c,b,w,,b,s,s,w,w,p,w,,p,,y,d,e
f,y,n,t,n,f,c,b,,t,,s,s,,p,p,w,o,,k,,d,e
f,y,n,f,y,f,c,n,b,t,?,,k,p,p,p,w,o,e,w,v,p,p
k,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,f,e,t,n,,c,b,n,t,b,s,s,g,g,p,,,p,n,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,g,,p,w,o,p,n,,d,e
k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
x,y,,f,f,,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
f,,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
x,s,g,f,c,f,,n,u,e,b,s,s,w,w,,w,o,p,,s,d,p
x,s,b,t,f,f,c,b,w,t,b,f,f,w,,p,w,o,p,h,v,g,p
b,y,y,t,a,f,,b,g,e,c,s,,w,w,,w,o,p,n,s,,e
k,s,n,f,f,f,c,n,b,t,?,s,k,,p,p,w,o,e,w,v,d,p
f,y,,t,n,f,,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,e
k,y,n,f,f,f,c,n,b,t,?,,s,p,p,p,,o,e,w,v,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,,w,o,,h,v,p,p
x,,,f,n,f,w,b,p,e,?,k,s,w,,p,,t,p,w,s,g,e
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,,p,k,y,d,e
f,,e,,n,f,c,b,w,t,b,s,,g,p,p,,o,,n,v,d,e
x,y,,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,,e
x,y,g,f,f,f,c,,g,,,k,k,p,p,,,o,l,,y,d,p
f,s,y,t,l,f,w,n,w,t,b,s,s,,w,p,w,,p,n,v,d,e
b,s,y,t,l,f,c,b,n,e,c,,,w,w,,w,o,p,k,,g,e
,s,e,f,s,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,,l,p
f,f,n,t,n,f,c,b,n,,b,,s,w,g,p,w,o,,k,y,d,e
x,y,y,t,l,f,,b,n,e,c,s,s,w,w,p,w,o,,,n,g,e
f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,s,,,n,f,,b,k,t,e,f,f,w,,p,w,o,e,k,s,g,e
,s,e,f,,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
x,y,,f,f,f,c,b,h,e,b,k,k,,n,p,w,o,l,h,y,g,p
k,y,p,t,n,f,c,b,w,e,?,,s,e,e,p,w,t,e,w,,w,e
b,y,y,,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,,e
f,y,y,f,f,f,c,b,g,e,b,k,,b,p,p,w,o,l,,,d,p
b,y,w,t,a,f,c,b,n,e,c,s,,w,w,p,w,,p,k,n,g,e
x,y,g,,f,f,c,b,,e,b,k,k,b,b,p,w,,l,h,y,g,p
f,y,g,f,,f,c,b,p,e,b,k,k,n,n,p,,o,l,,v,d,p
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,f,,f,,f,,,,e,b,k,k,n,n,p,w,,l,h,v,p,p
x,,y,f,f,f,c,b,p,,b,k,k,p,p,p,w,o,l,h,v,,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p
f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,,g,p
k,y,,f,,f,c,n,,,,k,s,p,w,p,w,o,e,w,v,p,p
k,y,n,f,s,f,c,n,b,t,?,k,k,p,,p,w,,e,w,v,p,p
f,f,g,t,n,f,c,b,p,,b,s,s,,g,p,w,o,p,,y,d,e
x,f,e,t,,f,c,b,u,t,b,s,,w,p,p,w,o,p,k,y,d,e
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,,o,l,h,v,d,p
k,,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
x,s,n,f,y,f,c,n,,t,,k,k,w,p,p,w,o,e,w,v,p,p
k,s,e,f,f,f,c,n,b,t,?,,k,p,p,p,,o,e,w,,p,p
f,s,e,f,s,f,c,n,b,,?,s,s,w,w,,w,,e,w,v,d,p
k,y,,t,,f,c,b,w,e,?,,,e,w,p,,t,e,w,c,w,e
x,s,b,t,f,f,c,b,w,t,b,,s,w,w,p,w,o,p,h,v,u,p
x,,,f,f,,,b,g,e,b,,k,p,n,p,w,o,l,,y,p,p
f,y,g,f,f,f,c,,p,e,b,k,,b,p,p,w,o,l,h,v,d,p
,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,e
f,,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p
x,y,g,f,f,f,c,b,p,e,,k,,n,b,p,w,o,l,h,v,p,p
x,,y,f,,f,c,b,p,e,b,k,k,p,n,p,,o,l,h,y,d,p
b,f,g,f,n,f,w,b,p,,?,s,k,w,w,p,w,t,p,w,s,g,e
f,s,w,t,f,f,c,,p,t,b,s,s,w,w,,w,o,p,h,s,g,p
f,s,e,f,y,f,c,n,b,,?,k,s,w,w,p,w,o,e,w,v,l,p
f,f,g,f,f,,c,b,p,e,,k,k,p,p,p,w,o,l,h,y,d,p
k,y,e,f,s,,c,n,b,t,?,k,k,p,,p,w,o,e,w,v,d,p
x,y,g,f,f,f,c,b,h,e,b,,k,n,b,p,w,o,l,h,y,d,p
f,f,,t,n,f,c,b,w,,b,s,s,w,p,p,w,o,p,k,y,d,e
f,y,,f,s,f,,n,b,t,?,k,k,p,p,p,,o,e,w,v,l,p
k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,e
b,,g,f,n,f,w,b,p,e,?,k,k,w,w,,w,t,p,w,s,g,e
x,s,n,f,s,,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,,p
x,s,n,t,p,f,c,,,e,e,s,s,w,w,p,w,,p,n,s,u,p
f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,,o,p,n,v,l,e
,s,n,f,f,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,d,p
b,y,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,,e
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,,e,w,,,p
,s,,f,y,f,c,,b,t,?,s,k,w,,p,w,,e,w,v,,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,,o,l,h,v,,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,,l,h,v,g,p
f,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
x,f,g,t,n,f,c,b,n,t,,s,s,p,,,w,o,p,k,v,d,e
b,s,w,t,l,f,c,b,w,,c,s,s,w,w,p,w,o,p,k,s,g,e
f,,n,,p,f,c,n,k,e,e,s,,w,,p,w,o,p,k,v,,p
f,f,,t,n,f,c,b,,t,b,s,s,p,p,,w,o,,k,y,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,,,p,k,y,,e
f,s,n,f,s,f,c,,b,t,?,k,k,,,p,w,o,e,w,v,p,p
f,f,y,f,,f,c,b,g,e,b,k,,b,n,p,w,o,,h,y,d,p
x,,n,f,y,f,c,n,b,t,?,,k,w,w,p,w,o,e,w,v,d,p
f,y,,t,n,f,c,b,w,,?,s,s,w,w,p,w,t,e,w,c,w,e
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
x,f,g,t,n,f,c,b,u,t,,,,w,w,p,,o,,k,y,d,e
,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
x,y,,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e
f,,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,,p,k,v,d,e
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e
x,,n,f,y,f,c,,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
x,f,w,f,,f,w,b,k,,e,f,,w,w,p,w,o,e,k,a,g,e
x,f,,f,,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,p
,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,,o,p,,y,d,e
f,s,n,,s,f,c,n,b,t,?,s,s,,p,p,w,o,e,w,v,p,p
f,y,n,t,n,f,c,,w,t,,s,s,p,p,p,,o,p,,v,d,e
x,f,n,f,n,f,,b,h,t,e,f,s,w,w,,w,o,e,n,a,g,e
b,y,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,p
f,y,e,t,n,f,c,,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e
f,f,e,t,n,,c,b,p,t,b,s,s,,p,p,w,o,p,n,y,d,e
f,,e,t,,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,,o,l,h,v,d,p
f,y,e,f,f,f,c,n,b,t,?,s,,p,p,p,w,o,e,w,v,l,p
f,y,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
f,y,g,t,n,f,c,,p,t,b,s,s,p,,p,w,o,,,y,,e
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,,p,n,,p,e
f,,n,t,n,f,c,b,,t,b,s,s,w,w,,w,o,p,k,v,d,e
f,y,n,f,y,f,c,n,,t,?,k,k,p,w,p,w,o,e,w,v,p,p
b,s,y,t,a,f,c,b,w,e,c,,s,,w,p,w,o,p,n,n,g,e
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,v,l,e
x,,p,f,c,f,c,n,u,e,,s,s,w,w,p,w,o,p,,s,d,p
f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
x,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,,e,w,c,w,e
,,n,t,,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,,,v,d,p
x,s,,f,n,f,w,b,h,t,e,f,,,w,p,w,o,e,k,s,g,e
f,f,w,t,a,f,w,n,w,,,s,s,w,w,p,,o,p,u,v,d,e
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,,k,a,g,e
x,s,,t,p,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,,u,p
x,f,g,f,,f,c,b,h,e,b,k,k,n,p,,w,o,l,h,v,p,p
k,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,,w,v,p,p
x,,g,t,n,f,c,b,,t,b,s,s,g,p,p,w,o,p,k,v,d,e
k,s,,,y,f,c,n,b,t,?,k,,p,p,p,w,o,e,w,v,p,p
x,f,,f,f,f,,,h,e,b,k,,b,b,p,w,o,l,h,,g,p
f,s,n,f,,f,w,b,,t,,f,s,w,,p,w,o,e,,a,g,e
f,,n,t,n,,c,b,u,t,b,,s,g,,p,,o,p,n,y,d,e
x,f,,f,n,,w,b,n,t,e,,f,w,,p,w,o,e,n,a,g,e
x,s,n,t,p,,c,n,k,e,e,s,s,w,w,p,,o,p,,,u,p
x,s,e,,f,f,c,n,b,t,?,k,k,w,w,p,,o,,w,v,d,p
f,y,g,f,,f,c,b,,e,b,k,,n,n,p,w,o,,h,v,p,p
x,f,,f,f,f,,b,g,e,b,k,k,b,p,,w,o,l,h,y,g,p
f,s,e,f,y,f,c,n,,t,?,,s,p,p,p,w,o,e,w,v,,p
k,s,n,f,n,f,c,b,w,e,b,y,y,n,n,,w,t,p,w,y,d,e
x,y,n,t,,f,c,b,,e,?,s,s,,w,p,w,t,e,,c,w,e
f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e
b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,,d,p
x,y,e,,n,,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
x,f,n,t,,f,c,b,,t,b,s,s,g,g,p,w,o,p,n,v,d,e
,s,y,t,a,f,c,b,n,e,c,s,s,w,w,,w,o,p,n,n,g,e
,f,w,f,n,f,,b,p,,?,k,s,w,w,p,,t,p,,n,g,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,,v,d,e
x,s,n,f,n,f,,b,n,t,e,s,s,w,w,p,w,o,e,,,,e
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,p
,y,g,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,d,e
x,y,e,,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e
x,f,e,t,n,,c,b,p,t,b,,s,g,g,p,w,o,p,n,y,d,e
x,s,w,f,,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
k,,n,f,f,f,c,,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
f,,g,t,n,,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
x,y,e,f,f,f,c,n,b,t,?,k,k,,w,p,,o,e,w,v,d,p
f,s,n,f,f,,c,n,b,t,?,k,k,,p,p,,o,e,w,v,p,p
k,y,b,t,n,f,c,b,e,e,,s,s,w,w,p,w,t,e,w,c,,e
k,s,n,f,y,f,c,n,b,t,?,k,,p,p,p,w,o,e,w,v,p,p
f,s,,f,f,f,c,n,b,t,?,,k,p,w,p,w,o,e,w,,p,p
f,y,,,s,f,c,,b,t,?,,s,p,p,p,w,o,e,,v,d,p
f,,,t,n,f,c,b,n,t,b,s,s,,p,p,w,o,p,n,v,d,e
b,s,w,f,n,f,,,g,e,,k,s,,w,,w,,p,w,s,g,e
x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,,,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,,e,?,s,s,w,e,p,w,,,w,c,w,e
x,f,y,f,f,f,c,b,h,,,k,k,b,p,p,,o,l,h,v,,p
,f,e,t,n,f,c,b,w,t,,,s,,g,p,w,,p,n,v,d,e
x,,,t,n,f,c,b,u,t,b,s,s,g,w,,,o,p,n,y,d,e
x,f,e,t,n,f,c,b,n,t,,s,s,p,w,p,w,o,p,n,,d,e
x,s,w,t,f,f,c,b,p,t,b,,s,w,w,p,w,o,p,h,s,g,p
x,f,g,t,,f,c,b,p,t,b,s,,w,,,w,o,p,n,v,d,e
x,,w,,p,f,c,n,w,e,e,s,s,w,w,p,w,,p,n,s,u,p
x,s,w,f,,f,c,n,p,e,b,s,s,w,w,,w,o,p,n,s,d,p
x,f,w,f,n,f,,b,,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,f,g,,n,f,c,b,n,t,b,s,s,w,g,p,,o,p,n,,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,,w,o,p,k,y,,e
f,f,,f,n,f,w,b,h,t,e,f,,w,w,p,w,o,e,n,a,g,e
x,y,y,t,l,f,c,b,n,e,c,s,s,w,,p,,o,p,k,n,g,e
f,y,n,t,p,f,c,n,k,e,e,s,,w,w,p,w,o,,n,s,g,p
b,y,w,t,a,f,c,b,,e,c,s,s,w,w,p,w,o,p,n,n,g,e
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
,s,n,f,n,a,c,b,y,,,s,s,o,o,p,n,o,p,n,c,l,e
f,s,b,,n,f,c,b,w,e,b,s,s,w,w,,w,t,p,r,v,g,p
f,s,g,t,f,,c,b,,t,b,s,f,w,w,p,w,o,p,,,g,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p
,,n,,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
b,s,w,t,a,f,c,,w,e,c,s,s,w,,p,w,o,p,k,n,g,e
x,s,n,f,s,f,c,n,b,t,,s,s,p,p,p,,o,e,w,v,l,p
x,y,n,t,n,f,c,b,p,t,b,,,w,,p,w,o,p,n,v,d,e
f,s,w,t,f,f,c,b,h,t,b,f,s,w,,p,,,p,h,s,,p
k,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,,v,,p
x,f,n,f,n,f,w,b,k,t,e,f,f,w,,p,w,o,e,,a,g,e
x,f,g,,c,f,c,n,u,e,,s,s,,w,p,w,o,p,k,v,d,p
x,f,g,t,n,f,c,b,u,t,,s,s,g,g,p,,o,p,n,v,d,e
f,f,,t,n,f,c,b,p,t,b,s,s,,g,p,w,o,p,k,y,d,e
x,f,w,f,c,f,c,,n,e,,s,s,w,w,p,w,o,p,n,,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p
f,f,n,f,n,f,w,,,t,e,s,f,w,,p,w,o,e,k,a,,e
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,e
k,y,e,f,f,f,c,n,b,t,?,k,,w,p,p,w,o,,,v,l,p
f,y,,t,n,f,c,b,u,t,b,s,s,g,p,p,w,,p,n,y,d,e
f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,,e
,s,g,f,n,f,w,b,k,t,e,s,s,w,w,,w,o,e,n,,g,e
x,,,t,n,f,c,b,u,t,,s,s,g,p,p,w,o,,n,y,d,e
x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,,e,n,s,g,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,,p,k,v,d,e
f,f,y,,f,f,c,b,p,,,k,k,p,n,p,w,o,,h,y,g,p
x,y,e,f,y,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,,,p
f,s,,t,f,f,c,b,h,t,b,s,,w,w,p,w,o,,h,s,g,p
f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
f,y,e,t,n,,c,b,n,t,,s,s,g,w,p,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,,w,o,,h,y,g,p
x,y,g,f,,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,,n,v,d,e
,f,g,t,n,f,c,,n,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,,o,p,n,v,d,e
,f,y,t,,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,y,n,f,s,f,c,n,b,t,?,s,,p,w,p,w,o,e,w,v,l,p
b,s,n,,,a,c,b,,e,?,s,s,o,o,p,o,o,p,y,v,l,e
f,y,g,f,f,,c,,h,e,b,k,k,n,p,p,w,,l,h,v,p,p
x,y,e,t,n,f,c,b,n,,,s,s,p,p,p,,,p,n,v,d,e
f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,,y,p,e
x,f,,t,n,,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e
x,s,n,f,s,f,c,n,,t,?,k,,p,w,,w,o,e,w,v,p,p
f,s,w,t,f,f,c,b,w,,b,f,f,w,w,p,w,o,p,h,v,,p
b,y,y,t,l,f,c,b,,e,c,s,s,w,w,p,w,o,,k,n,g,e
b,s,,t,n,f,c,b,r,e,b,s,s,w,w,,w,t,p,r,v,g,p
k,f,w,f,n,f,w,b,,e,,k,k,w,w,p,,,p,w,s,g,e
k,y,n,,f,f,c,n,b,t,?,,k,,p,p,w,o,e,,v,p,p
x,y,y,t,a,f,,b,k,e,c,s,s,w,w,p,w,o,p,,s,m,e
x,f,e,t,n,f,,b,n,t,b,,,w,w,p,w,,p,,y,d,e
f,s,w,t,f,,c,b,p,t,b,s,,w,w,,w,o,p,h,v,u,p
f,,b,t,f,f,c,b,,t,b,s,f,,w,,w,o,p,h,,g,p
b,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,,p,w,,g,e
x,y,e,t,n,f,c,b,,t,b,s,s,w,g,p,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,,y,d,e
,s,b,t,n,f,c,b,e,e,?,s,s,,e,p,w,t,e,w,c,w,e
x,f,w,f,c,f,,n,g,,b,s,s,w,w,p,w,o,p,k,v,d,p
k,,n,f,y,f,c,n,b,,?,s,k,w,p,p,,o,e,w,v,d,p
,y,e,t,n,f,c,b,p,t,,,s,p,,p,w,o,p,n,v,,e
x,s,w,t,f,f,c,b,w,t,b,s,f,w,,p,,o,p,h,v,g,p
x,f,g,t,,f,c,b,,t,b,s,s,p,g,p,w,o,p,,y,d,e
b,s,,t,l,,c,b,n,e,c,s,s,w,w,p,w,,,k,n,g,e
,s,g,f,n,f,w,b,h,,e,s,f,w,,p,w,o,,k,a,g,e
x,y,n,,y,f,,n,b,t,?,k,s,w,p,,w,,e,,v,d,p
k,s,e,f,y,f,c,n,b,,?,s,s,w,p,p,w,o,,w,v,p,p
,s,e,f,y,f,c,,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
f,f,g,f,f,f,c,,p,e,b,k,k,p,b,p,w,o,l,h,,g,p
f,,e,f,f,,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,,p
f,f,w,,n,f,w,,p,,e,s,s,w,w,,w,o,e,k,s,g,e
f,f,n,f,n,f,w,b,k,t,e,f,,,w,p,w,o,e,,s,g,e
f,y,g,,n,f,c,b,n,t,b,s,s,w,,p,w,,p,k,v,d,e
x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,,,l,h,y,p,p
b,s,w,,n,f,w,b,g,e,?,s,k,w,,p,w,t,p,w,s,g,e
,s,n,f,,f,,n,b,t,?,k,k,p,p,p,w,o,e,w,,d,p
x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
x,f,w,f,n,f,,,w,e,?,s,k,w,w,p,,t,p,w,s,g,e
x,,e,f,y,f,c,n,,t,?,s,,w,w,,,o,e,w,v,,p
x,f,g,t,n,f,c,b,w,t,,s,s,g,g,,w,,p,k,v,d,e
k,s,,f,y,f,c,n,b,t,?,,k,p,w,p,w,o,e,w,v,l,p
f,s,w,t,p,f,,n,w,e,e,s,,w,w,p,,o,p,k,s,u,p
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,,e
,y,y,f,f,,c,b,,e,b,k,k,b,n,p,w,o,l,h,y,d,p
f,s,e,f,s,f,,n,b,t,?,k,s,w,p,p,,o,e,w,v,p,p
f,,g,f,n,,w,,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e
,y,n,t,n,f,c,b,w,t,b,,s,p,w,,w,o,p,k,v,d,e
x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,,w,o,e,n,s,g,e
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,e
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e
x,s,e,,s,f,c,n,b,t,?,k,k,p,,p,w,o,e,w,,l,p
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e
,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,,p
x,f,w,f,n,f,w,,n,t,e,f,f,,w,p,w,o,e,n,a,g,e
f,y,,,n,f,,b,u,t,b,s,,w,w,p,w,o,p,n,y,,e
x,y,,,f,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,l,p
x,f,g,f,n,,w,b,p,t,,f,s,w,w,p,w,o,e,k,a,,e
f,f,y,f,f,f,c,b,p,e,b,k,k,b,,p,w,o,l,h,v,d,p
f,s,,f,n,f,w,b,h,t,e,f,f,w,,p,w,o,e,k,a,g,e
x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,,g,e
f,f,y,f,f,,c,b,p,e,b,k,k,p,b,p,w,o,l,,y,p,p
,f,,f,c,f,w,n,p,e,b,s,s,w,w,p,w,,p,k,s,d,p
,y,n,f,y,f,c,n,b,t,?,,k,w,p,p,w,o,e,w,v,l,p
f,s,n,f,n,a,c,b,n,,?,s,s,o,o,,n,o,p,y,v,l,e
