LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,SEX,default payment next month
,,,,,,,,,,,,,,2.0,,,,,,,,1.0,0
100000.0,,,5810.0,6860.0,,,,0.0,,,,,,2.0,,,2.0,,,,,,1
,,,203432.0,,95445.0,,99961.0,,,,,,2670.0,,,,,0.0,,,,2.0,0
,,,,,,,116626.0,,5500.0,,,,4000.0,1.0,2.0,,,,0.0,,,,0
170000.0,,0.0,,,5053.0,,,,,,,,0.0,,2.0,1.0,,-1.0,,,-2.0,2.0,1
,49.0,,,,,,,,0.0,,,,3756.0,3.0,,-1.0,2.0,,,,0.0,,0
50000.0,,,,,,,,,,0.0,,,0.0,,,,,,,-2.0,,,0
,,,4002.0,,5322.0,,,,1438.0,,,,,,1.0,,,,,-1.0,0.0,,0
,29.0,,,19658.0,,,,,0.0,1600.0,400.0,,,,,,2.0,,,,,2.0,1
,48.0,,,,,68604.0,,,4305.0,,,,,,,0.0,,0.0,,,,2.0,0
,,35871.0,,,,,42136.0,1900.0,,,,,,2.0,,0.0,,0.0,,,,,0
50000.0,,19775.0,,,19918.0,,,,0.0,,,,,2.0,2.0,2.0,,2.0,,,,,1
50000.0,,,78993.0,69424.0,64201.0,,57337.0,3023.0,,4023.0,,,,3.0,,,,2.0,,0.0,,,0
,34.0,,,,,,44535.0,,,,2000.0,,,,,,,2.0,,,,,1
,41.0,185738.0,,,,,,,,,3545.0,,,,,,0.0,0.0,2.0,,,,1
,,,9156.0,,8141.0,6422.0,5187.0,,1079.0,239.0,209.0,,,,,,,0.0,,,,2.0,0
360000.0,,,,,100125.0,84773.0,76951.0,1068.0,,,,2091.0,9890.0,,,,-1.0,,-1.0,,,,0
50000.0,24.0,-1000.0,,,0.0,,,,,0.0,,,0.0,2.0,2.0,1.0,,-2.0,-2.0,,,,0
,,8821.0,5943.0,6569.0,24604.0,,,,6588.0,,4896.0,1477.0,,,,,-1.0,-1.0,,,,,0
,,28818.0,,0.0,,,,,,,,,,2.0,2.0,,,,,,,,0
,31.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,0
,,,,,,,77868.0,,2614.0,,,,2720.0,3.0,1.0,,,,,,0.0,1.0,0
200000.0,,,,,49090.0,50009.0,,,2200.0,,3500.0,3000.0,,,2.0,,0.0,0.0,,,,2.0,0
,46.0,,,780.0,,780.0,,,,,780.0,,,3.0,2.0,,,,,,,,0
,,,,150.0,,,,0.0,,0.0,0.0,,44399.0,,,,,,2.0,,,2.0,1
,,182.0,,,2458.0,,,,,,,,0.0,,,,-1.0,,-1.0,0.0,0.0,1.0,0
10000.0,24.0,,,,8925.0,,,,,,330.0,,,,,,0.0,0.0,,,,2.0,0
,,398.0,954.0,,,170.0,0.0,,,170.0,0.0,,,,2.0,,,,,,0.0,,0
,,22629.0,,,36359.0,39299.0,40428.0,3000.0,3000.0,10000.0,3700.0,,3000.0,,,,0.0,,,0.0,,,0
,,13889.0,,,,,,,2095.0,1215.0,,,,,,-1.0,,,,,,,0
150000.0,,,,,,,,,0.0,,,,2972.0,,,,,,-2.0,,,,0
,,,,,0.0,,,,2000.0,,,,,3.0,,0.0,0.0,,,,-2.0,,0
,,1253.0,,4111.0,,,,,,,,,,,,,-1.0,,-1.0,-1.0,,,0
,30.0,,6229.0,,,,,,,,,3002.0,2.0,,2.0,-1.0,,,0.0,,2.0,,0
500000.0,,,,,,126650.0,,,11000.0,,6000.0,,,,,,0.0,,,,,,0
10000.0,,,,6118.0,245.0,,,,,,,,200.0,3.0,,,,,,-1.0,,2.0,0
50000.0,,,,,,9008.0,9188.0,,,,,,,3.0,,0.0,0.0,,,2.0,,,0
180000.0,,,,,,175219.0,,5896.0,,,,6379.0,6300.0,2.0,,,,,,,,,0
,37.0,,0.0,596.0,,0.0,,,596.0,,,,4617.0,,,,-2.0,-2.0,,-2.0,,,0
20000.0,,,21081.0,,,13560.0,,,,2000.0,,,,,,,3.0,2.0,0.0,0.0,,,1
,45.0,3455.0,,,,,416.0,,,,416.0,416.0,,,1.0,,,,,,,1.0,0
,32.0,,,,62704.0,60133.0,,2937.0,2226.0,2271.0,2108.0,3012.0,,,,,,0.0,,,,,0
190000.0,,,,106082.0,95645.0,,91835.0,,,9000.0,,,,,,,,,,,,,0
,,,,,,126877.0,,,,,,5000.0,,,,,,0.0,,0.0,,1.0,0
,,23185.0,24194.0,,,28120.0,,,,1760.0,,1033.0,,,,,0.0,0.0,,,,2.0,0
,,250637.0,,254762.0,,,,,,,,,,,,0.0,,0.0,,0.0,,,0
30000.0,22.0,14617.0,,20430.0,,,10583.0,3000.0,3376.0,5076.0,,,,,,,,,0.0,,,2.0,0
,31.0,3702.0,,,,,5625.0,,,25.0,,,,,,,-1.0,-1.0,,0.0,-1.0,1.0,1
,,,,,,170098.0,,,,11558.0,,,,,,,,,,,,2.0,1
,,,31429.0,27923.0,,0.0,,10010.0,,,,0.0,6305.0,2.0,2.0,,,,,,,,0
,,,137465.0,,132066.0,,,,,5000.0,,,10000.0,,,,,,,,0.0,,0
360000.0,42.0,,0.0,,0.0,,,0.0,,0.0,,,,2.0,,,,,,-2.0,,1.0,0
,,91431.0,,,,48262.0,,4672.0,,,,2000.0,,,,,0.0,,,,,1.0,0
,,48060.0,,,33778.0,,19582.0,,,,622.0,,,,,,,,0.0,,,1.0,0
,,,,,14223.0,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,1
,,,46815.0,,,,,,,,500.0,,,,,,,,,,0.0,2.0,1
110000.0,,112987.0,,,,,,,,2975.0,,,,,,,0.0,,,0.0,,1.0,1
260000.0,51.0,-200.0,,,6682.0,1718.0,,,,,,,,,1.0,,,,-2.0,-2.0,-2.0,,0
,,,,,,92539.0,,,,,,,,,,,-1.0,-1.0,,,0.0,1.0,0
60000.0,,,,,,,,,,,,,,,,,2.0,0.0,,,0.0,,0
,40.0,,,0.0,,1000.0,0.0,2400.0,,0.0,,,,,2.0,,-1.0,-1.0,,,,,0
,50.0,,,,,3914.0,,,,,4.0,,,,,,3.0,,,2.0,,2.0,0
20000.0,25.0,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,390.0,,,,390.0,,,-2.0,,,-2.0,,,,0
200000.0,,3266.0,,,-71.0,-467.0,-863.0,,,,,0.0,2000.0,,1.0,,,-1.0,,,-2.0,,0
,,,72260.0,,84221.0,91805.0,100053.0,,,,9000.0,,,2.0,,0.0,0.0,,,,,,0
280000.0,,,,500.0,0.0,,,,,0.0,500.0,,,1.0,2.0,-2.0,,-2.0,-2.0,,,,0
290000.0,50.0,,,,224260.0,233251.0,,10109.0,,,,40213.0,40211.0,,,,,,0.0,,,2.0,0
,46.0,,,,,46342.0,56571.0,20000.0,10600.0,,20000.0,,,1.0,,,0.0,,,,0.0,2.0,0
,,,107070.0,,94623.0,,,,,,4000.0,,,,1.0,0.0,0.0,0.0,,,,,0
150000.0,,,,,,,,17686.0,,,,,,1.0,1.0,1.0,-1.0,-1.0,,,,2.0,0
30000.0,67.0,26590.0,25869.0,26947.0,,,24576.0,,,,,,,,,,,,0.0,,0.0,,1
20000.0,49.0,,,,,,19600.0,,,1400.0,1000.0,,,,,,2.0,,,,,,0
80000.0,27.0,,,,2000.0,0.0,2096.0,,2191.0,,,2096.0,,,,1.0,2.0,2.0,2.0,,,,1
,,,-18.0,,-10.0,,,,,,,,,,,,-1.0,-1.0,,-1.0,-1.0,2.0,0
,,,,0.0,,,13912.0,,0.0,0.0,13007.0,,,3.0,,,-2.0,-2.0,,,,,0
,,,,,,,,,,,,1602.0,594.0,2.0,,,,,,,0.0,2.0,0
,,,,116545.0,120396.0,,,,,5800.0,4500.0,,,2.0,,,,,0.0,,0.0,1.0,0
,38.0,22619.0,,,,,,2000.0,,,,,,2.0,,,0.0,,,,0.0,,0
30000.0,,19650.0,,,,,,,3400.0,,2100.0,,,3.0,1.0,0.0,,0.0,,,,,1
,42.0,,,,1039.0,,,,,,,0.0,,,,1.0,,,,,,,0
30000.0,,30078.0,,26017.0,,27209.0,,,,,,,,,,,2.0,,0.0,2.0,2.0,,0
60000.0,,,,,,,21811.0,,,,3000.0,1500.0,2000.0,,,,,,,,0.0,2.0,0
,,,131632.0,,,,130436.0,5000.0,,,5000.0,,5000.0,1.0,,,0.0,0.0,,0.0,0.0,,0
,,,,42090.0,,,,,,,,15000.0,,,2.0,,,,,0.0,,1.0,0
,,,,,19464.0,,,1400.0,1400.0,1000.0,700.0,,,,,,,0.0,,0.0,,,0
,57.0,,,,,,19622.0,1500.0,,,,,707.0,,,,,,,,,1.0,0
150000.0,,7939.0,6610.0,,8102.0,,,6629.0,,,,,12595.0,,,,,,,,-1.0,,0
,26.0,,,,13142.0,9800.0,,5946.0,3663.0,3159.0,,4857.0,6240.0,,2.0,0.0,,,,,,2.0,0
,,,,,,91535.0,,,,0.0,,,2660.0,,1.0,,,,,,0.0,,1
,32.0,60825.0,45060.0,25056.0,24751.0,,24983.0,,,,,,,1.0,,0.0,,,,,0.0,,0
,,71100.0,,,,73261.0,,,,,,,,2.0,,0.0,,0.0,,,0.0,,0
,,,,0.0,0.0,630.0,1297.0,,0.0,,,,,,1.0,,,,,-1.0,,2.0,0
,,,,,,986.0,1200.0,,1933.0,,,1206.0,,,,,,-1.0,-1.0,-1.0,,1.0,0
,35.0,8277.0,,,,,,,130370.0,,,,,,2.0,,,,0.0,,,,0
,32.0,,,,,,,,5500.0,4000.0,,601.0,,1.0,,,,,,,0.0,,0
,,353356.0,320704.0,,,,,,11684.0,,,,10000.0,1.0,,,,,0.0,,,,0
,32.0,,,,,,67452.0,3800.0,,,,,,,2.0,0.0,,,,0.0,,,0
120000.0,34.0,,,,,12623.0,,,,,,0.0,1446.0,,,1.0,,-1.0,-1.0,,,2.0,1
130000.0,39.0,,,,,,131482.0,,,4700.0,5000.0,,,,1.0,0.0,0.0,,,0.0,,,0
,,,,,,,,6167.0,,,,3000.0,,,,,,,,,,,0
380000.0,,,41385.0,,,45716.0,46629.0,,,,,1494.0,2000.0,,,-1.0,,,0.0,,,,0
,,,-900.0,,1905.0,,4641.0,0.0,,,,,,1.0,,,-1.0,-2.0,,,,,0
,,,90905.0,,97004.0,,,,7300.0,,,4000.0,3800.0,2.0,1.0,1.0,,2.0,2.0,,,,0
,42.0,,,19950.0,79227.0,,,,,,,,10933.0,,,-2.0,-2.0,,-2.0,,-1.0,,0
,,39466.0,,,,,29798.0,,,,1170.0,1189.0,1230.0,,,1.0,,0.0,,,,,0
,,780.0,,780.0,0.0,,,,0.0,,390.0,,,2.0,2.0,,,,,,,1.0,0
10000.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,,1.0,,0.0,,,,,,1
440000.0,,70548.0,,0.0,,,,20000.0,,,,,9307.0,,,,0.0,0.0,,,,,0
,26.0,,160712.0,210445.0,74138.0,,,107789.0,,,,94020.0,,,,,,0.0,,,,,0
,,,,19346.0,15754.0,,15011.0,1352.0,,,726.0,,,,,-1.0,0.0,0.0,,,,,1
50000.0,,,,,,49634.0,,2064.0,500.0,,,,,,,,,,,,2.0,,1
30000.0,,25078.0,,25880.0,25873.0,,26918.0,,,,,,2000.0,,,0.0,,,,0.0,,,0
,,,541.0,,,544.0,190.0,,,329.0,,,,,,1.0,,,-2.0,,,,0
,,,,,,,,0.0,0.0,,,,,,,,0.0,,-2.0,,,,1
,,,,,,,,,,1500.0,,,,2.0,,,,2.0,,,0.0,,0
,,,,344.0,,,,,0.0,,0.0,,,,,1.0,-1.0,,,,,,0
70000.0,,193.0,,,829.0,338.0,,,299.0,,338.0,865.0,833.0,2.0,,,,-1.0,-1.0,,,,0
,,,,26158.0,29486.0,,25954.0,,,4008.0,,1500.0,1000.0,,,,0.0,0.0,,,,,0
,,23182.0,,,,14021.0,,,2000.0,,,,,3.0,,,,,2.0,0.0,,2.0,0
,,,,,9357.0,,,1121.0,,,,2000.0,,2.0,2.0,,0.0,,0.0,0.0,,2.0,1
,35.0,,21860.0,,,,43827.0,2000.0,,,,,,,1.0,,0.0,,,,,,0
100000.0,46.0,,,,,,25654.0,2000.0,0.0,,,,,2.0,,,,2.0,,,,1.0,1
440000.0,,,,,,,,11129.0,,,,,131400.0,,1.0,,,0.0,,0.0,0.0,,0
,,,,54882.0,53894.0,52382.0,,0.0,,,,,,,,2.0,,,0.0,,,,1
,,,48546.0,49157.0,,,49940.0,,1900.0,,0.0,,,,,,,,0.0,0.0,0.0,,0
,,28681.0,,,36823.0,,23994.0,3000.0,4000.0,,5000.0,,2000.0,,2.0,,,,,,0.0,1.0,0
,,15335.0,,16546.0,,,,,,,2300.0,,,3.0,,,,,,,,,1
80000.0,25.0,,,0.0,,,33081.0,,,,,15081.0,,,1.0,,,-2.0,,,0.0,1.0,0
,,,,,,37390.0,,,,,,,,,1.0,,,,,,,,0
,,,8769.0,,9376.0,9720.0,,,,,500.0,,,3.0,,1.0,,,,0.0,,,1
,,,,,,,,,,,,,,2.0,1.0,,,,,,,2.0,1
,,,,,1958.0,,,,,,805.0,,,,,0.0,-1.0,,,,,2.0,0
,34.0,,0.0,,,,0.0,,,,,,,,,,,,-2.0,,,2.0,1
50000.0,,,,35703.0,,,,,,,3000.0,,,,,0.0,,,0.0,0.0,,,0
,,,,,,,,,,268.0,45171.0,,,,,,,-1.0,-1.0,,,,0
,22.0,,,,,,29999.0,,,,,3000.0,,,1.0,,,0.0,,,,2.0,1
,,37699.0,,,,,,,2000.0,1150.0,2000.0,,1000.0,,,,,,,,,,0
,,,,,39437.0,40292.0,41153.0,,2700.0,,1500.0,1500.0,10000.0,,,0.0,,,,0.0,,,0
190000.0,,,,182680.0,154753.0,,92248.0,,8382.0,10221.0,,,,,,0.0,,,0.0,,,,1
,,,,,,,,,,1829.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,-2.0,,0
160000.0,42.0,0.0,,369.0,0.0,,,,,0.0,522.0,,,,1.0,,,,-1.0,,-1.0,2.0,0
,25.0,,71859.0,0.0,,,,,,,,,,,2.0,0.0,,,-2.0,,-2.0,,0
,,,48695.0,,18834.0,15810.0,15786.0,,,,0.0,366.0,,3.0,,2.0,2.0,0.0,0.0,,,,1
,,,10135.0,,,,,,,0.0,0.0,,,,,2.0,,,,2.0,0.0,,1
60000.0,34.0,493.0,240.0,823.0,,,,240.0,,,,,,,2.0,,,,0.0,,,,0
,,,,,,,50534.0,4400.0,,2000.0,,,1700.0,,,,,,,,0.0,,0
500000.0,,275956.0,,,285419.0,,,,,,10000.0,10000.0,10000.0,,1.0,,0.0,,,,,,0
30000.0,27.0,,,20460.0,,,,1500.0,,,900.0,,,,,,2.0,2.0,,,,2.0,1
10000.0,,,,,,9422.0,9619.0,,,1144.0,,340.0,,2.0,,2.0,,0.0,,0.0,0.0,,1
20000.0,,,,,17322.0,,,1300.0,,,,,,,,-1.0,2.0,,2.0,,,1.0,1
,,38344.0,,,,,,,,,,,,,,,,2.0,3.0,2.0,,,1
50000.0,,,,,,,,,300.0,,,,350.0,,,,,2.0,,,,,0
,,,22010.0,2302.0,,16394.0,,22000.0,,9947.0,,,,,1.0,-1.0,,,,,0.0,,0
,48.0,,,8422.0,4377.0,3910.0,,5491.0,9683.0,,,,2120.0,3.0,1.0,,,-1.0,,,,,1
20000.0,22.0,,20400.0,,,20196.0,,,,534.0,700.0,1000.0,,,,,,,,0.0,0.0,2.0,0
,,,716.0,243.0,,,20182.0,0.0,,,1000.0,,,,,1.0,,-1.0,,0.0,,,0
140000.0,,,0.0,,,2226.0,,,,,,,,,,,,,,,,,1
320000.0,,65083.0,23750.0,22381.0,14685.0,,6722.0,,,,,6722.0,,,,,,,,,-1.0,2.0,0
360000.0,,,,,,,,2134.0,,6858.0,,,0.0,,2.0,,,,,,,1.0,0
,53.0,,,,,0.0,0.0,,,0.0,,,,,1.0,,-2.0,,,,,,0
,,,,72730.0,,24040.0,,9019.0,,,24040.0,,22503.0,2.0,,,0.0,,,,,,0
450000.0,29.0,,,7700.0,9700.0,,,2000.0,,2000.0,,,0.0,,,,,,0.0,0.0,,,0
,41.0,,,,,,,498.0,,,,498.0,,3.0,,,,,-1.0,-1.0,,,1
230000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2.0,,,1
,,,,,,,,,1119.0,,,,,,,,,,-2.0,,,,0
160000.0,,51997.0,,0.0,,0.0,,,,,0.0,0.0,,,2.0,,-2.0,-2.0,,,,1.0,0
20000.0,,,,,,20003.0,,,,,900.0,781.0,,2.0,1.0,,2.0,0.0,,,0.0,,1
,,,19741.0,18718.0,,,,19855.0,,,12849.0,8468.0,,2.0,,,,-2.0,-2.0,,-2.0,2.0,0
500000.0,,,,26089.0,,,106200.0,,,,,106354.0,,1.0,,,-2.0,,0.0,-1.0,,,0
,,,,,,,,,,,,1944.0,,,,,,,,,,,0
,32.0,,,,,,,,198031.0,6069.0,,,,,,,-1.0,,,,,,0
290000.0,,1485.0,,,,,,,,,440.0,,0.0,,,-2.0,,,,,,2.0,0
50000.0,,,,15688.0,,0.0,,,,,,,,,,,0.0,,,-2.0,,,1
,,84579.0,,88093.0,,,92822.0,3084.0,3224.0,,3257.0,,,2.0,,0.0,,,,,,,0
80000.0,,,,500.0,0.0,,,,,,,,,,,1.0,-1.0,-1.0,,-2.0,,1.0,0
,,,,,,3435.0,,1010.0,,,,,,,,,,-1.0,,,0.0,,0
,,,,10225.0,,,,0.0,0.0,,,,,2.0,1.0,,,,2.0,,3.0,,1
,,,18247.0,,,0.0,0.0,,,103.0,,,0.0,,,,,,0.0,,,2.0,0
230000.0,,50845.0,48170.0,46987.0,,,,,1769.0,,,,,2.0,1.0,,0.0,,,,,,0
,,,32234.0,32136.0,,,29934.0,1506.0,,1422.0,,,,,,,0.0,,,,,,0
,31.0,,,,,414.0,,,,,,0.0,0.0,,,,,,,,,,0
,,,,,2200.0,0.0,,,1504.0,,0.0,,,2.0,,0.0,0.0,,-1.0,,,,0
,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0
,,1847.0,,,,,18379.0,2000.0,2000.0,,,,,,,,,,,,,,0
,,,,57827.0,,45354.0,,,,1684.0,,1558.0,,2.0,1.0,-1.0,,,,,0.0,1.0,0
,,,,,552.0,182.0,312.0,370.0,,,0.0,,,2.0,2.0,,,,,,-1.0,,0
,,,,,2692.0,,,5255.0,,,,,,1.0,,,,-1.0,,,,,0
,,10221.0,,,14332.0,,,,,8500.0,,,,,,,,,,,,,0
,,3152.0,0.0,,,6979.0,,,4956.0,,2000.0,1500.0,,,2.0,,,,0.0,,,,0
390000.0,34.0,,,695.0,-448.0,,,,,,,,235.0,2.0,,0.0,,,,,,,0
130000.0,,108711.0,107996.0,87817.0,,,,,,,,,,,,,0.0,,,0.0,,,0
,,,,0.0,0.0,,,0.0,,,,0.0,,,2.0,,,-2.0,,,,,0
,,,,,15410.0,,,,,,,,0.0,,2.0,,,,,,,,0
80000.0,,,,855086.0,632.0,,,,1024516.0,,632.0,,14770.0,,1.0,,,,-2.0,,,,0
110000.0,,,,,,,,2000.0,,2000.0,,3000.0,,2.0,,,,0.0,,,,,0
,32.0,,,16152.0,,,,12174.0,,,,,,,,,,-1.0,,,,2.0,0
,,162657.0,,,,112633.0,,,,5500.0,,,4500.0,,,,,,,0.0,,,0
,53.0,205134.0,,47242.0,,49552.0,,1800.0,1800.0,1900.0,2000.0,,,1.0,,,,,,,,1.0,0
,30.0,13395.0,,,,,,,6257.0,,1550.0,,1550.0,1.0,,,,,,,,,0
310000.0,34.0,,4073.0,,,,,,11321.0,,2371.0,,,,,,,,,,-1.0,2.0,0
50000.0,,,48847.0,,,46844.0,,,,,1400.0,,,,1.0,0.0,,0.0,,0.0,,,1
480000.0,48.0,,,,,,,,257.0,,,,370.0,1.0,2.0,,-2.0,,-2.0,-2.0,,,0
,,46430.0,47679.0,,49981.0,44211.0,,,,,1514.0,,,,,,,,0.0,,0.0,,0
,,,,47475.0,,,,3189.0,1500.0,101.0,,,,2.0,,,0.0,,,,,,0
,30.0,13182.0,,,,4069.0,,,2711.0,,4069.0,,8026.0,,,,-1.0,,,,,,0
,,2240.0,,7062.0,,,,12245.0,,8891.0,,,,,1.0,,-2.0,,,,,,0
50000.0,,47858.0,40506.0,40110.0,,,40440.0,,,,1423.0,1462.0,,2.0,,,,,,0.0,,,0
,,,,89.0,,,,89.0,,,,,,,,,,2.0,2.0,,,,1
,,,,1624.0,4180.0,,,,1635.0,4180.0,2667.0,,2091.0,,,,,,-1.0,-1.0,,2.0,0
,44.0,,26640.0,,,,,,,,1300.0,,,2.0,,2.0,,2.0,,2.0,2.0,,1
,,218796.0,178554.0,126132.0,,,,,7449.0,,2400.0,,10000.0,,,,,,,,,,0
80000.0,,70381.0,,,70899.0,75331.0,,,3126.0,,,,,,,,,,0.0,0.0,2.0,,1
100000.0,,99721.0,,,79107.0,,,3500.0,,,,1732.0,,3.0,,0.0,,0.0,0.0,,,1.0,0
,53.0,,346067.0,,,250216.0,253526.0,,,11000.0,,10000.0,,2.0,,,,0.0,,0.0,,,1
360000.0,29.0,0.0,,,0.0,,,,,,,,,,,1.0,,-2.0,,,-2.0,1.0,0
,40.0,193.0,3760.0,,,,0.0,,,,,,,,1.0,2.0,,,-1.0,-1.0,,,1
,,,,,1411.0,,,,,,,,0.0,,,-1.0,-1.0,,,,,,0
,,,,,59947.0,,,,2800.0,,2250.0,2081.0,,1.0,2.0,,,,0.0,0.0,,,0
120000.0,,,114915.0,117220.0,,,117881.0,,4223.0,,,,,,1.0,0.0,,,0.0,,,,0
50000.0,,,40662.0,,43020.0,,45288.0,,,,,,2000.0,,,,0.0,,0.0,,,,0
100000.0,,82348.0,,,,,88057.0,,,,,5900.0,,2.0,,,,3.0,,,2.0,,1
,,,,47837.0,51361.0,50417.0,,,0.0,,0.0,,0.0,,,,,,2.0,,,,1
20000.0,49.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,1.0,-1.0,,,,,,1.0,0
430000.0,,200364.0,,,,,,,3050.0,2511.0,,2005.0,5046.0,3.0,,0.0,,,,0.0,0.0,,0
,,,,,18982.0,,19608.0,,,,,849.0,,3.0,,,,,,,,2.0,0
,44.0,,33661.0,,,,,,,,,,,,,,,,,,,,1
,,,,,,0.0,,,,0.0,,,4189.0,,,0.0,0.0,0.0,,,,,0
,,,,,,,,,1592.0,,,,,,2.0,,0.0,,,0.0,0.0,,0
380000.0,53.0,,,,,,,,,720.0,,,360.0,,,,,,,,,,0
,46.0,,,,9200.0,10280.0,,,,1200.0,,,0.0,2.0,1.0,,2.0,,0.0,,,,1
,26.0,,23744.0,23090.0,,26886.0,30858.0,0.0,,,5000.0,,,,,,,3.0,,,,,0
200000.0,34.0,,53329.0,44222.0,,,25334.0,,,,,,,,,,,,,,0.0,,0
80000.0,,80012.0,78748.0,,70370.0,,,,2700.0,2300.0,,2000.0,1400.0,,,,,,0.0,,,,0
,,,,76081.0,76526.0,27571.0,28783.0,3459.0,,,,,,3.0,,,,,,,0.0,2.0,0
,,35706.0,,,,,,1500.0,,2500.0,2500.0,3500.0,,,,,2.0,,,0.0,,,0
,34.0,,6449.0,,,,,,,,,626.0,626.0,1.0,,-2.0,,,-2.0,,,,0
,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,2.0,0
,,132823.0,,,,111450.0,,71998.0,,,,,,,,0.0,0.0,,0.0,,,2.0,0
,,51400.0,,,,0.0,,,,0.0,,0.0,0.0,1.0,1.0,,,-2.0,,,,,0
80000.0,,,,,,,,,,1900.0,,,,,,,,,0.0,,0.0,,0
,23.0,14816.0,8237.0,-2601.0,,30446.0,,,,,,1054.0,,,,,0.0,,,,,,0
,,,,137664.0,,,,9000.0,,5000.0,42054.0,,,,,0.0,,,,-1.0,,,0
,24.0,,18628.0,,,,,,,,118.0,,,,,,0.0,,0.0,,0.0,,0
,56.0,,,283396.0,213294.0,213384.0,,,,,,7861.0,,2.0,1.0,0.0,,,,,,2.0,1
,,2500.0,,,,,2500.0,0.0,,,,,,1.0,,,,2.0,,,,,1
,,47822.0,,,,,,2009.0,,,,,,,,,,,0.0,,,,0
,,,,,,,68557.0,0.0,,,,,,,,0.0,,,,,0.0,,0
240000.0,30.0,3376.0,,,,,,0.0,4649.0,,,,0.0,1.0,,,-1.0,,,-1.0,0.0,,0
,40.0,,171014.0,,,,,7540.0,,6301.0,,,,,,0.0,,,,0.0,0.0,,0
,,,,,,,14625.0,,,1233.0,,,,,,,,,0.0,,,,1
,,,,,,,50319.0,,3000.0,,,,,,1.0,1.0,,,,,2.0,,0
,,1397.0,0.0,,,0.0,,0.0,136.0,,,,297.0,,,-2.0,,,-2.0,,,,0
,,86098.0,,,87321.0,82289.0,,3200.0,3155.0,,,,,,,,,,0.0,0.0,,,0
20000.0,,18649.0,19727.0,20330.0,20199.0,,,1700.0,,,0.0,348.0,,,,,,,0.0,,,,0
,,,,,,,,2600.0,,,2500.0,2600.0,3000.0,3.0,,,,0.0,,0.0,,,0
,,,,,23448.0,,24415.0,1351.0,1378.0,,,,,,1.0,-1.0,,,0.0,,,1.0,0
80000.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,0
,,,,,,,,2079.0,,0.0,,,5000.0,3.0,1.0,,0.0,,,,0.0,,0
210000.0,,,,,,,,,,3300.0,,,,,,,,,,,,,0
50000.0,,,,43733.0,,,,0.0,,16.0,,1051.0,,,,,,,2.0,0.0,,,1
,35.0,,,,,,,,1073.0,1081.0,178.0,184.0,,,,,0.0,0.0,0.0,,0.0,2.0,1
,,,,29906.0,,,,,1831.0,1449.0,,1051.0,,,1.0,,,,,0.0,,,1
,37.0,,,19615.0,,,,3217.0,,,,12467.0,,,,,-1.0,-1.0,,-1.0,,,0
,30.0,,,,,0.0,,,,,,,,2.0,,0.0,0.0,,0.0,,-2.0,,0
500000.0,,107782.0,,,,,,,11602.0,3244.0,9191.0,,,,,-1.0,,-1.0,-1.0,,,,0
220000.0,,13654.0,12312.0,,,3942.0,2132.0,,,,3942.0,2132.0,5809.0,,,-1.0,-1.0,,,,,2.0,0
,,,,,,,,,,2500.0,,,,3.0,,,-1.0,,,0.0,,,1
,,,79365.0,81485.0,,,86114.0,,,,,,,1.0,,,,,,2.0,0.0,,1
,,,,25600.0,,40000.0,,47000.0,,,20400.0,,,,,,,,2.0,-1.0,,,1
500000.0,,5121.0,,43892.0,,49240.0,6772.0,31305.0,,,,3723.0,,,1.0,,,,,,,,0
,,0.0,,1000.0,0.0,,,,,,,0.0,,,2.0,-2.0,,,,,,,0
240000.0,,,,,5928.0,,,10420.0,,5928.0,,,7764.0,,,,,,,,-1.0,2.0,0
,41.0,28026.0,,51500.0,,3955.0,,41346.0,52110.0,,,13939.0,,,,-2.0,,,,-1.0,,,0
,38.0,,,,3700.0,,,,2380.0,,,,,,,,,,-1.0,,,,0
10000.0,,,,4366.0,4148.0,,4360.0,,,,,0.0,,3.0,,-1.0,,2.0,,,,,0
,,,,,,141189.0,138880.0,,,,,,,,,,,,,,,,0
,,389.0,,,390.0,,370.0,,,,,,399.0,,1.0,,,0.0,,,,,1
,39.0,38332.0,63396.0,,69339.0,,,,,,,,7000.0,2.0,1.0,0.0,0.0,,0.0,,,,0
80000.0,,,15449.0,,,,16374.0,,,,707.0,,,,,,,,,,,2.0,1
,,,13936.0,,14590.0,,14823.0,1400.0,0.0,,,,,,1.0,,,,2.0,,,1.0,0
,,,43813.0,,,,,,0.0,,3300.0,0.0,1600.0,2.0,,,,,,,,2.0,0
