class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,b,,,,n,,c,,,,,,,w,n,,,o,,,v,d
,,,,,,,,b,,e,,,s,,w,p,w,,p,w,s,g
p,x,,w,,,,c,,,e,,,s,,w,,,,,,,u
,,f,,,,,,b,,e,b,k,,,,,,,l,,y,
,x,y,,,s,,,n,,,?,,s,w,,p,,o,,,v,
,,,,,,f,w,b,p,,e,,f,w,w,,,,,n,,g
,,,y,,,,,,,,,,k,n,p,,,o,,h,,
,,,r,,n,f,c,n,w,e,,,f,w,,p,,,f,,,
,f,y,,,,,c,b,,e,b,k,k,,b,p,w,,,h,v,p
e,k,f,w,,n,f,w,b,,e,,,k,w,w,p,w,,,w,,
e,,,,t,,,c,,n,e,,,s,w,w,p,w,o,p,,s,
p,x,y,y,,f,f,,b,,e,b,k,,,n,p,w,,l,,,
p,f,y,n,t,p,,c,,,e,e,s,s,w,w,,,,,,s,
e,f,f,g,t,n,,c,,,,b,,s,g,p,,,o,,,v,d
e,f,f,n,t,,f,,,p,,b,s,s,w,p,p,,o,,k,,
,,,y,t,a,f,,b,,e,c,,s,,,p,w,,,,,
,,s,,,,f,c,,,t,,k,s,w,,p,w,,e,,,
,,s,,,n,,c,b,y,e,,,s,,,p,,,p,,,l
,x,y,,,n,f,c,b,p,t,,,s,,g,p,w,,p,k,,
e,,,,,,f,c,b,u,t,b,s,s,w,,p,,,p,n,,
,,f,n,,n,,,,,t,,s,s,,p,p,,,p,n,v,d
e,x,,w,,l,f,c,b,g,,,s,s,w,w,p,,,,,,
,,y,,t,,,c,b,,,c,,,,,,w,o,,,,
e,x,,,,,f,,b,,t,b,s,,w,,p,w,o,,k,v,d
,,,,f,,f,,b,,,,,s,w,,p,w,,,,,g
,,y,e,f,m,a,c,b,w,,,k,,c,,,w,n,n,,,d
e,f,,g,,,,,,p,t,b,,,p,,p,,o,p,,v,d
,f,,,,,f,w,,,,e,s,f,w,,,w,,,,,
e,x,y,w,t,l,f,,b,,e,c,s,,w,w,,w,,p,k,s,
,k,,n,,,,,n,,t,?,,,,,,,o,e,w,,d
,x,y,g,t,,,c,,,t,b,s,,,,p,,,p,k,,
,f,,,f,,f,c,,p,e,,k,,,b,,w,,,,,
e,x,y,,,,,,b,p,t,b,s,,,,p,w,o,,k,,
,,f,g,,f,,c,,p,,b,k,,,n,p,,,l,h,,
e,f,,g,,n,,c,b,u,,b,s,,g,w,p,w,o,,,,
,,,p,,,,,n,,e,,s,,,,p,w,o,p,n,,d
e,,,g,t,n,,c,b,w,t,b,s,,,g,,,o,p,,,d
e,,,e,t,,,,,,,?,,s,,w,p,w,t,,w,c,w
,,,g,f,,,c,b,,,b,,,n,,p,,o,l,h,y,p
e,,f,n,t,,f,,b,p,,b,s,,,,p,w,o,,n,v,
e,f,,g,t,n,f,,b,,,b,,s,,p,p,,o,p,k,y,
,,,,,n,f,,b,u,,,s,,,,,w,o,p,,y,d
,x,y,,f,f,,,,p,,b,k,k,,p,,,,,h,,g
p,,y,,f,,f,c,,p,,b,k,,,p,p,w,o,l,h,,
e,,f,,t,n,f,c,b,,,,,,w,p,p,w,o,,n,v,d
p,,y,n,f,f,f,c,,b,,,k,,,,p,w,,,,v,
p,k,s,,,y,f,c,,b,,?,k,,,p,,,o,e,w,v,l
e,x,,g,f,,f,,,,,,,,,,,,t,,,,
p,,y,,f,,,c,n,b,,?,k,,w,w,p,w,o,e,w,v,
,,s,g,,,f,w,,,,?,k,,,w,p,w,,p,,n,g
p,f,f,,f,,f,c,,g,e,b,k,,n,n,,,,l,,,
p,b,s,,t,n,f,,b,,,,,,w,w,,w,,,,v,
,f,s,w,,n,,,,,t,,f,,,,p,,o,e,n,,g
,k,,n,,y,f,,n,b,t,,s,s,p,p,p,,,,,v,l
,k,,g,,,f,w,,g,e,,s,k,w,,p,,,,,,g
,f,s,,f,s,,c,n,b,t,,,,w,p,p,w,,,w,,
,,,n,,,f,c,,w,,e,s,,w,,p,w,,p,n,s,
,f,y,n,,,f,c,,,t,?,k,k,,,p,w,o,e,w,v,
p,x,,y,,f,f,c,,,e,,k,,p,,,w,,,,v,
p,,,g,f,,f,,,,e,b,k,k,,,p,,,l,h,y,
p,f,s,,t,,,c,,p,t,,,f,,w,,,o,p,,,g
,k,,n,f,,,c,n,b,t,,,s,w,w,p,,o,e,w,,l
p,x,,w,t,f,,c,b,h,,b,,,,,,w,o,p,,,
,,,,,,f,,,g,e,,,k,n,n,,w,o,l,h,,g
,,y,,,s,,,,b,t,,,k,,p,,,,,w,,
,x,f,,t,n,,,b,u,t,,s,,g,w,p,,o,p,k,y,d
,s,f,,f,,,,,,,,,,,,p,w,,p,n,v,
,,f,y,,,,c,,p,,,,k,b,,,,o,l,,,p
e,,,w,f,n,f,,,h,t,,,,,,,,o,e,,,g
,x,,g,,f,,c,,p,,b,,k,,,p,w,o,l,,,p
e,x,,g,,,f,,b,,,e,,,,w,p,w,,e,,,g
p,,,g,,c,f,,,,e,,s,,w,w,p,w,,,,v,
e,,y,n,t,,,,,,,b,,s,,,p,,,,,y,d
,,,y,,f,f,c,b,,,b,,k,n,,,w,o,l,h,y,
p,x,,,,c,f,,n,,e,,s,s,w,,,,o,p,n,,d
e,x,,,,n,,,b,n,,,,s,p,p,p,,o,,n,,d
,f,,,f,,f,,,h,,e,f,,w,,p,,,,k,a,g
p,f,f,,f,,f,c,b,p,e,b,,,,n,p,,,,,,d
,,s,n,f,,f,,,,,?,,,p,,,w,,e,w,,
p,,s,,,,,,,b,t,,,,w,p,,,o,e,w,v,
,x,,,f,,,w,,,,e,,,,,p,,,,,,
e,b,,,,a,f,c,,n,,,,,,w,,w,o,,,s,
e,,,,,,f,c,n,,,?,s,f,,w,,w,,f,h,,d
p,,f,g,f,f,f,,,,e,b,k,,,,,w,,,h,y,p
,,y,w,t,a,f,,b,k,,c,s,s,,w,p,w,o,,,s,
,,,,,n,,,b,w,,?,,s,w,,p,w,,,w,c,
,,f,g,,f,,c,,,,,,,n,,p,w,o,,h,,g
p,x,,,,,,c,b,p,,,,k,n,,,w,,,h,v,p
e,x,f,e,t,,,c,,,t,,s,,,,,w,,,,,
e,x,,,,,,,,,e,,s,s,o,,,,o,p,,,
e,f,,n,f,,,w,b,,,e,s,f,,w,p,w,,,,a,
,,y,,,,f,c,,,e,b,,k,p,n,,w,o,,h,v,g
p,k,,,,,,c,,y,,,,y,,c,,w,n,n,w,c,
p,,,b,,f,,,,,,b,f,,,,p,,,,h,,
,,,,f,f,f,,n,,,,s,s,p,,,,,,,v,d
e,,s,g,,,f,,,,,,,k,,,p,w,,p,w,,
p,x,,,,,,,b,h,,,,k,p,,,w,o,,h,,g
,f,,,t,n,,,b,n,,,s,,,,,w,,,n,v,d
p,x,,,t,p,f,,,n,e,e,s,s,,w,,,,p,n,,
,x,y,b,t,,f,,,w,,,,,,,,w,t,,,,
,x,,,t,,f,,,n,t,b,s,s,p,p,,w,o,,n,,d
,,f,,,n,f,,b,g,,?,k,s,,,,w,,p,w,,g
,x,y,e,,,,c,,,,,k,,p,w,,w,o,,w,v,l
p,,,y,f,f,,,b,h,,b,,k,,p,p,,o,l,,,
e,b,s,w,,,,,b,,,?,,s,,,,,t,,,n,g
,,,,,f,f,c,,,,b,,,,b,p,w,o,l,,,
e,x,,n,t,,,,b,p,,r,s,,w,w,p,,o,p,,y,g
,,,g,t,n,f,,b,u,t,,,,p,,p,,o,,,v,
e,,,,t,,f,,b,,,b,s,s,,g,p,,o,p,,y,d
p,x,,n,,s,f,c,n,,t,,s,,p,w,,w,o,e,,,
p,,,,,,,c,n,,t,,k,,p,,p,w,o,e,w,v,d
p,x,,,t,p,f,,n,,,e,,,w,,,,o,p,,,u
p,,y,,f,y,f,c,,b,,?,s,s,,w,p,w,o,e,w,v,
,,f,,f,,,,,,e,b,k,,b,,,w,o,l,h,,g
p,x,f,,f,f,,c,,p,,,k,,,,p,,o,,h,,g
,,s,e,,,,c,,,,?,,s,p,p,p,w,o,,,,p
,x,s,w,f,,f,,,,t,e,,f,w,w,,w,,,n,,
e,,s,,,,,,,n,,e,,,w,,,,,,k,s,g
p,,,g,,,,,,g,e,b,k,k,,,,w,o,l,h,,
,,f,y,f,f,f,c,b,g,e,,,,n,n,p,w,o,l,,,
,f,y,e,,n,f,,,w,t,,s,,w,w,,,,p,,,d
,,,n,,,f,,,w,,,,s,g,p,p,w,,,k,,d
p,,,n,,y,,,,b,,,s,,,p,,,o,e,w,v,p
,,,b,,,,c,b,e,,?,s,s,,w,p,w,t,e,,,
e,f,,w,f,,,,,,t,e,,f,w,w,,,,e,,s,g
,f,y,y,f,,f,c,b,,,,,,n,p,p,,,l,,,g
e,,f,,t,n,f,,b,,t,,s,,g,g,,,o,p,,,d
,x,,e,,,f,c,,,,b,s,,g,w,p,w,o,p,,,
,,s,,,,f,,n,,t,?,,,,,p,,o,e,w,,
,,,,f,,,c,b,h,e,,,,,,,,o,,,,
,f,s,,f,y,f,,n,b,t,,,s,p,w,p,w,,,,v,l
,,s,,,,,,n,,e,b,,s,w,,,w,o,,n,,
,x,s,,t,f,f,,b,w,,,f,,w,,p,,,p,,v,
,,,y,t,a,f,,,g,e,,,,,,,,,p,,s,m
,,,,,,f,c,,b,t,,s,,,p,,,,,w,v,
,f,,,,n,f,,,w,,b,,s,w,w,,,o,p,,,
,f,y,n,,a,f,,b,n,e,,s,y,,w,,,,,k,,g
p,k,y,,f,f,,c,n,b,t,?,k,s,,,,w,,e,w,v,d
,f,,,f,f,f,c,,,,,,k,,b,p,,,,h,v,
,x,s,,,,f,w,b,,e,?,k,s,w,w,p,w,,p,,,
,f,f,n,t,,f,,b,n,t,,s,s,w,,,w,o,p,,y,
e,,f,,,n,,,b,w,,b,,s,g,p,p,,o,,n,,d
,,,e,,,,c,b,,,b,s,s,,p,,,o,p,,y,d
,,y,,,,,,,g,e,,k,,,p,,w,,,h,,d
,,s,,,l,,,n,w,t,,s,,,w,,,o,,n,v,d
e,b,,,t,l,,c,b,n,e,,,,,,,,o,p,,,g
p,,s,,f,,f,,n,b,t,?,s,k,,,,,,e,w,,
e,f,,n,t,,f,c,,,t,b,,,,,p,,o,,k,y,d
e,,,,,l,,c,,,,,,,,w,p,w,,,n,,g
e,f,,e,,,f,c,,w,,b,s,,,,p,w,o,,n,y,
e,,s,,f,,f,w,,,,,,,,,,w,o,e,k,s,g
,x,,,,,,,,,t,?,k,s,p,,p,w,,e,,v,
,,y,y,,,,,b,h,e,b,k,k,p,,p,w,,,,y,
e,,y,p,,n,,c,,,e,,,s,e,e,p,,,,,c,
,b,,,,a,f,,b,,,c,s,,w,,p,w,,p,,,
,f,y,,f,f,f,,b,,e,,k,,,,p,w,,l,,,d
,b,y,,t,,f,,b,,e,,s,,,w,,w,o,p,k,,
,x,y,g,f,,,,,,,b,,,,b,,w,o,l,h,,
,f,,,,f,,c,b,,,,,,n,n,,,o,l,,,
,,,,t,,,,b,,,,,s,w,,p,w,o,,k,n,m
,,,g,,f,,c,b,,,,k,,n,n,,,,,h,,p
,,,,,,,c,,p,e,,k,k,,p,p,,o,l,,v,
p,,y,,f,,f,,b,,,,,,n,,,w,,l,,,g
,,,n,,p,,,,,,e,s,,w,,,w,o,,k,,g
p,,,,f,s,f,,n,b,t,,,s,p,w,p,,,,,v,p
p,,,n,f,s,,,,b,t,?,k,k,,,,w,o,,,v,
,f,,g,,,,,b,p,,,s,s,g,g,p,,,,,,d
,x,,,,,f,c,b,u,t,b,s,,,,,w,o,p,,y,d
p,,y,,,f,,c,,g,e,,,,b,,,w,,l,h,,
,k,,p,t,,f,c,,e,,?,,,,,p,w,t,e,,c,
p,,,,f,,,c,,,t,,,k,w,p,p,w,o,e,w,,
p,k,s,,,,,c,n,b,t,?,,,,,p,,,,w,,
,f,,,,s,,,n,,,?,s,s,,w,,w,o,e,,v,d
e,k,y,p,,n,,c,,w,,?,,,,w,,w,t,,w,c,
p,x,,b,,,,c,b,w,,b,s,s,w,w,p,,o,,h,v,
p,,,,,f,,,b,g,e,b,k,,,n,p,,,,,y,
,f,y,g,f,,f,,b,p,,b,,,b,,p,w,,l,h,v,d
,,,c,,n,f,w,,w,,b,,,,,,w,,,w,v,
p,f,,,,,,,,,,e,,,,w,,w,o,p,n,v,
p,,y,,f,f,,,b,,e,b,,,n,,,,o,l,,,p
p,,y,,,,,c,b,p,e,,k,,p,n,,w,,,,y,
e,,,,,n,,w,b,p,,,,k,w,,,w,t,,,s,g
,,,,,,f,,b,,,,,s,,w,p,w,,p,h,s,
,,,,f,y,f,,,,,?,,,,,,w,,,w,,
,,f,,,,,,b,p,e,b,,k,,p,p,,o,l,,y,
p,,y,,f,,,,,b,t,,k,,p,p,p,,o,,w,,d
p,,y,,,f,f,c,b,h,,,k,,,b,p,w,,,h,y,d
e,,f,,t,,,c,,w,,,s,,w,p,p,w,o,p,k,,
p,,y,n,,s,,,,b,,,,k,p,,p,w,o,,,v,
e,,s,,f,n,,c,,n,e,,s,s,,,,,,p,,,l
e,,f,g,,,,w,,p,e,,k,,,,,,,p,,s,
,,,,,,f,c,,,t,?,s,,w,,,w,,,,,l
,x,s,,,p,,,n,,e,e,,s,,w,p,w,,,,s,u
,f,,,,n,,,b,n,e,?,s,,,,,n,o,,,v,
p,,,,f,f,f,c,n,b,,,,,w,,,w,o,e,w,,
e,,y,,,a,f,,,,e,c,s,,,w,p,w,,,,s,m
,,,,,f,f,,n,b,t,?,k,,,,p,,,,w,,
p,,s,,f,y,,,,b,t,?,,k,w,p,p,,o,,w,v,
,x,y,g,,,f,,b,p,e,,,,,b,p,w,o,,,,
p,f,f,,,f,,c,b,,,b,,,n,n,,w,,l,h,v,
,,y,n,,s,f,c,,b,,?,k,k,,,,w,o,e,w,v,l
,,,g,,n,,c,,n,t,,,,p,w,p,w,,p,,,d
e,,,,,,,c,,,,c,,s,,,,,o,p,k,s,
p,,s,n,,p,f,c,,k,e,,,,,w,,w,o,p,k,v,
e,,f,,,,f,,,n,,b,,,p,,p,w,,,k,y,d
,,y,n,t,,f,c,b,n,,,,s,,g,,w,o,p,,y,d
,,s,,,s,,,n,b,,,k,,,,,,o,,w,v,p
,,f,,f,f,f,,,g,e,,k,k,b,n,p,w,,,h,,d
p,,s,,f,,,,,,,?,,k,w,w,,,o,e,w,,
e,f,,,t,n,f,c,b,,e,?,,s,w,,,,t,,w,,w
p,,f,,,,f,c,,,,b,k,,,,,,o,,,y,
,x,,g,t,,f,c,,,t,b,s,,,w,p,,,,,y,
,k,y,n,f,,,c,n,,t,?,s,k,,w,,,,,,,
,,y,n,,n,f,,b,u,t,b,,,p,w,,,,,n,,d
e,,y,,,,f,c,,w,,,,,,,,w,o,p,,v,d
,f,,,,n,f,w,,h,t,e,,s,w,,p,,,e,n,,g
,,s,,f,,f,,n,b,,?,s,s,,,,w,,e,w,v,
,x,,,f,n,,w,,k,t,,f,f,,w,p,,o,,k,,
p,,,g,,f,f,,,,,,k,,n,,,w,o,,,,g
e,,f,,t,,f,,b,u,t,b,s,,g,,,w,,,n,,
,,,n,f,s,f,,,,,,s,,w,p,,,o,e,,,p
,,,,t,,f,c,b,,t,,,,p,,,w,o,p,,v,
,,,,,n,f,w,,h,t,e,f,s,,,,,,e,n,a,g
p,b,y,b,t,n,,c,b,,,,s,s,w,w,,w,t,p,,,m
e,,,,,,f,c,b,p,,,s,,,p,p,w,,p,n,,
,f,,,,,,c,,,t,,,,,p,p,w,o,,,,
,,,e,t,,,c,,w,,,,,,,,,o,,,v,
,,y,,,,,c,,,e,b,k,,,,p,w,o,,h,,
p,,,,,f,,,,b,,?,s,k,p,,,,o,e,,v,l
e,,,c,f,,f,w,n,w,,,f,s,,,p,,o,,w,v,l
p,f,,e,f,,,c,,b,t,,k,s,,,p,,,,w,v,
,f,y,,t,n,f,,b,p,,b,s,,p,p,,,o,,k,y,d
e,f,,n,,l,f,c,,,e,,s,y,,w,,,,,,,p
e,,y,n,t,,f,c,,,t,b,s,,,w,,w,,,k,v,d
,,y,,,,,c,,b,,?,,,p,,p,,,,,,p
e,b,,,t,,f,,b,,,,,s,,w,p,w,,,,n,g
,x,,n,f,,a,c,,,,?,s,s,,,p,n,,p,,v,
p,,,,f,c,,c,,,,,s,,w,,p,,o,p,,s,d
e,f,y,,,n,,c,,w,,,,s,w,,p,,o,p,k,,
e,x,,p,t,,f,c,,,e,,s,,,e,p,,,e,,,w
,,y,,,,,c,b,n,,,s,s,g,,p,w,,,n,,d
,,s,w,f,,f,w,n,,e,,s,s,,w,,w,,,,v,
e,,,g,f,n,,,,h,t,,,s,w,w,,,,,,,g
e,f,f,w,,a,f,w,,w,t,b,s,s,w,w,,,,p,,v,d
e,x,,,f,n,f,w,,k,,,,s,w,w,p,w,,,k,a,
p,,s,w,,p,f,c,n,,e,e,,,w,w,p,,,p,,,
p,,,,f,,f,,b,,,,k,k,,p,p,w,o,l,,v,p
,k,,e,,f,,,n,b,t,,k,k,w,w,,,o,,w,,p
,,f,g,,,,c,,w,,b,,,g,,,,o,,k,,
p,k,,,f,,,,,b,t,,,,,p,p,,,,w,,
p,,f,,,f,,,b,h,e,,k,,b,b,p,,o,l,h,,g
,f,,n,f,,,,b,,t,,,,,,p,,o,e,,a,g
e,,,n,,,,c,,,t,,s,,g,,,w,o,,n,y,
,x,,n,f,,,w,,n,,,s,,w,w,,,o,e,n,a,
p,x,s,n,,p,,c,n,k,e,,s,s,,w,,w,o,p,,,
,,,,,f,f,,n,b,t,,k,,w,w,p,w,,e,w,,
,,,,,f,,,,p,,,k,,,,,w,o,,h,v,
,,f,g,f,,f,c,,g,e,b,k,k,,,p,,,l,,,
,f,,e,,y,f,,,b,t,?,k,s,,,p,w,o,e,,v,
e,,s,,,,,c,b,w,e,,,,,,,w,t,,w,y,
,,,,,,,c,b,w,,,s,s,e,w,,w,t,e,,c,
,,,e,,,,,,,,,,,,g,,,,,n,v,d
p,b,,b,,n,f,c,,g,,b,s,,w,w,,w,,p,,,
p,,,e,,s,f,c,n,b,,?,k,,p,p,,w,o,,w,,
,,,e,,,f,c,,w,,,,s,,g,p,w,,,,,d
e,,,,,n,,,b,u,t,,,,,g,,w,o,,,v,
,,,y,t,,,,b,n,e,c,,s,w,w,,,,,n,n,g
e,b,f,w,f,,,,,p,e,?,k,,w,w,,,t,p,w,,
e,,f,,,n,f,c,b,w,t,,s,s,g,g,p,,,p,k,v,d
,x,,,,,,w,,n,,,s,s,w,w,p,w,o,e,,,g
p,,,,,,,,,,e,b,,,n,,p,w,o,l,h,,
e,,,,,,f,c,b,n,,b,,s,,,p,,,,,,d
,x,y,e,t,,f,,,,,,,s,w,,,w,o,,,,
e,x,f,,,,,,b,p,,,,s,g,g,p,,o,,n,,
,,,,,n,,,,,,,,,,w,p,w,t,p,,,
,x,s,,f,s,,c,,,,?,,s,,,p,,o,,w,v,
p,k,,,,,f,c,n,b,,?,s,k,,p,p,w,o,,w,v,d
,,,g,,n,f,,b,u,t,,,,,,p,w,,,,,d
p,x,y,e,,,,c,n,,,,,k,,w,,,,e,,v,d
,f,s,n,f,f,,c,n,,,?,,,,p,p,,o,e,w,v,
,k,,,t,n,,c,b,,e,?,,,w,,,w,t,,w,c,w
,,,n,f,,,,n,b,,,k,s,p,p,p,,o,,,,p
p,,,,f,,,,,,,?,s,k,p,,p,,,,,,p
p,f,y,,,s,f,,n,,t,?,k,,p,p,p,w,o,e,w,,d
e,f,f,g,,n,,,,,t,,s,,g,,p,,,p,n,,
,b,,,f,,,w,,,e,,k,,,,p,w,,,,s,
e,x,f,,,,,,b,p,,b,,s,g,,,,o,,,v,d
e,,,e,t,n,f,,,w,t,b,,,,g,p,w,,,,,d
,x,y,n,t,n,,c,b,w,e,,s,s,,e,,w,t,,,c,
p,,,y,,,,c,,,,b,k,,b,,,w,,l,h,,
e,,f,e,,,,,b,w,t,,s,s,,,,w,,,,,d
,,f,g,t,n,,,b,,t,b,,,,w,,,,p,,y,
e,,f,,,,,c,,,t,b,,,,w,p,,,p,n,y,
p,x,s,w,,,f,c,b,p,t,,,,,,p,w,o,p,,s,
,,f,g,,n,f,c,,p,,b,,,,,,w,,,n,,d
p,x,y,,,,f,,n,,e,,s,s,,w,p,w,o,,,s,u
p,x,s,,f,,,c,,p,e,b,,s,w,,,w,o,,,,d
e,x,f,w,,n,f,,b,,t,e,f,,,w,,w,,e,,s,g
,x,f,g,,n,,c,,n,,,,,w,g,p,w,,p,n,,d
e,x,y,g,,,f,,,w,t,b,,s,,,p,,o,,k,,
e,,f,,f,,f,,b,h,t,e,f,,w,,,w,,,,a,g
,,y,y,,,f,c,,n,,,s,s,,,,,o,,k,n,
,f,y,n,,,f,,,,e,,,s,,w,p,,,p,,,
e,,y,,t,a,f,,,,e,,s,,,w,p,w,o,p,n,,g
,x,s,,,n,f,,,p,t,e,,s,,w,p,w,o,,,a,
,,s,n,f,n,a,c,,,e,,s,s,o,o,p,,,,,c,l
,f,s,b,,n,,,b,,e,,,s,w,,p,,,,r,v,g
,,,g,,,f,c,b,,t,,s,f,,w,p,,o,,h,,g
,f,f,y,,f,f,c,,,e,,k,k,,,p,w,o,l,,v,
p,f,y,,f,f,,,n,b,,,,,w,,p,w,o,e,,v,
e,b,s,w,,a,f,,b,w,e,c,,,,w,p,,,,,,
p,,s,n,,s,,c,n,b,,?,,,,,p,w,o,,w,,l
e,x,y,,t,,f,,b,,t,,,,,w,,,o,,n,v,
,f,s,,t,f,,c,,,,,,s,w,w,p,,,,,,g
p,k,y,n,,,,c,,b,t,?,s,k,,,p,w,,,w,v,
e,,,n,,,f,w,,k,,,f,,,w,,,o,,,a,
,,,g,f,c,,c,n,u,e,,,s,w,w,p,w,o,p,k,v,
,,f,g,,n,,c,b,u,t,b,s,,,,p,w,,p,,v,d
e,f,f,n,,,f,c,,,,,s,s,g,,,w,o,,,,d
p,,,w,f,c,f,c,n,,e,b,,,w,w,,,o,p,,s,
,x,y,,f,f,f,,,,,,,k,,n,p,,,l,,,
e,f,f,,f,,f,w,b,p,,,s,f,w,w,p,w,,e,,a,g
e,f,,e,,n,,c,b,,t,b,,,w,,,w,,,,v,
,,,,,f,f,c,n,,,,k,s,,p,p,,,,w,v,l
e,,y,g,t,n,f,c,b,u,,,,,,,,,o,,,,d
e,f,f,,,,,w,,,t,,,s,w,w,,w,,,,a,g
e,,,,,n,f,,b,,,e,s,s,,,,,o,,n,s,g
e,,f,e,,,f,c,b,u,t,,,,,p,p,,,p,,y,
e,,,n,f,,f,,b,,t,,,,w,w,,w,,,,,
,x,f,,t,n,,c,b,u,t,,,s,p,w,p,,,,,v,d
p,,f,,f,f,,,,p,e,,,,,n,p,w,,,,y,
p,x,,,,y,f,,n,b,t,,,,p,,p,w,o,e,w,,
,f,,g,t,,,c,,h,t,,,f,,,,w,,,,s,
,f,y,e,f,,,c,n,b,t,,,,p,p,p,,o,,,,
,f,,,t,,,c,,n,t,b,,s,,,,w,,,n,,d
p,x,f,,f,,,c,b,g,e,,k,k,,b,p,w,o,l,h,y,
p,x,y,g,,f,f,,,h,,b,k,k,,b,,,,,h,,g
,b,s,y,t,,f,c,,,e,c,,s,w,,p,,o,,,,m
e,x,f,,t,,,,,,t,b,,,,w,p,w,,,n,,d
,,,,t,n,,,,,t,,s,,,w,p,,o,p,,v,
e,f,,,t,n,,c,,n,,b,s,s,w,,p,w,,p,,y,d
e,,y,,t,n,,c,b,,t,b,,,g,w,p,,,p,,v,d
,,,,,l,,w,n,p,t,,s,,w,,,,o,p,,,d
,,y,,,s,f,c,n,b,t,,s,,,w,,w,,,w,,
e,b,s,,,n,,c,b,,,?,,s,,,,o,,p,y,,l
p,f,,g,,,,c,,h,,,,,,,p,,o,,,,
,x,y,e,,,f,c,b,,,b,s,,p,p,p,w,,,n,v,d
e,,y,,t,,,c,b,p,e,r,s,,,,,w,,,n,,p
,x,,,,n,,c,b,n,t,b,,,,,p,,,,,y,d
p,,,n,,s,,,n,b,,,k,k,p,w,p,,,,,,
,,s,,,f,,,,w,t,,,,,,p,,o,p,h,v,
e,,,y,t,,,c,b,,,c,,,,,,w,,p,k,,g
p,,,,t,n,,,b,,,,s,,w,,,,,,r,,
e,,f,w,f,n,,w,b,,e,?,k,k,w,,p,,,p,,,g
p,,,n,f,f,f,,,,t,?,k,k,,,,w,o,,,,p
e,,y,,,,f,c,b,,,c,,s,,,,w,o,,,s,m
e,x,f,,t,,f,,,n,,b,,,w,,,w,,,n,y,d
p,f,,,t,,f,,,,,b,s,,,,,,o,,,,u
p,f,,,,f,f,c,b,,t,b,,,w,w,p,,o,p,,,
e,b,s,w,f,,,,b,,e,?,k,k,w,w,p,,t,p,,n,
,x,,e,,,,,,u,t,,,,w,g,p,,o,,,v,d
,f,,,t,n,,c,,,,b,s,s,,,p,,o,p,n,,d
e,,s,,,,f,c,b,,e,?,s,,,e,p,w,t,e,w,,w
,x,,,f,,,,,g,,,,s,w,,p,w,,,,,d
p,,,,f,y,,c,n,,,,s,k,w,,p,,o,,,v,
e,f,y,,t,,,c,b,p,,b,,,p,,,w,o,p,,,d
,x,,,t,,,c,,w,,,,f,,,,w,o,,h,,g
,,,,t,,f,,,n,,,,s,,,,,,p,n,y,d
,b,,,t,l,,,,n,e,c,s,,,w,,,,,k,n,
e,f,s,,,n,f,w,,,,e,s,f,w,,p,,o,e,k,,
,,y,,f,,f,,n,,,?,k,s,w,p,,,,e,w,v,d
p,k,s,,,,,c,n,,,,,,,,p,,o,,,v,
p,x,s,e,,y,,,n,,t,?,,,,p,,,o,e,,,p
p,,,g,f,f,f,,b,p,,,k,k,p,b,p,,,,,,g
p,,,e,,,,,,,,?,,,w,w,p,,o,e,,,l
,,f,,,,,,,,,,s,s,w,w,,,o,,k,,g
e,f,,,f,n,f,,b,k,,,f,,,w,,,,,k,,g
e,,,,t,n,f,,,,t,,,,,g,,w,o,p,k,,
p,x,f,g,f,f,,,,p,,,,,p,,,w,o,l,,y,p
e,b,s,w,f,n,f,,,,,?,s,k,,,p,w,t,,w,s,
p,f,s,,,,,c,,b,t,,k,k,p,p,p,,,,,v,
e,,,,,n,,c,,,,,s,,,p,p,w,,p,,,
,x,,,,,f,,b,,,,s,,w,w,,,,,k,,g
,,,w,f,,,,,,e,,,,,,,,t,,w,,
p,x,,e,f,,f,c,,,,,,s,w,w,p,w,,e,,,
,,,,,n,f,c,b,w,t,,,s,,g,p,,,,,,d
p,,s,e,f,y,,c,,b,,?,,,p,,,w,o,e,w,,
p,,,,,p,,c,,,e,e,s,s,w,,p,w,o,p,,s,u
,,,,t,l,,,,k,e,c,s,,,,,w,,p,n,s,m
,x,,n,,n,,,,h,,,f,,w,,p,,,,n,,g
p,,,y,f,,f,c,,h,,b,k,k,,n,,,o,l,h,y,
,f,s,e,f,,,,n,b,t,?,k,,w,p,p,,o,e,w,,
e,,s,,,n,,w,b,,,,,s,,,,,,,n,,
e,,,,t,n,,c,b,w,,b,s,s,p,w,p,w,,,k,v,d
e,x,,w,f,n,,w,,,,,,,w,w,p,w,o,,n,s,g
e,,,,f,,,c,b,y,,,s,s,,o,,n,o,,n,,l
,f,y,n,t,l,f,c,b,,,r,,,,w,p,w,,,n,,
p,x,s,e,,s,f,,n,,t,?,k,k,p,p,,w,,e,w,,l
,,y,,,n,,c,,,t,b,,,w,,,,,,k,y,
,x,f,,f,f,,,,p,,,,,,p,,,o,,h,,g
e,,f,w,f,,f,w,,,,e,f,f,,w,p,,,,n,,
,f,y,,,n,,,,u,t,b,,,,,,,,p,,y,d
